RelativeDis_1_rate,RelativeDis_1_magnitude,RelativeDis_1_mean,RelativeDis_1_start,RelativeDis_2_rate,RelativeDis_2_magnitude,RelativeDis_2_mean,RelativeDis_2_start,NPC1Y_1_rate,NPC1Y_1_magnitude,NPC1Y_1_mean,NPC1Y_1_start,NPC1Y_2_rate,NPC1Y_2_magnitude,NPC1Y_2_mean,NPC1Y_2_start
-1.3073210984443533,-39.2196329533306,28.90129194691393,10,-0.2679417289323865,-2.1435338314590924,6.997136680991462,40,0.6309557707359393,18.92867312207818,4134521.9099867777,10,0.15675242053112015,1.2540193642489612,4134532.552590743,40
