RelativeAngle_1_rate,RelativeAngle_1_magnitude,RelativeAngle_1_mean,RelativeAngle_1_start,RelativeAngle_2_rate,RelativeAngle_2_magnitude,RelativeAngle_2_mean,RelativeAngle_2_start,NPC1X_1_rate,NPC1X_1_magnitude,NPC1X_1_mean,NPC1X_1_start,NPC1X_2_rate,NPC1X_2_magnitude,NPC1X_2_mean,NPC1X_2_start
-0.0038391521560803,-0.0383915215608032,3.118681266083075,20,-0.0113816109289321,-0.2048689967207795,2.991377827386582,30,0.6024257272908774,18.072771818726324,592492.9867503954,10,0.1496645056613488,1.1973160452907905,592503.1481263535,40
