TTC_1_rate,TTC_1_magnitude,TTC_1_mean,TTC_1_start,TTC_1_confidence,result,TTC_2_rate,TTC_2_magnitude,TTC_2_mean,TTC_2_start,TTC_2_confidence
742.4507573814321,7424.507573814321,-4374.92243476225,10,0.8187307530469122,1,238.7099733174218,3103.2296531264833,-984.6605018030709,20.0,0.07427357821151531
614.1030018897849,6141.030018897849,-4872.8114900284345,10,0.5488116360766111,1,92.3206406507206,2584.977938220177,-601.7832595948167,20.0,0.010051835744314612
47.316889747845174,1088.288464200439,-234.43410331859192,25,0.19999999999249538,1,,,,,
182.52930349765472,6388.525622417916,-2101.039780333037,10,0.8187307525723919,0,148586.84845838466,594347.3938335386,41326.73989668008,45.0,0.8187307525723919
602.2086832996823,3011.0434164984117,-3667.977425718419,20,0.19999999999200554,0,68.61933071250864,1646.8639371002073,-1133.8010530891358,25.0,0.19999999999200554
1794.0529439346606,8970.264719673303,-5554.623136515544,15,0.8187307530470758,0,102.88275100782566,2983.599779226944,-970.4058311042082,20.0,0.004516580942442171
1036.1037240851006,15541.555861276509,-13372.694552495297,5,0.19999999999100904,1,164.6525101455441,4280.965263784147,-1976.2886915252436,20.0,0.19999999999100904
629.5675560078757,9443.513340118136,-4923.944445762203,15,0.44932896408498807,0,82.58249000637004,1569.0673101210307,-621.7122554973547,30.0,0.02237077185456079
392.16517776118974,3921.6517776118976,-3542.5039294610237,20,0.9999999999345652,1,54.894885700323535,1427.2670282084118,-352.3749906559503,30.0,0.0183156388875357
458.22998669886607,-6873.449800482991,,30,0.24659696391748884,0,509.91746796430243,17337.19391078628,-3599.288508287474,15.0,0.0020294306360972517
195.95691192700284,1959.5691192700283,-2243.166023600353,15,0.199999999992025,1,45.56763604463883,1048.0556290266932,-243.99527648627785,25.0,0.199999999992025
16471.855982450266,164718.55982450268,-65911.79070013689,5,0.07357588823428847,0,688.7830167508735,13086.877318266595,-6494.906993508137,15.0,0.07357588823428847
139.00618674594187,1390.0618674594189,-6274.719818066711,15,0.5488116360479135,0,77.40586994996036,1857.7408787990487,-796.8051255288407,25.0,0.040762203974941236
-209.27636010652236,-2092.7636010652236,-2640.244035259534,20,0.6703200460037687,0,52.275857364552834,993.2412899265039,-348.36763575184517,30.0,0.1108031583570657
1151.3352487454472,17270.02873118171,-13118.930989093868,5,0.1999999999886949,0,151.68337544448354,4398.817887890023,-1023.4804065086038,20.0,0.1999999999886949
46651.62807053561,1632806.9824687464,-276406.5267887293,5,0.3011942105321476,0,140538.33194368792,1264844.9874931914,-142843.46906949594,40.0,0.8187307493266047
660.3636118231459,13867.635848286063,-769.1425935156442,15,0.19999999999107274,1,,,,,
1822.334881277165,18223.348812771652,-24722.78354419648,5,0.19999999998722956,0,321.03732710334907,10915.269121513868,-2642.083490949491,15.0,0.19999999998722956
72.37941248898746,2533.279437114561,-932.9850069056083,10,0.9999999999581927,0,-1169.104148597305,-4676.41659438922,-2390.716040660808,45.0,0.4493289640984363
54.47715032926951,1198.4973072439293,-366.1158494751622,15,0.19999999999158175,1,,,,,
153.1873641143681,3829.6841028592025,-3038.631383303937,15,0.8187307530325275,1,4.153743911474845,58.15241476064783,-49.9052048791554,40.0,0.16529888821240946
546.346986728872,5463.46986728872,-5425.725409215476,10,0.8187307530493494,0,40.866565200985,1185.130390828565,-843.4434344385671,20.0,0.008229747048732222
166.30361381801572,5820.62648363055,-3381.5525764349295,10,0.3678794263246462,0,13786833.181627877,55147332.72651151,28601985.4262999,45.0,0.4493289459833038
425.2472607109841,6378.708910664762,-4140.889903114122,10,0.19999999999212625,0,56.90012441571292,1365.60298597711,-273.40506955814504,25.0,0.19999999999212625
1231.453710105453,-12314.53710105453,,20,0.5488116360554387,1,346.27828316153074,13504.853043299698,-2784.020090383681,10.0,0.001113775147766492
39.99626569484378,959.9103766762506,-570.7440030805845,25,0.19999999999241053,0,,,,,
332.37261648027794,6979.824946085837,-1508.8727970240786,15,0.19999999999320417,1,,,,,
90.14654184440958,2253.6635461102396,-830.7578985536918,10,0.19999999948203134,0,-12.715448596647049,-178.01628035305868,570190.0695826825,35.0,0.19999999948203134
1877.5193800415502,-9387.59690020775,,20,0.8187307530173639,1,701.7689584656794,18947.761878573343,-3459.8620916732843,15.0,0.004516580942278263
449.4954533103898,4494.954533103898,-5615.957955346418,10,0.44932896409932527,0,74.08317455663985,2148.4120621425554,-551.9412791605574,20.0,0.008229747048692249
487.70490967736475,4877.049096773648,-4341.4463459661765,10,0.19999999999297818,1,109.32697765047989,2514.5204859610376,-535.7842328645573,20.0,0.19999999999297818
1261.5319209498832,18922.978814248247,-15897.672582530353,5,0.1999999999896464,0,125.86000824430106,3649.940239084731,-1472.1656631785993,20.0,0.1999999999896464
1519.8441724434483,22797.662586651724,-15102.294551872774,5,0.1999999999907207,1,247.05920930148378,4941.184186029675,-1772.0232464436729,20.0,0.1999999999907207
397.8939891495368,3978.939891495368,-3639.269640028638,15,0.8187307530489565,1,108.54189432490686,1845.2122035234167,-487.8173632329856,25.0,0.060810062623062155
1537.4380136704954,15374.380136704953,-12827.649601109722,10,0.1999999999833734,1,243.58753005480858,4628.163071041363,-2143.0804331563,20.0,0.1999999999833734
93.49312059686089,2711.300497308966,-1480.7661598977008,10,0.19999999999184462,1,,,,,
793.2947196685761,7932.947196685761,-6663.2542928199455,15,0.4493289640944719,1,85.66525813033103,2055.9661951279445,-828.0820511296434,25.0,0.018315638887806854
167.88929223573047,1678.8929223573045,-4097.007935989788,10,0.8187307530491233,1,105.38623483584871,2213.110931552823,-629.5872254785457,20.0,0.04076220397692943
506.59342226680656,7598.901334002098,-5271.490092152668,10,0.19999999999191903,0,58.331931832264075,1399.9663639743378,-767.310267234645,25.0,0.19999999999191903
318.68744802673757,4780.311720401063,-3717.7196023772626,20,0.8187307490552592,0,54.00287979774826,756.0403171684756,-341.2036502225672,35.0,0.13533528257166114
688.0860473804536,10321.290710706804,-3512.6030400881314,10,0.1999999999927311,1,36.29983653075366,508.19771143055124,-214.91572756023197,25.0,0.1999999999927311
221.39144474627747,1106.9572237313873,-3401.9838951824267,20,0.8187307530412553,1,100.47973450337759,2612.473097087817,-783.415522621869,25.0,0.014995576819805033
-7224.52749728555,-72245.2749728555,-19160640.247973967,30,0.014995575406046251,0,470.7246170851083,4236.521553765975,-2279.550179732002,40.0,0.24659694068178087
133.73411767084946,2006.011765062742,-3856.192017543464,5,0.1999999999877481,0,66.78371082905012,1936.7276140424535,-589.275187153105,20.0,0.1999999999877481
165.65678891576644,3810.106145062628,-2681.9893548017694,15,0.1999999999875195,1,,,,,
1014.1412213320992,15212.118319981488,-15868.115797491071,5,0.19999999998655082,1,222.84537805056772,4011.216804910219,-2090.2871220653146,20.0,0.19999999998655082
