RelativeHeading_1_rate,RelativeHeading_1_magnitude,RelativeHeading_1_mean,RelativeHeading_1_start,RelativeHeading_2_rate,RelativeHeading_2_magnitude,RelativeHeading_2_mean,RelativeHeading_2_start
-0.002941847028956849,-0.04412770543435274,3.352445508037696,15,0.018991722738609162,0.09495861369304581,3.3623715394268983,30
