RelativeX_1_rate,RelativeX_1_magnitude,RelativeX_1_mean,RelativeX_1_start,RelativeX_1_confidence,result
0.00036101790973108727,0.0036101790973108727,1.1963667441853754,15,0.1911269688173734,1
0.6381902092731874,3.190951046365937,-0.9649979717697157,30,0.70340938206056,1
1.1444008290680878,3.4332024872042632,0.6417024452509864,60,0.2961088854156111,1
0.009424003131812768,0.10366403444994043,1.1573016161434198,80,0.1456051836096252,0
8.85790783858338e-07,2.125897881260011e-05,0.013002067173099192,75,0.09071795328941251,0
-0.04300096421032834,-0.17200385684131336,-1.6706209135749817,45,0.4588213085509764,1
0.037339380161316965,0.9334845040329242,-0.07525213341221397,75,0.6118760496360538,0
-0.25716245788909364,-1.5429747473345619,0.3847472254018243,55,0.2926785032197256,1
0.7425198643761715,3.712599321880857,-0.9324420445897152,30,0.383957572111179,1
-0.13057177755932425,-2.3502919960678366,0.005422781719209378,25,0.018512042078933342,1
0.019595594523100335,0.07838237809240134,0.9520283087197219,75,0.4172611801326687,0
0.00937686427499042,0.06563804992493294,1.8574173158689995,25,0.29614659979628316,1
0.0031471614677434406,0.022030130274204085,0.6927291250353453,85,0.35254247643467174,0
0.0010539086969785466,0.029509443515399303,1.3157614773576227,25,0.005037752931233601,1
0.05585813068249781,0.27929065341248904,-1.3246923019385692,35,0.39279204487782193,1
0.08356428904103881,0.5849500232872716,-1.278531909571304,45,0.2506592672552927,1
-0.09382268809693069,-0.2814680642907921,-1.1830611997164018,55,0.4568273183168966,1
0.575266368037736,2.87633184018868,-0.9793891422597817,45,0.6724899043321033,1
4.831586093763605e-06,0.00010629489406279932,0.014095107627485594,55,0.22643479207942852,0
0.00012948650731281353,0.0027192166535690843,0.16331566252855295,70,0.039020412325043455,0
-0.00842036530954234,-0.10104438371450808,-0.2879229056911954,25,0.5181875727933709,1
-0.30561955470683055,-1.2224782188273222,1.3982826765350902,20,0.2392944183111539,1
-0.3144621645816028,-1.8867729874896169,-0.19782193302770676,30,0.4983490434637357,1
0.02506149643233596,0.10024598572934384,-1.0795287932164748,35,0.5897387963171233,1
1.168873082454964,3.5066192473648923,0.48769024457094323,30,0.3029045090718617,1
0.08077490654093009,1.0500737850320911,0.5774950074184642,25,0.37559627028651776,1
0.05168670124570962,0.3101202074742577,1.6783859893853936,30,0.3781516968620289,1
-8.081925829563643e-06,-8.890118412520007e-05,0.018254138059999044,80,0.11594803537828208,0
0.0750211346084931,1.1253170191273967,0.5391846832450862,5,0.10214536184319595,1
-0.277169734171956,-0.554339468343912,0.8222363584735345,40,0.47169139510973224,1
-0.23224296470914166,-2.7869155765097,-0.049112864482255804,15,0.06538322841195891,1
