RelativeDistance
31.819900956126933
28.221885858747868
27.63389476595973
27.501335044863872
27.254133288661034
27.245131535651606
26.92884143141377
26.896880485896055
26.292611521973726
26.05499868833422
25.51594292840524
24.8394424020308
24.61699244926371
24.1084503194739
24.0888741983716
23.462603973092293
23.4166769851135
22.73314957422734
22.08552212770006
20.823341168554272
19.483843314321618
18.224789946409143
16.873860901270596
15.752162479180274
14.87073300494806
13.747403957597486
13.003449594158042
12.097933388569523
11.605234243565436
10.492958201883878
9.718086674518302
8.725538086333183
8.314466978524127
7.927375238362342
7.912250929033603
6.835950612727957
