NPC1Theta_1_rate,NPC1Theta_1_magnitude,NPC1Theta_1_mean,NPC1Theta_1_start,NPC1Theta_1_confidence,NPC1Theta_2_rate,NPC1Theta_2_magnitude,NPC1Theta_2_mean,NPC1Theta_2_start,NPC1Theta_2_confidence,result,RelativeDistanceNPC1_1_rate,RelativeDistanceNPC1_1_magnitude,RelativeDistanceNPC1_1_mean,RelativeDistanceNPC1_1_start,RelativeDistanceNPC1_1_confidence,RelativeDistanceNPC1_2_rate,RelativeDistanceNPC1_2_magnitude,RelativeDistanceNPC1_2_mean,RelativeDistanceNPC1_2_start,RelativeDistanceNPC1_2_confidence
-0.01860532260016612,-0.1860532260016612,2.3005565630890032,45.0,0.9702910362481495,0.00019996535115751612,0.004199272374307839,2.1460636574367222,55.0,0.5325070110907153,1,0.08249462752696575,1.649892550539315,11.333447070864334,25,0.3891460179190892,-0.1471693880515727,-4.5622510295987535,10.37236001706181,45.0,0.5805376405204496
-0.015310122391307837,-0.22965183586961757,2.2644237169278845,45.0,0.9522888565597952,0.0021573797854009488,0.03667545635181613,2.1686728259220027,60.0,0.12887828212558994,1,0.04059422418409012,-1.2178267255227038,,45,0.24533273615844117,-0.116973549327042,-7.252360058276604,8.541302191904656,15.0,0.00022371449766302688
-0.015588041003312014,-0.15588041003312014,2.2588115399569944,30.0,0.18503711288469807,8.958208047360472e-05,0.0007166566437888378,2.1885031090118368,40.0,0.18503711288469807,1,-0.10613676000357455,-1.5920514000536183,6.831353642474568,30,0.10561037379391183,-0.08619768561416692,-0.2585930568425008,5.898258514450499,45.0,0.10561037379391183
-0.03346879737131303,-0.3346879737131303,2.0703114281963337,20.0,0.6161440793389635,0.017762318937339927,0.14209855149871942,2.0406743004190098,30.0,0.22666673958831074,1,0.29973339633156887,5.994667926631378,12.460389554746143,10,0.48950661524369143,-0.4247305627109901,-3.3978445016879206,15.761690493184432,30.0,0.08091489927689412
-0.010721034254061124,-0.21442068508122247,2.21937037751875,30.0,0.9493679465536125,0.002237800983437044,0.022378009834370438,2.1769637585980632,50.0,0.5210241760033144,1,-0.06798961714254173,-1.3597923428508345,12.964986606705505,30,0.18757826030597033,-0.07771677177619214,-0.7771677177619214,12.862623475405172,50.0,0.18757826030597033
-0.0031904989191332334,-0.15952494595666167,2.242059425923904,35.0,0.590362399864704,0.0007858100595589113,0.009429720714706935,2.223390374767066,85.0,0.323997754558144,0,-0.2160714986374133,-3.241072479561199,4.751420110040541,60,0.503694083263351,0.24364543261029875,5.360199517426572,4.640275232010354,75.0,0.503694083263351
-0.027160567746108154,-0.27160567746108155,2.258482160195925,35.0,0.7878919290166583,0.001509065424664286,0.013581588821978574,2.061181946342461,45.0,0.5281397541295552,1,0.13156792676023218,2.631358535204644,6.634425413424033,15,0.10800699226766547,-0.10157282123792791,-1.9298836035206302,7.283524552179839,35.0,0.10800699226766547
-0.017999906194248183,-0.17999906194248183,2.3081670252139475,15.0,0.6611298951299148,-0.0019327891461529134,-0.02319346975383496,2.137197677193541,25.0,0.6611298951299148,1,0.06676593866810565,1.335318773362113,11.472603399253405,5,0.18894960069528435,-0.12324475980542375,-1.478937117665085,11.400350057557503,25.0,0.18894960069528435
-0.00296312355334579,-0.1481561776672895,2.228962676227263,45.0,0.7185810229196671,0.0008701434934247724,0.007831291440822952,2.2225864034285476,95.0,0.5883243820425657,0,-0.24366885786748924,-6.091721446687231,5.46812016104441,55,0.04011672168797067,0.2736337351310057,6.567209643144136,4.6660669440822895,80.0,0.2964247070576031
-0.032668703891218384,-0.32668703891218387,2.1847250355343704,45.0,0.19290222401161872,0.009161214897548989,0.08245093407794091,2.0688134415217183,55.0,0.19290222401161872,1,-0.2254675618303858,-3.382013427455787,9.806937367509457,40,0.5209199604494464,-0.2329484994542202,-2.0965364950879817,5.078568325943705,55.0,0.1284572807034152
-0.022805899923397988,-0.22805899923397988,2.2443559283036336,45.0,0.19565087088033095,0.0025441769510021256,0.02289759255901913,2.141819859545677,55.0,0.19565087088033095,1,0.08828937794788848,2.6486813384366545,7.043358192260862,15,0.10788142573847631,-0.19080457150357724,-3.625286858567968,6.3631239869163085,45.0,0.10788142573847631
,,,,,,,,,,1,0.1812414886947103,1.8124148869471028,13.369039015895803,25,0.04658846536395616,-0.018065268881146086,-0.16258741993031478,13.790331108110731,35.0,0.15467915225919635
-0.011785220101607763,-0.23570440203215526,2.033268109405995,25.0,0.7236159947001692,0.0076666082181908735,0.06133286574552699,2.1347707385109516,45.0,0.8838265717756016,1,0.029287043406218773,0.5857408681243754,11.109539462454451,25,0.1862318867196967,0.519707915981303,4.157663327850424,13.232408950277183,45.0,0.1862318867196967
-0.007558836747612929,-0.15117673495225858,2.2419002407972997,45.0,0.5720095175289516,0.0013507973443363664,0.05133029908478193,2.2263850141217856,65.0,0.0017317901291949071,0,0.1849951222943723,1.849951222943723,13.96586544544867,30,0.05722437548573337,-0.19857747517234328,-12.510380935857627,11.165029553473977,40.0,0.05722437548573337
-0.022464349516241145,-0.22464349516241144,2.268582944236911,35.0,0.19598942553440332,0.0023597737604177382,0.023597737604177382,2.139535985875739,45.0,0.19598942553440332,1,-0.03993492113866113,-0.3993492113866113,4.990259063245254,30,0.30167986625094384,-0.12034458488918848,-1.8051687733378272,3.0304011600680627,40.0,0.09086422956523157
-0.020109103129641426,-0.20109103129641426,2.222787572697598,35.0,0.6535022937484186,0.0026993800599939277,0.02159504047995142,2.146503494339491,45.0,0.6535022937484186,1,0.17758488727763622,6.215471054717268,14.648941836408978,5,0.16086470940595296,-0.19558243964033922,-2.54257171532441,11.407796013323447,40.0,0.16086470940595296
-0.008019017664608441,-0.16038035329216882,2.2765973546328695,40.0,0.7264144907589348,0.0006874102931352478,0.007561513224487726,2.220032832782137,60.0,0.3986647251558201,1,0.13085612827619666,-1.9628419241429498,,45,0.1719573612623195,-0.04721728572724277,-1.9359087148169536,8.829268437760838,30.0,0.015599619866765736
-0.0257109292811748,-0.257109292811748,2.252912718082996,35.0,0.19842559212647512,0.0036347354908059957,0.03634735490805996,2.110781542861176,45.0,0.19842559212647512,1,0.25775114110871866,1.2887557055435934,12.779400847081842,5,0.2048188316327599,0.09861719619585026,4.4377738288132615,16.997898306139575,10.0,0.3732042437920701
-0.004652728809602991,-0.13958186428808972,2.2148601145105573,35.0,0.576743868283288,0.0008025786298716005,0.03049798793512082,2.2201928002027485,65.0,0.0017461236352874722,0,-0.19420590615488467,3.8841181230976933,,85,0.18207007581826745,0.10716875804469421,4.07241280569838,4.711375438444034,65.0,0.0012267785209829586
-0.0030684782052532,-0.15342391026266,2.208934767552307,15.0,0.6420111229411298,0.0016349317622193153,0.050682884628798774,2.253565745795246,65.0,0.006453390354031995,0,-0.12946182257588995,-8.415018467432846,9.304638359863858,10,0.3011942119122021,0.23796875411385265,4.997343836390906,4.1052645425754,75.0,0.3011942119122021
-0.010532269397458549,-0.21064538794917098,2.0913917861680034,35.0,0.6367027796491331,0.005468068886820221,0.04374455109456177,2.123803941095499,55.0,0.9498489317374244,1,0.17976527797074696,0.8988263898537348,10.724834076549438,5,0.7507946575761065,-0.014439863775398003,-0.7653127800960942,12.443658827028498,10.0,0.03737986494696861
-0.018597599433064715,-0.18597599433064715,2.235087035885911,45.0,0.6491262476291101,0.0007292400798420418,0.005833920638736334,2.154712255572395,55.0,0.7928445892483563,1,0.18529979735495433,3.705995947099087,13.366513459878941,25,0.17853642579880927,-0.1781229020876222,-3.2062122375771995,13.704225097700865,45.0,0.17853642579880927
-0.01841072542082145,-0.1841072542082145,2.269234673013827,30.0,0.1873558453443466,0.0011252743238780757,0.010127468914902682,2.1814418373047317,40.0,0.1873558453443466,1,0.04916255641535419,-0.7374383462303129,,45,0.36012737604355227,0.021957381885534543,0.41719025582515634,10.42093696553366,30.0,0.07270846325774509
-0.010538434615334324,-0.2107686923066865,2.066875377837114,25.0,0.6187927848939873,0.006339122293610444,0.05071297834888355,2.11939314715325,45.0,0.7557952141991287,1,0.09859177127401614,2.9577531382204842,10.611133846489613,10,0.12657935499705011,-0.13402828246848048,-1.7423676720902463,11.327429200886359,40.0,0.513304596187258
-0.029221881045472742,-0.2922188104547274,2.148978463131968,35.0,0.6357799746627323,0.007074753960018998,0.05659803168015198,2.0559804524810232,45.0,0.776543414636064,1,0.013626237470677437,0.06813118735338719,11.203897871279114,30,0.171569585957424,-0.06136497069041644,-1.104569472427496,10.381447554831404,35.0,0.171569585957424
,,,,,,,,,,1,0.0965272321880461,1.7374901793848299,17.315469117500605,25,0.13991894347686964,,,,,
-0.02517940671773052,-0.3776911007659578,2.1836891901592046,30.0,0.6327416175136416,0.01187587220215385,0.08313110541507696,2.0557305148146554,45.0,0.5180450210107241,1,0.055347392669046515,1.3836848167261628,14.201998910498038,25,0.17334717086188176,0.03192549245802745,0.0638509849160549,13.988349359348428,50.0,0.17334717086188176
-0.01698684860063319,-0.25480272900949785,2.2520537243572485,30.0,0.6532155183927258,0.0028438643808382335,0.04834569447424997,2.148277978142132,45.0,0.6532155183927258,1,-0.06637464956360258,-1.6593662390900645,8.580074333281528,25,0.3774987390753673,-0.204837016396659,-2.458044196759908,5.96344172848008,50.0,0.09309004294777026
-0.0032560339867302446,-0.16280169933651223,2.2248964021167636,30.0,0.8633712713045651,0.0009321729533340317,0.018643459066680634,2.2257335881042337,80.0,0.0641256736472485,0,0.22098344464875214,-1.1049172232437607,,80,0.0426108994730672,0.36931389082924093,9.232847270731023,8.37467964540456,75.0,0.007043534309019793
-0.015025980859604715,-0.22538971289407073,2.2670377693072132,30.0,0.6471596238634436,0.0012527129219108701,0.008768990453376091,2.1595461259400395,45.0,0.9654487101957199,1,0.03200130461691211,0.864035224656627,10.963299940768295,25,0.17588202515360127,,,,,
-0.006205981994545103,-0.1861794598363531,2.1706352711943233,40.0,0.7217771222609821,0.0015011192706637802,0.04203133957858585,2.19389390342684,70.0,0.013219809129481888,0,-0.21803167051028527,7.631108467859985,,70,0.0061293441782420246,0.018356439755851234,1.1564557046186277,6.54808623739672,35.0,2.0561659053520313e-06
-0.009236428484285852,-0.18472856968571705,2.2575996285649254,30.0,0.6741042067414328,0.0014908636761000323,0.07603404748110165,2.2304758231464388,50.0,0.00012410648999678525,0,-0.19283926037499086,-2.892588905624863,6.301800840447568,65,0.3618732630282749,-0.10900718804351965,-2.2891509489139126,2.508082120843849,80.0,0.3618732630282749
-0.010398205869222465,-0.2079641173844493,2.2368523122007957,20.0,0.7677436825387087,0.00212515411231028,0.02337669523541308,2.182867863215201,40.0,0.42134666651492153,1,0.16109115508569047,2.416367326285357,13.565522854197889,10,0.17321153768327283,-0.13782509139982813,-3.583452376395531,13.494928428577708,25.0,0.17321153768327283
-0.010965632282484683,-0.21931264564969366,2.092947045600951,30.0,0.6379775478190017,0.005606320235838125,0.044850561886705,2.1184271853438474,50.0,0.7792275365503902,1,0.11545588433733656,1.7318382650600483,14.379107437231276,15,0.057622365113774554,-0.05879435072336176,-1.6462418202541294,15.157809023644768,30.0,0.025891397626556647
-0.02959738675626511,-0.2959738675626511,2.2483949050131713,25.0,0.19114444662484065,0.005100776606871643,0.05610854267558807,2.0517154363441326,35.0,0.19114444662484065,1,0.07632464201705753,1.5264928403411506,15.03069499831945,20,0.16177565322198076,-0.18057480223459077,-1.0834488134075446,15.472671175340404,40.0,0.16177565322198076
-0.02835140021831246,-0.2835140021831246,2.155681825965047,30.0,0.6455656817131906,0.006469114144478125,0.11644405460060625,2.1015025304313895,40.0,0.19444064674116793,1,0.12606590670607182,1.2606590670607183,15.084295229254792,25,0.03987991804365866,-0.02851741591642982,-0.6559005660778858,15.614830874888524,35.0,0.05949384667743972
-0.003593942521124649,-0.14375770084498596,2.2256818828320704,30.0,0.6948276426854969,0.0007673669038767677,0.022253640212426262,2.231931587656111,70.0,0.010419341292881799,0,0.37088443087187584,-3.708844308718758,,75,0.11615723516915843,0.380175066713142,12.925952268246828,10.24638994964618,65.0,0.005783128208788938
-0.02144198861329021,-0.21441988613290208,2.2109833775733705,30.0,0.6531928469205651,0.003113442424936213,0.056041963648851834,2.1466091552549216,40.0,0.6531928469205651,1,-0.008540894633565443,-0.12811341950348165,15.347672960641633,25,0.0050610449482160645,-0.11875842947309717,-2.137651730515749,15.102861594999647,40.0,0.004143633141814453
-0.02314955422779974,-0.2314955422779974,2.1997047839178094,20.0,0.663522058948434,0.0031491722989706104,0.05353592908250038,2.1220584054620417,30.0,0.663522058948434,1,0.19760190513641915,2.964028577046287,11.005571905955454,5,0.33338663682371455,-0.06247592795297158,-1.6868500547302325,13.582798167371315,20.0,0.7419656052636308
-0.0038830190382428656,-0.17473585672092895,2.198065655624649,25.0,0.5531856845968668,0.0018189587375530003,0.04911188591393101,2.231597879629077,70.0,0.015115092107740308,0,0.03291595525055726,0.4937393287583589,15.516103273047651,30,0.0013065667069461415,-0.23592821339337444,-12.268267096455471,10.573973856451358,45.0,0.0007170590121050965
-0.022355665912996914,-0.22355665912996914,2.2046295546306567,30.0,0.6628723002771382,0.0031948611769649915,0.025558889415719932,2.1212389840904855,40.0,0.8096340558664727,1,-0.05054750816375675,1.010950163275135,,45,0.115892887921371,-0.043659330958908636,-1.0041646120548986,8.75415706792385,25.0,0.07768532596665657
-0.01994989936090974,-0.1994989936090974,2.261094801099887,30.0,0.19046515996671642,0.0013980707894253443,0.012582637104828098,2.1681236647032005,40.0,0.19046515996671642,1,0.13043523719019684,2.608704743803937,13.77305397723416,15,0.3340849646925129,-0.14237730385413094,-1.9932822539578332,13.658484113349735,35.0,0.03701766924929923
-0.03423970260608655,-0.34239702606086553,2.175467275129918,20.0,0.19135781757633108,0.009942527173968251,0.08948274456571426,2.054204050071004,30.0,0.19135781757633108,1,0.009062547179097291,0.17218839640284855,13.835452172883352,20,0.18250861280715303,,,,,
-0.02483693308140289,-0.2483693308140289,2.2816202095679046,35.0,0.6418445921703614,-0.0004886900562439678,-0.004886900562439678,2.0572791429765402,45.0,0.1582769277515497,1,0.18790449171770335,1.8790449171770334,10.39744884008742,5,0.2851348637481832,0.13991162129636625,5.59646485185465,15.104395472786731,15.0,0.2334486817253378
-0.04537504482772192,-0.4537504482772192,2.081407621950248,20.0,0.17917682810127245,0.02209130574990402,0.1988217517491362,1.9972877410523735,30.0,0.17917682810127245,1,0.00035358365516017604,0.008486007723844224,11.605326569791606,15,0.19198085517564026,,,,,
-0.03525359465683664,-0.3525359465683664,2.240754988326799,25.0,0.17692389336608683,0.007367679484649596,0.08841215381579515,1.9651510139415151,35.0,0.17692389336608683,1,0.10848382280535518,3.4714823297713657,16.095474129924096,15,0.1402155667456001,,,,,
-0.02920467702496401,-0.2920467702496401,2.1482345889820493,40.0,0.6414934983862534,0.009100896412945885,0.0637062748906212,2.0611653797897134,50.0,0.23599226970144843,1,0.12258306096421687,1.838745914463253,12.554583947828855,15,0.11184827906853269,0.04976017342473939,1.3435246824679634,14.918339886692921,30.0,0.16685802510311018
-0.023568602622077606,-0.23568602622077606,2.2747643807635995,25.0,0.1969063214062326,0.0022828109418545047,0.0479390297789446,2.119142903540402,35.0,0.1969063214062326,1,0.15542032400350306,2.331304860052546,14.208938680103667,15,0.03872221445438683,-0.04331082050176584,-1.1260813330459118,14.714742257270972,30.0,0.02595627657566648
-0.017187668699676806,-0.17187668699676806,2.2949601697860516,35.0,0.1845965204881382,0.0007372162472448984,0.007372162472448984,2.1919422552957997,45.0,0.1845965204881382,1,0.3008671065170558,4.513006597755837,13.691365834317967,15,0.15083251181843377,0.018293622776098174,0.4573405694024544,16.921283308991754,30.0,0.15083251181843377
-0.021437239309382978,-0.3215585896407447,2.2153444103510367,25.0,0.6543055911499064,0.006180207668080584,0.04326145367656409,2.0856598798162906,40.0,0.29399845348749376,1,0.2206175761610311,1.1030878808051554,11.292555239791152,20,0.18640069785258573,0.06084875815317323,1.338672679369811,12.885071831260785,25.0,0.18640069785258573
-0.0031765386288071795,-0.15882693144035898,2.2338230090948743,35.0,0.7144922612996265,0.0007920967337197463,0.00871306407091721,2.2245980719084972,85.0,0.39212166690036865,0,-0.2529628708659471,-10.118514834637883,9.272714778486954,35,0.003318194120320828,0.10861495410299754,2.2809140361629483,3.1146779004066576,75.0,0.403195152968395
-0.03585656095457066,-0.3585656095457066,2.073711459302089,30.0,0.6065761297694606,0.016807019283504556,0.11764913498453189,2.0058499264806073,40.0,0.9049052513897374,1,-0.024235078468343413,-0.411996333961838,14.310363121156316,30,0.17623756959917836,,,,,
-0.023057781697346468,-0.2305778169734647,2.1980145022186406,30.0,0.6601832680998427,0.00385088652040608,0.06931595736730944,2.1319949405236036,40.0,0.8063496645483428,1,0.1505155164515744,-2.257732746773616,,30,0.3156080437457735,-0.013197924854997038,-0.5675107687648726,8.514753253648996,15.0,0.010532872445578101
-0.017989253549970385,-0.17989253549970385,2.3085774449663603,35.0,0.6600744848875653,-0.0014709526306925607,-0.017651431568310727,2.1396799652403566,45.0,0.6600744848875653,1,0.2245270999455999,3.3679064991839986,11.365200119801434,20,0.5122675162576257,-0.12331964841477844,-2.7130322651251255,12.763043685345753,35.0,0.7642133325524768
-0.00277691000504773,-0.1388455002523865,2.235085800179175,35.0,0.7171407363592596,0.0006583925977249944,0.00592553337952495,2.2304864340156407,85.0,0.587145175142315,0,0.29336564824898803,1.46682824124494,14.240354133910177,25,0.035655798345431935,-0.21553634540453703,-13.79432610589037,11.038512519030725,30.0,0.11838141948035032
-0.010666380270780311,-0.47998711218511403,2.021366043112465,15.0,0.2465969639416065,-0.0008028381500332326,-0.026493658951096677,1.7004193849380365,60.0,0.002029430636295734,0,0.0012397728420605095,0.04339204947211783,17.264074034181267,40,0.39026218385563943,-0.27470162397503134,-4.944629231550564,13.700389828505271,75.0,0.007147901231428677
-0.011311164115440442,-0.22622328230880884,2.2254222379436044,25.0,0.7869357283140431,0.0026762638219110626,0.026762638219110624,2.165656136486845,45.0,0.5274987936305588,1,0.09104975069863919,1.8209950139727837,12.024917658259115,15,0.18717852964101736,-0.1240291178594238,-2.480582357188476,11.544023661571632,35.0,0.18717852964101736
-0.015087792828026636,-0.3017558565605327,2.12943300472687,15.0,0.7700357432075984,0.006795588100914074,0.07475146911005481,2.1315360630759983,35.0,0.7700357432075984,1,0.10220346062271694,0.5110173031135847,16.47367643599978,30,0.14376203446823183,0.0027048015767641557,0.029752817344405713,16.61066906229238,35.0,0.14376203446823183
-0.022718397327859446,-0.34077595991789167,2.204761168050709,20.0,0.6433077548016766,0.007634978424846458,0.05344484897392521,2.0737806215950627,35.0,0.5266958425496824,1,0.21682141117600473,1.0841070558800237,12.14450656420846,15,0.1895402634261868,-0.11496572208302175,-2.5292458858264784,11.745730398981276,20.0,0.1895402634261868
-0.0300777411183617,-0.300777411183617,2.2464564433339405,25.0,0.18939440920178113,0.004083521710007496,0.04491873881008246,2.042303994598585,35.0,0.18939440920178113,1,0.024174615449459935,0.24174615449459935,17.113547285411954,25,0.12934579773497304,0.050467854945893335,0.5551464044048267,17.76715289281481,35.0,0.12934579773497304
-0.004485100574688279,-0.1345530172406484,2.218910471795065,35.0,0.5872107472156609,0.0006510953250326976,0.01823066910091553,2.218973690166166,65.0,0.013136357657450073,0,0.018998403656743552,0.2849760548511533,18.428180230153067,30,0.0011484708280405122,-0.28940882900430553,-13.891623792206666,13.164725594729157,45.0,0.00023187226119981811
-0.006416957614466885,-0.19250872843400657,2.212615815414111,35.0,0.8885055684228276,0.0011415777673905716,0.033105755254326574,2.2045048397161056,65.0,0.010908484869296084,0,-0.07340094734410764,-2.202028420323229,17.941032346286896,30,0.001133613282331565,-0.35239158682093885,-11.981313951911922,10.778895058407025,60.0,2.5359804112158457e-05
-0.0036395491544389813,-0.14558196617755925,2.210515766436991,35.0,0.7020170349261939,0.0015376811682256773,0.02921594219628787,2.2333941526988768,75.0,0.07778570469398315,0,0.19544355171655722,5.863306551496716,12.737885130818627,10,0.23863758214826664,-0.23295776366846166,-12.57971923809693,10.126455238526782,40.0,0.032296084770936095
-0.044317716619929115,-0.44317716619929115,2.1025936807847643,25.0,0.17775177097652362,0.018170148765612737,0.1453611901249019,1.9803314315115372,35.0,0.17775177097652362,1,0.1396682368406791,3.9107106315390148,15.707745903817402,15,0.16157758114737863,,,,,
-0.04503615758163446,-0.4503615758163446,2.112611427463605,25.0,0.17675596571492955,0.015267014690796967,0.1374031322171727,1.9669337413590742,35.0,0.17675596571492955,1,0.3012908911194663,4.519363366791994,13.104741323161916,5,0.15164699567098736,0.08908091911091513,2.137942058661963,16.911573727994732,20.0,0.15164699567098736
-0.005109771635138334,-0.15329314905415004,2.154293218274622,35.0,0.5623028312088214,0.0027751184585511623,0.07770331683943255,2.215296787324341,65.0,0.012579148351048532,0,0.380678779461509,3.80678779461509,18.829505488269046,25,0.01303704268111946,-0.17265186949396352,-10.013808430649885,17.07516295157538,35.0,0.00873899105017659
-0.04503743589894784,-0.4503743589894784,2.1130626202119913,25.0,0.17726157326476355,0.01625007621356642,0.14625068592209778,1.970821778976399,35.0,0.17726157326476355,1,0.023133166177445475,0.11566583088722737,17.12179676265289,25,0.11892774817415248,0.06703395285526932,0.9384753399737704,18.002610926811066,30.0,0.11892774817415248
-0.016856983989683272,-0.16856983989683272,2.296090734923254,35.0,0.18472436118819835,-0.00013654026803067154,-0.0013654026803067154,2.1899826214860667,45.0,0.18472436118819835,1,0.2644285726790637,3.9664285901859557,10.994005799711754,5,0.2689536490369332,0.13073025785186212,4.575559024815174,16.620801463347163,20.0,0.5985673537990935
-0.016134867865702063,-0.16134867865702063,2.2540181696113137,35.0,0.6242818784291067,0.0009170928037782744,0.007336742430226195,2.1861880563836777,45.0,0.7624996081827227,1,0.1866989657322103,1.8669896573221028,11.704944069743021,25,0.17861006774497626,-0.16610776995629667,-2.98993985921334,10.688343059646717,35.0,0.17861006774497626
-0.03598596395093523,-0.3598596395093523,2.091476101847462,25.0,0.6096023915969807,0.015036673451298554,0.12029338761038844,2.0099982801663963,35.0,0.7445700424775882,1,0.08807790453395814,1.7615580906791628,18.987942310460184,20,0.10865124230347807,-0.274522133465247,-0.823566400395741,19.561738344628285,40.0,0.10865124230347807
-0.034574461952516324,-0.3457446195251632,2.104244654226548,20.0,0.6132169331718483,0.012078462669222776,0.08454923868455944,2.009411067417517,30.0,0.9148121659175996,1,0.06046470295538221,1.0278999502414976,18.101580223577876,20,0.1400471358217283,,,,,
