RelativeDistanceNPC1,LateralDistanceNPC1
8.629391881882535,0.2115711836105107
8.689551755390891,0.2161638046518402
8.74243141995498,0.2169430803990238
8.78801500456621,0.2185389912966983
8.837715336700652,0.2198338904069939
8.894127641838296,0.2198588391741135
8.942237534014351,0.2203975394764357
8.984037887836472,0.2195815890270844
9.008484550930566,0.2216826041699642
9.079451985019316,0.2263989905052287
9.131333203761768,0.2292192415603217
9.18636527155231,0.2341961606152253
9.2386804232111,0.2356776147465685
9.29114182609478,0.2346173763817997
9.292229533436632,0.2327891077297584
9.289154345499178,0.2301330782860646
9.306247645507636,0.2288771055162076
9.448492318843456,0.2264323970656578
9.538178486523691,0.2252636175974326
9.594427773385089,0.2218755226129359
9.584380579537124,0.2165329161153611
9.65372203631613,0.2129636422404157
9.75876064107044,0.2158564125294315
9.791277095221622,0.2133616538268229
9.794300539684112,0.2079441520638917
9.815901761678411,0.2066252453983029
9.82627702950571,0.2056456751669314
9.816346743790207,0.1992349430598244
9.795440251707705,0.1978468782651942
9.922767176669193,0.201251625730886
10.038714129544362,0.2084055158400084
10.151265846301904,0.2151384615519239
10.15541009816272,0.2141467811662183
10.200794203792457,0.2180881193909311
10.218369237016123,0.2207947301530854
10.257252474995775,0.2237365974976665
10.237675647372717,0.2268110779964333
10.204040104717947,0.2205908747305785
10.23257744591822,0.2191664720041598
10.29799827603365,0.2296240462272262
10.5633258063186,0.2493221734241749
10.755700520082687,0.2742013638014317
10.951572407837128,0.2887517459120005
11.910368187477571,0.2952162792311121
11.86316212609305,0.3099829777690165
11.994111658856026,0.3133508415223415
12.042526412124921,0.31707899052873
12.000814530790036,0.3161987339448873
11.94073137966082,0.3811141241022579
12.059527100336137,0.5287182929680203
12.15178359252777,0.6790428506546085
12.352872505814984,1.3041909049470497
12.516148175083455,2.2132640423050525
12.519462186317522,2.3286974853194216
12.634236020648608,2.326908756274007
12.660367132573274,2.3016477911014706
12.726084126476096,2.274765820118562
12.692155066482142,2.2295854578321688
12.618008159304576,2.1892017333707336
12.625516034790898,2.158253585542429
12.58950442946768,2.150510417650354
12.591276012972521,2.1021275689112104
12.549460707992411,2.011270414546489
12.580767278133326,1.9430044428463549
12.505166456631192,1.9274460516583816
12.52775901343522,1.833260489827164
12.419847659034819,1.6223863715187947
12.381111744607674,1.6035507287608364
12.25136292262943,1.5393050804673
12.238535943266966,1.4860102838299356
12.237680997454081,1.4353624812191694
12.241103176010386,1.384871511671968
12.283206239556273,1.3267301637271738
12.275362750482534,1.2632696542980322
12.152323928344723,1.2017267607022075
12.13601472688233,1.1508457948111075
12.08897229830144,1.103456835876525
12.167607592664067,1.0464552738992057
