RelativeDistanceNPC1_1_rate,RelativeDistanceNPC1_1_magnitude,RelativeDistanceNPC1_1_mean,RelativeDistanceNPC1_1_start,RelativeDistanceNPC1_2_rate,RelativeDistanceNPC1_2_magnitude,RelativeDistanceNPC1_2_mean,RelativeDistanceNPC1_2_start,LateralDistanceNPC1_1_rate,LateralDistanceNPC1_1_magnitude,LateralDistanceNPC1_1_mean,LateralDistanceNPC1_1_start,LateralDistanceNPC1_2_rate,LateralDistanceNPC1_2_magnitude,LateralDistanceNPC1_2_mean,LateralDistanceNPC1_2_start,RelativeDistanceNPC1_1_rate,RelativeDistanceNPC1_1_magnitude,RelativeDistanceNPC1_1_mean,RelativeDistanceNPC1_1_start,RelativeDistanceNPC1_2_rate,RelativeDistanceNPC1_2_magnitude,RelativeDistanceNPC1_2_mean,RelativeDistanceNPC1_2_start
0.1380606809553338,2.0709102143300075,11.883756173997956,40,-0.0259724924669015,-0.5713948342718336,12.425981218401365,55,0.2013557914751665,2.0135579147516656,1.0708565022566376,45,-0.0544632252374975,-1.1981909552249457,1.7381177018312897,55,0.13806068095533383,2.0709102143300075,11.883756173997956,40,-0.025972492466901528,-0.5713948342718336,12.425981218401363,55
