,id,time,ego_x,ego_y,ego_theta,npc_x,npc_y,npc_theta,throttle,brake,steering,ego_lane,ego_offset,npc_lane,npc_offset
289,4,1695364904.8889377,592614.8925704956,4134151.994506836,2.3122805976415846,592605.8766937256,4134155.0830078125,2.3790374696974936,52.76196230461588,0.0,-0.9094754694624243,137,0.5230679871983195,136,0.4885113172069905
290,4,1695364905.183911,592614.1025390625,4134152.8583068848,2.309730298253485,592605.665687561,4134155.547607422,2.353076442960287,39.88035883700548,0.0,-0.866347003228485,137,0.6019373094728977,136,0.6786990258831613
291,4,1695364905.2745864,592613.7106170654,4134153.2883911133,2.3085487333547476,592605.4296340942,4134156.067260742,2.3239683587873117,41.45817437562275,0.0,-0.7849566179672322,137,0.6421948963754225,136,0.8913910008796913
292,4,1695364905.3459127,592613.3550567627,4134153.6794433594,2.307564336972586,592605.1805877686,4134156.615539551,2.2931965978942515,51.408461223805766,0.0,-0.6720071266687248,137,0.6793478752400066,136,1.1158067553365278
293,4,1695364905.424077,592612.9875640869,4134154.084411621,2.3066795966957967,592604.9298553467,4134157.167541504,2.262164912480813,51.68160517727299,0.0,-0.5792065636631212,137,0.7183191838593922,136,1.341748768938497
294,4,1695364905.49999,592612.6059494019,4134154.505645752,2.3058847523250146,592604.6725769043,4134157.734008789,2.2302876734278243,33.965826042163556,0.0,-0.5024845987519153,137,0.7592988406163156,136,1.5736317682339949
295,4,1695364905.5814366,592612.2678985596,4134154.8793945312,2.3052359699285887,592604.4249801636,4134158.2791137695,2.199588350515853,35.53822341934752,0.0,-0.412792183952493,137,0.7960337790388794,136,1.7967526924755752
296,4,1695364905.7398782,592611.4286880493,4134155.8092041016,2.3039357504820632,592604.1829223633,4134158.8120422363,2.1695694652571262,36.53779038186876,0.0,-0.3362363224380064,137,0.888660432223579,137,-1.9451831037565677
297,4,1695364905.9474866,592610.6119384766,4134156.716278076,2.3030390430472103,592603.9303894043,4134159.368041992,2.1382626753052136,38.03796946770674,0.0,-0.23208799625609355,137,0.9803633037322059,137,-1.71759370171348
298,4,1695364905.9474866,592610.6119384766,4134156.716278076,2.3030390430472103,592603.6896057129,4134159.898132324,2.1084342060629524,15.7,0.0,-0.1967353312558961,137,0.9803633037322059,137,-1.5006219422257598
299,4,1695364905.9842386,592610.246017456,4134157.1232299805,2.302743677507854,592603.439201355,4134160.449432373,2.077451522813192,18.415512112420792,0.0,-0.12982515222905036,137,1.0218545484426507,137,-1.2749590342476467
300,4,1695364906.1831546,592609.8217086792,4134157.5954589844,2.302457153219059,592603.1393203735,4134160.8981018066,2.079529321079576,29.974890912974885,0.0,-0.0426331901477158,137,1.0702156885289529,137,-1.1576855351421578
301,4,1695364906.2603536,592609.1809921265,4134158.3089294434,2.3022040684768283,592602.8012313843,4134161.3877868652,2.0848569747990098,16.63139848827173,3.1745722395746734,0.013817656742392045,137,1.1435247805886883,137,-1.0371437198536015
302,4,1695364906.4222958,592608.3174743652,4134159.271179199,2.302150234189673,592602.456413269,4134161.8872070312,2.090291687593435,8.338814908219684,7.4615263693892295,0.027013443099855868,137,1.242816693967837,137,-0.9142135196620345
303,4,1695364906.512036,592607.8876800537,4134159.750061035,2.302144908592738,592602.1160583496,4134162.3801879883,2.0956552939873063,28.080459754390667,0.0,0.19906712662335738,137,1.2921980866014473,137,-0.7928560870075786
304,4,1695364906.587361,592607.4553833008,4134160.231842041,2.302327647642029,592601.7777175903,4134162.8702697754,2.1009888066610927,21.733430647411986,7.25,0.1969908942958984,137,1.341947822561593,137,-0.6722031840491148
305,4,1695364906.7391882,592606.5754852295,4134161.212097168,2.302926089648767,592601.435874939,4134163.365386963,2.1063777130851236,40.572283944370454,2.9,0.2749717901484834,137,1.4429440546659011,137,-0.5503283167216688
306,4,1695364906.81976,592606.1259460449,4134161.712463379,2.303375401141965,592601.0970077515,4134163.8561706543,2.111719481558225,33.73998479233673,7.790911470831484,0.3276441754329807,137,1.494222707767142,137,-0.4295321691362191
307,4,1695364906.9118142,592605.6655426025,4134162.22454834,2.303929765469194,592600.7497558594,4134164.359100342,2.1171941417686924,18.892396580067892,18.35892557766093,0.2669878118538606,137,1.5464689929404718,137,-0.30574250118273616
308,4,1695364906.9818244,592605.1948013306,4134162.747619629,2.304437497373608,592600.4006729126,4134164.864807129,2.1226978304348165,9.42,12.911290768056896,0.2481331598983648,137,1.599516278681029,137,-0.1812132232164482
309,4,1695364907.139824,592604.3168792725,4134163.7217407227,2.305197280046718,592600.0647125244,4134165.3513793945,2.1279943251697375,8.722222222222221,16.193417534238836,0.48887033750963493,137,1.6974429830642093,137,-0.06145194497697873
310,4,1695364907.3054886,592603.8486251831,4134164.2406311035,2.3059278151199685,592599.7428512573,4134165.769378662,2.1319935941477297,0.0,40.89372269055656,0.17204394337109785,137,1.7491893737229554,137,0.01846394008251737
311,4,1695364907.3798344,592603.3880767822,4134164.750366211,2.306417019252903,592599.3387756348,4134166.2903442383,2.1369289642416334,0.0,40.97792049314117,0.246920348853688,137,1.79963486929989,137,0.1160398412975688
312,4,1695364907.5397217,592602.6116638184,4134165.6083374023,2.3069992628707157,592598.9688568115,4134166.767272949,2.141447549628168,0.0,42.75986858344147,0.3069159889353959,137,1.883696078462776,137,0.20536894470185685
313,4,1695364907.6218948,592602.3129348755,4134165.9512023926,2.302206278129291,592598.5604400635,4134167.293823242,2.1464367155756747,0.0,47.21093317867871,0.7415682666762762,137,1.9252633305263154,137,0.3039855619823573
314,4,1695364907.7087505,592602.0038909912,4134166.3404541016,2.3012008713091294,592598.1881561279,4134167.773803711,2.1509845957339735,1.5699999999999998,43.567661066468915,2.646951653952559,137,1.9932431377902258,137,0.39388764389458925
315,4,1695364907.8640006,592601.3874130249,4134167.0274353027,2.280551250768328,592597.8123092651,4134168.2583007812,2.155576684366025,0.0,46.227293809344566,5.411057886489222,nan,-1.9982269440499574,137,0.48459364973378316
316,4,1695364907.9451768,592601.0650177002,4134167.387451172,2.2706410864489444,592597.459854126,4134168.7127075195,2.1598832821314318,0.0,39.9388457663619,9.812562172384556,138,-1.9684934599599258,137,0.5697014216815869
317,4,1695364908.0218835,592600.8309707642,4134167.6521606445,2.2656141481244614,592597.0997772217,4134169.176940918,2.164282824218162,0.0,41.41741050858774,13.700099268500617,138,-1.9357606095660524,137,0.6566509102620672
318,4,1695364908.099298,592600.5775604248,4134167.93951416,2.260952343227178,592596.7320251465,4134169.6510620117,2.168776642206751,0.0,46.53469043278973,15.455275275912452,138,-1.874779341439215,137,0.7454450388349587
319,4,1695364908.2587116,592600.1194839478,4134168.461456299,2.2554231246140475,592596.3478393555,4134170.146331787,2.1734712625399766,0.0,44.84040607154844,17.195452250066705,138,,137,0.8381827796895659
320,5,1695364917.8947365,592614.4362640381,4134152.502319336,2.310550995874358,592607.1115722656,4134153.1640930176,2.3790374696974936,40.68276959938634,0.0,-0.8143639420302169,137,0.5750540933552869,136,-0.046001626403097746
321,5,1695364917.9736927,592614.0909576416,4134152.880493164,2.309537087096362,592606.5749053955,4134153.746948242,2.3790374696974936,32.441006829528675,0.0,-0.7652926718881843,137,0.6099794721022526,136,0.004736969362147937
322,5,1695364918.052507,592613.7841873169,4134153.217224121,2.3086977297601647,592606.0708770752,4134154.2943115234,2.3790374696974936,31.780827175157565,0.0,-0.7354879392005068,137,0.6415546805935872,136,0.05235859827437853
323,5,1695364918.2123973,592613.069229126,4134154.003967285,2.3068498964002,592605.5342712402,4134154.8770751953,2.3790374696974936,38.77989728803287,0.0,-0.6131496750545876,137,0.7165622446590133,136,0.1030737581986241
324,5,1695364918.2930696,592612.7015228271,4134154.409729004,2.306048997246032,592605.0432891846,4134155.410217285,2.3790374696974936,47.350456510507364,0.0,-0.5668462699603357,137,0.7559603637996223,136,0.14942399273659854
325,5,1695364918.3740292,592612.323890686,4134154.8271484375,2.305287659626634,592604.5127410889,4134155.98638916,2.3790374696974936,39.082278807947375,0.0,-0.4917383324650449,137,0.7969312504773425,136,0.1995561861159663
326,5,1695364918.4560337,592611.9345169067,4134155.2581481934,2.3045697292682856,592603.9925994873,4134156.5512695312,2.3790374696974936,47.191689631646405,0.0,-0.4159155507612932,137,0.8396123025996911,136,0.24871286261370432
327,5,1695364918.6140554,592611.1259460449,4134156.155090332,2.3033517739524845,592603.4563827515,4134157.133544922,2.3790374696974936,35.02075704659195,0.0,-0.3234840868877803,137,0.9296371656207681,136,0.2993430676143245
328,5,1695364918.6908836,592610.7108001709,4134156.616455078,2.302877835609885,592602.9521484375,4134157.6811828613,2.3790374696974936,41.003156758779156,0.0,-0.22452089165525865,137,0.9764723119257097,136,0.34702035664893033
329,5,1695364918.7741086,592610.2349624634,4134157.1458129883,2.3024741449625257,592602.438835144,4134158.238586426,2.3790374696974936,47.640441712036626,0.0,-0.08452900205638787,137,1.030545696933044,136,0.39548860531729
330,5,1695364918.947575,592610.018447876,4134157.3869018555,2.3023676769324393,592602.1380767822,4134158.737182617,2.366242312339324,27.73357649627628,0.0,-0.055243907988334895,137,1.0553124006029437,136,0.5482580643566548
331,5,1695364919.1041784,592608.9691619873,4134158.555847168,2.3021234093838263,592601.8452301025,4134159.2575683594,2.3511682880540263,36.086350237039326,0.0,-0.00782022323703738,137,1.1757402048618582,136,0.7222486774216222
332,5,1695364919.200651,592608.4589233398,4134159.1245422363,2.302126182075024,592601.5511627197,4134159.780151367,2.3360172984138217,34.71295750655476,0.0,0.10367906945297659,137,1.234493888803979,136,0.8969863079184683
333,5,1695364919.264901,592607.9978561401,4134159.6384277344,2.3022605300604813,592601.252861023,4134160.310180664,2.3206364779733235,36.91482517107578,0.0,0.12535070309940397,137,1.2875850249405523,136,1.0741817722402014
334,5,1695364919.343756,592607.5299835205,4134160.159851074,2.3024460929711923,592600.9609069824,4134160.828979492,2.30557257370009,37.52188292887176,0.0,0.20381177641304396,137,1.3414245411691341,136,1.2476421494025414
335,5,1695364919.5074494,592606.633102417,4134161.1588745117,2.3030375867251216,592600.6669158936,4134161.3514404297,2.2903946861330837,29.3585083825623,0.0,0.27630019348560236,137,1.4442595665463844,136,1.4223416966577622
336,5,1695364919.586331,592606.0842208862,4134161.769683838,2.3035576202464823,592600.3704986572,4134161.878173828,2.275084705777033,21.07416944715819,0.0,0.3449537403000926,137,1.5067756144666875,136,1.598456182813365
337,5,1695364919.664241,592605.5933914185,4134162.3155212402,2.3041197376711793,592600.0757980347,4134162.401824951,2.259858348678563,21.379065675247457,0.0,0.43445867336493105,137,1.5624100735721955,136,1.7735277740444628
338,5,1695364919.7498493,592605.0998382568,4134162.863708496,2.3047941489247155,592599.785949707,4134162.9169006348,2.2448791329273377,18.74696522914806,0.0,0.44043275431738765,137,1.6178603610144358,136,1.9457519105940466
339,5,1695364919.9242377,592604.104888916,4134163.966796875,2.3063290833177543,592599.496383667,4134163.4314575195,2.2299142982458875,44.27328040345465,0.0,0.4550102712198817,137,1.7282025741896445,137,-1.842289611184629
340,5,1695364920.1291945,592603.3346939087,4134164.8185424805,2.307622427629254,592599.1845092773,4134163.8847351074,2.227173905505424,54.01481514483569,0.0,0.5135920717395822,137,1.8120562248113874,137,-1.7299653601094922
341,5,1695364920.1955845,592602.8031616211,4134165.4051208496,2.308589788284838,592598.8456878662,4134164.3685302734,2.225335259103076,42.87545751363268,0.0,0.5088438890089603,137,1.8690354293947227,137,-1.6141915445477544
342,5,1695364920.271742,592602.2599258423,4134166.0035705566,2.30959366438276,592598.5025405884,4134164.858520508,2.2234726442511032,22.905452341494822,7.152571538525233,0.5449518457020198,137,1.9265116051329072,137,-1.4969238921617345
343,5,1695364920.3540375,592601.7089767456,4134166.609313965,2.3106446677987105,592598.146522522,4134165.366882324,2.2215407872113246,8.722222222222221,7.1894580521289715,0.5459272330925223,137,1.9839351603958726,137,-1.3752624300949001
344,5,1695364920.4311829,592601.1585845947,4134167.213256836,2.311691517942524,592597.813369751,4134165.842590332,2.2197325008451685,15.700000000000001,0.0,0.5489669983583326,nan,-1.9490034257028968,137,-1.2614209553176057
345,5,1695364920.5922303,592600.0551300049,4134168.420288086,2.313813893924684,592597.4756164551,4134166.3248291016,2.2178991807649595,15.7,0.0,0.5868487621666449,138,-1.8949329781825717,137,-1.1460330232408098
346,5,1695364920.6718397,592599.5012741089,4134169.024169922,2.3149485800698884,592597.116317749,4134166.837890625,2.2159492142299086,15.7,0.0,0.6255988827108354,138,-1.8416547609432807,137,-1.02324022095676
347,5,1695364920.7509136,592598.9459533691,4134169.6283569336,2.316136428112295,592596.787071228,4134167.308013916,2.214162233152308,18.086699123229643,0.0,0.1703474220942839,138,-1.7892535513951713,137,-0.910737644937824
348,5,1695364920.8413367,592598.3890151978,4134170.2328796387,2.317144625035562,592596.4428024292,4134167.7995910645,2.2122937593459824,29.026334008951597,0.0,-4.833644543088933,138,-1.68506503768278,137,-0.7930987258655344
349,5,1695364920.991002,592597.264213562,4134171.4515075684,2.304968231460119,592596.0903625488,4134168.3029174805,2.21038054443369,32.13830364359544,0.0,-5.6692278387898245,138,-1.68506503768278,137,-0.672606607692463
350,5,1695364921.1488683,592597.264213562,4134171.4515075684,2.304968231460119,592595.7672424316,4134168.730773926,2.210521159338157,32.773501779209894,0.0,-4.689908089621198,138,-1.5250929880932889,137,-0.5864347328013351
351,5,1695364921.2897193,592595.8486785889,4134173.025024414,2.2799115953429325,592595.3990478516,4134169.2152404785,2.210854587104052,28.431763065031195,0.0,-2.995594445152564,138,-1.446062901681931,137,-0.4904637560804733
352,5,1695364921.366337,592595.2844772339,4134173.673309326,2.2729346597588878,592595.0330734253,4134169.696746826,2.2111864169733053,16.179935823187254,0.0,-0.40066683100289124,138,-1.3596162535621465,137,-0.3950979148246339
353,5,1695364921.4500468,592594.7241744995,4134174.328125,2.2696410729422496,592594.6651306152,4134170.180908203,2.2115198447392004,15.7,0.0,1.1158560831865352,138,-1.2683080594742446,137,-0.2991737118595227
354,5,1695364921.5543938,592594.1667938232,4134174.9868774414,2.2695635614622534,592594.3095550537,4134170.648803711,2.2118420872286038,16.48583445287443,0.0,1.638111559275932,138,-1.1748102695173588,137,-0.20646812796199404
355,5,1695364921.6054502,592593.6103744507,4134175.6477355957,2.2714361341656772,592593.9497833252,4134171.122192383,2.2121680581435044,17.587853648053336,0.0,1.3237841568420445,138,-0.988788168140799,137,-0.11268967104193787
356,5,1695364921.7652512,592592.4938964844,4134176.9715881348,2.2768752348431187,592593.5706329346,4134171.62109375,2.2125116059214633,16.39598484405089,0.0,0.7325979451136845,138,-0.8983803686158436,137,-0.013850878421622435
357,5,1695364921.8455644,592591.9321746826,4134177.633239746,2.278768948606224,592593.2225570679,4134172.0790405273,2.212827190508193,18.13109844671716,0.0,-0.2156767190987166,138,-0.809805515165458,137,0.07684051061889947
358,5,1695364921.9338443,592591.3680877686,4134178.294616699,2.279458450218093,592592.8556594849,4134172.5618286133,2.2131595530096604,18.00344156508121,0.0,-0.6774495154480136,138,-0.6460009419655024,137,0.17249576448844522
359,5,1695364922.0868995,592590.3046722412,4134179.53704834,2.278142517801413,592592.4996871948,4134173.0302124023,2.2134823281312777,17.32241593563361,0.0,-0.8059110713296143,138,-0.5694206303715125,137,0.26528027909880286
360,5,1695364922.2472427,592589.8072357178,4134180.1181640625,2.2768993296428786,592592.1636123657,4134173.473388672,2.213645579904835,16.01268743572375,0.0,-0.5996731729946791,138,-0.4809773280748041,137,0.3535803598765795
