brake_1_change_rate,brake_1_change_magnitude,brake_1_mean,brake_2_change_rate,brake_2_change_magnitude,brake_2_mean,brake_2_start,brake_1_start,brake_1_change_rate.1,brake_1_change_magnitude.1,brake_1_mean.1,brake_2_change_rate.1,brake_2_change_magnitude.1,brake_2_mean.1,brake_1_start.1,brake_2_start.1,npc_theta_1_change_rate,npc_theta_1_change_magnitude,npc_theta_1_mean,npc_theta_2_change_rate,npc_theta_2_change_magnitude,npc_theta_2_mean,npc_theta_2_start,npc_theta_1_start
3.507566898108859,17.537834490544295,11.052078315559656,2.522455819651642,15.134734917909851,18.72765588435966,50,45,3.507566898108859,17.537834490544295,11.052078315559656,2.522455819651642,15.134734917909851,18.72765588435966,45,50,-0.02583299219591484,-0.2583299219591484,2.2753073870141476,0.002344684075184527,0.049238365578875065,2.0981491326416832,35,25
