brake_1_change_rate,brake_1_change_magnitude,brake_1_mean,brake_1_confidence,brake_2_change_rate,brake_2_change_magnitude,brake_2_mean,brake_2_confidence,result,npc_theta_1_change_rate,npc_theta_1_change_magnitude,npc_theta_1_mean,npc_theta_1_confidence,npc_theta_2_change_rate,npc_theta_2_change_magnitude,npc_theta_2_mean,npc_theta_2_confidence
0.6053793277657376,3.0268966388286875,9.422952515050246,0.5558579385568139,2.175,4.35,2.175,0.3726027189626791,0,-0.0070921399632008315,-0.21276419889602494,2.205653007429646,0.0911916298748429,0.001557599685737543,0.049843189943601374,2.193341573332326,0.20295070462239934
4.2141721612160365,42.14172161216037,13.387748756593925,0.3011942119122021,-7.512495380717192,-75.12495380717192,9.959621104624565,0.2465969639416065,1,,,,,,,,
3.2846815737056554,16.423407868528276,7.957943849658608,0.5062982691730408,-0.6807835762295117,-8.16940291475414,2.902164047609983,0.5062982691730408,0,-0.02196314260297072,-0.2196314260297072,2.2496159909951245,0.6323613111156786,0.00154129030319348,0.07244064425009356,2.1754575840567756,0.7723678495504711
1.835892557766093,18.35892557766093,4.693593565745632,0.419711375512244,3.0566726967938944,33.62339966473284,38.057550439242405,0.6261357958701551,1,-0.024077479439228,-0.24077479439228,2.2728189416023667,0.1934270586621556,0.0028734493401808927,0.06034243614379875,2.122833436060129,0.1934270586621556
-0.0,0.0,,0.7547504099384876,0.4118887945997866,9.885331070394878,0.7898717350349663,0.006211404958937927,0,-0.0077930883952817,-0.155861767905634,2.2583854075542718,0.5422144935094395,0.00023298454366522435,0.004426706329639263,2.213090142622208,0.44392768060078
3.657643674170089,18.288218370850444,10.691928705793934,0.19535286098066018,2.9166024126874284,17.49961447612457,18.284764126668687,0.19535286098066018,1,-0.026437040146760182,-0.2643704014676018,2.2755099593366026,0.943736009618657,0.0030742136396592437,0.06455848643284412,2.0757943137699897,0.943736009618657
-3.5758443492317995,17.879221746158997,,0.008621659047607798,-0.11825418330062556,-3.0746087658162646,0.11825418330062556,0.003171731112404667,0,-0.008749496114347721,-0.17498992228695442,2.2664010163727113,0.09149040556644826,0.00029529383572442686,0.006201170550212964,2.2055117280030836,0.6760277392444032
3.3097199470973075,16.548599735486537,8.846083583460944,0.4363841762657811,0.07389756690254602,1.0345659366356443,44.97394423218056,0.3572811452653977,0,,,,,,,,
0.0,0.0,0.0,0.17709998303577076,2.468562270944002,4.937124541888004,17.700565148020402,0.17709998303577076,0,-0.012817581174374482,-0.19226371761561722,2.284235291702847,0.09706615553095985,0.0006255765352136677,0.01376268377470069,2.1931691760215504,0.5872160216881839
0.0,0.0,0.0,0.18035985856016354,4.190276155954902,25.141656935729415,22.50692129982229,0.18035985856016354,1,-0.028222103748390737,-0.28222103748390737,2.253815902528089,0.1874465699156258,0.0035552716066046164,0.03910798767265078,2.060238665451909,0.1874465699156258
2.5364115317860283,12.682057658930141,18.387385279821554,0.39029968351936245,3.0670507517787398,39.87165977312362,38.20834712273515,0.39029968351936245,0,-0.006882060940839119,-0.13764121881678237,2.2533079045540916,0.43216686573940183,0.00046809494397355894,0.008425708991524061,2.222460820588784,0.3538283034421716
2.9206515609050614,14.603257804525308,4.565097954255127,0.4181767454247744,1.409465822712241,21.141987340683613,42.81573573234592,0.4181767454247744,1,-0.040417756918216696,-0.40417756918216696,2.180436786948732,0.8633895041949704,0.011783422467885885,0.2356684493577177,2.065425180108356,0.38794591154960756
2.296485784711655,11.482428923558274,7.671941795190591,0.75414263638426,3.843227458788179,15.372909835152717,23.404795030365353,0.6174397686150999,1,-0.025863102304683184,-0.25863102304683183,2.225892312503973,0.1907327787291765,0.004720068316777897,0.042480614851001075,2.1207709150383556,0.1907327787291765
1.655556090355122,8.27778045177561,5.642989941561611,0.3125153149481029,3.4017034625544045,44.22214501320726,41.05919318275907,0.381707067644907,1,-0.019912206754573437,-0.29868310131860154,2.2501402786376636,0.3551799216899847,0.005227666816615005,0.0940980026990701,2.1352400022867277,0.5298661792834115
2.658594794374646,-13.29297397187323,,0.5018894662632858,3.9583029479203184,27.708120635442228,7.794904575149333,0.27544277911831155,1,-0.014385100025445277,-0.21577650038167917,2.273031213294009,0.01448219043799988,0.0015346543990969006,0.02608912478464731,2.1693984589851607,0.6473710666361497
0.0,0.0,5.998232300287236,0.5492091224322153,7.982790232501209,23.948370697503627,11.902774536775803,0.4496543984062252,1,,,,,,,,
2.4545295781295766,12.272647890647884,4.1755962082824505,0.5748904443151651,-3.2356525798291216,-22.64956805880385,10.980669079907608,0.47068048641149074,0,-0.021097561992178226,-0.21097561992178226,2.2149105814128234,0.6037231494218201,0.002493106129887482,0.054848334857524605,2.144344306239241,0.7373891198689554
1.2069271714660041,12.069271714660042,7.6822410145560855,0.5658971301835262,0.8646117165682607,3.458446866273043,29.674057400292064,0.5658971301835262,1,-0.022623313600476536,-0.22623313600476536,2.245454508876392,0.714925116023066,0.002374432359609476,0.045114214832580046,2.148312786399367,0.714925116023066
0.0,0.0,0.8529411764705882,0.44337480682051117,1.5058299620356255,10.540809734249379,35.24462724425031,0.6614374871267656,1,-0.03126063737057905,-0.3126063737057905,2.193862634111369,0.1913890872403725,0.010599609327357484,0.07419726529150239,2.0861425587375493,0.1913890872403725
3.6842902772305792,18.421451386152896,5.615755487694106,0.4956894299210785,-1.7081831679377426,-10.249099007626455,6.14606195581653,0.4956894299210785,1,-0.02255566930931252,-0.2255566930931252,2.279179076236815,0.18956338620908686,0.0020392458394743094,0.042824162628960494,2.130429278698974,0.18956338620908686
0.9579904483844727,14.36985672576709,13.172787501283995,0.8323755579948485,-3.6621310968104,-7.3242621936208,26.006790678570972,0.6814914674408277,1,-0.018800745359442317,-0.18800745359442317,2.305426738999927,0.6191582615747169,0.00029976298892170854,0.006594785756277588,2.1389766929984884,0.6191582615747169
