brake_1_change_rate,brake_1_change_magnitude,brake_1_mean,brake_1_confidence,brake_2_change_rate,brake_2_change_magnitude,brake_2_mean,brake_2_confidence,result,speed_difference_1_change_rate,speed_difference_1_change_magnitude,speed_difference_1_mean,speed_difference_1_confidence,speed_difference_2_change_rate,speed_difference_2_change_magnitude,speed_difference_2_mean,speed_difference_2_confidence,npc_theta_1_change_rate,npc_theta_1_change_magnitude,npc_theta_1_mean,npc_theta_1_confidence,npc_theta_2_change_rate,npc_theta_2_change_magnitude,npc_theta_2_mean,npc_theta_2_confidence,relative_distance_1_change_rate,relative_distance_1_change_magnitude,relative_distance_1_mean,relative_distance_1_confidence,relative_distance_2_change_rate,relative_distance_2_change_magnitude,relative_distance_2_mean,relative_distance_2_confidence,relative_distance_3_change_rate,relative_distance_3_change_magnitude,relative_distance_3_mean,relative_distance_3_confidence,relative_distance_4_change_rate,relative_distance_4_change_magnitude,relative_distance_4_mean,relative_distance_4_confidence
0.6053793277657376,3.0268966388286875,9.422952515050246,0.09188269925258431,2.175,4.35,2.175,0.0016828903396325001,0,-0.3534759630480814,-30.04545685908692,25.178898763346314,0.01150187963808374,-0.8358855354066288,-5.851198747846402,1.3542546970420324,0.01150187963808374,-0.0070921399632008315,-0.21276419889602494,2.205653007429646,1.3888466758811883e-09,0.001557599685737543,0.049843189943601374,2.193341573332326,4.140093591244383e-06,-0.2697224003511778,-1.348612001755889,9.172743550492916,5.242885663363464e-22,-0.15552991222299625,-3.888247805574906,4.493216002113936,8.533047625744067e-17,0.4628579538331284,11.57144884582821,10.145770279167168,0.006737946999085467,0.363111493951861,2.5417804576630267,18.245795968381238,0.04978706836786395
4.2141721612160365,42.14172161216037,13.387748756593925,0.04978706836786395,-7.512495380717192,-75.12495380717192,9.959621104624565,0.006737946999085467,1,0.04963137939136523,2.4815689695682615,21.191914573189916,3.059023205018258e-07,2.036170737799788,30.542561066996825,18.536022606824368,0.36787944117144233,,,,,,,,,0.03463259240384851,0.17316296201924253,9.173065398019698,9.522631838243978e-08,-0.15052657741875214,-4.515797322562564,7.544036372101257,3.8417038733782744e-05,0.21933341186900518,2.1933341186900517,5.805382125451317,0.015498539585933644,-0.06755089423212812,-0.3377544711606406,6.442634151392052,0.11451957845196112
3.2846815737056554,16.423407868528276,7.957943849658608,0.0836905410028172,-0.6807835762295117,-8.16940291475414,2.902164047609983,0.0836905410028172,0,-0.7231376867235035,-28.925507468940143,23.90859182943879,0.6390345213689863,0.06711720381192134,1.1409924648026628,7.43353465095661,0.6390345213689863,-0.02196314260297072,-0.2196314260297072,2.2496159909951245,0.10452862168176648,0.00154129030319348,0.07244064425009356,2.1754575840567756,0.7723678495504711,-0.2752340712409905,-2.7523407124099046,7.220478494459779,0.06354260682439332,-0.2311190065067599,-3.4667850976013983,3.633360692888641,5.283750246118941e-08,0.440381053340632,13.21143160021896,9.064192633004314,3.904192698131148e-07,0.5258093458464952,1.0516186916929904,16.90966806360781,0.00015750637497701953
1.835892557766093,18.35892557766093,4.693593565745632,0.011468077132467938,3.0566726967938944,33.62339966473284,38.057550439242405,0.6261357958701551,1,-1.5127033468732398,-68.07165060929579,32.64404380975597,0.6051833660195033,-4.663446886698775,-74.6151501871804,-18.262632121209936,0.011084319993481865,-0.024077479439228,-0.24077479439228,2.2728189416023667,0.1934270586621556,0.0028734493401808927,0.06034243614379875,2.122833436060129,0.1934270586621556,0.2658167485664449,2.658167485664449,7.683354040761245,0.016557304859579514,-0.060546744061108736,-3.0273372030554366,8.493492806673109,5.554356999177574e-06,-0.28361951754360265,-1.4180975877180133,4.466135890738598,0.12234285445453011,0.0372943312176508,0.2237659873059048,3.987259426264982,0.12234285445453011
-0.0,0.0,,0.7547504099384876,0.4118887945997866,9.885331070394878,0.7898717350349663,1.0756431756783294e-21,0,-0.3438164713221795,-12.033576496276282,23.62201724842612,0.10589341219913631,-4.8263327675987195,-19.305331070394878,6.385567569588182,0.10589341219913631,-0.0077930883952817,-0.155861767905634,2.2583854075542718,0.08962745295474102,0.00023298454366522435,0.004426706329639263,2.213090142622208,0.012129756731406052,-0.33557232787861474,-3.3557232787861473,6.262982304765936,0.15384381865804653,-0.0893653190658081,-0.8936531906580809,3.586522225087603,0.15384381865804653,0.4065329875296039,7.724126763062474,6.784936161353598,0.15384381865804653,,,,
3.657643674170089,18.288218370850444,10.691928705793934,0.19535286098066018,2.9166024126874284,17.49961447612457,18.284764126668687,0.19535286098066018,1,0.9081837339647407,22.704593349118518,32.81356940904764,0.09854465810183326,-7.799463707139253,-85.79410077853179,-1.3002100289887017,0.09854465810183326,-0.026437040146760182,-0.2643704014676018,2.2755099593366026,0.943736009618657,0.0030742136396592437,0.06455848643284412,2.0757943137699897,0.943736009618657,0.027292529082414953,0.2729252908241495,9.72009236891672,7.852894125580514e-14,-0.2625568865037987,-5.251137730075974,7.182205353780229,3.168083602509134e-11,-0.3608263298047594,3.608263298047594,,0.015370439000858962,-0.22616597379521042,-4.749485449699419,4.323129021040414,1.729715038473378e-09
-3.5758443492317995,17.879221746158997,,3.3056694812617365e-19,-0.11825418330062556,-3.0746087658162646,0.11825418330062556,1.5007716226727255e-23,0,-0.6521566129536974,-22.82548145337941,31.25227118179119,0.6443600639237493,0.0,0.0,16.400312833832267,3.2920929327150106e-12,-0.008749496114347721,-0.17498992228695442,2.2664010163727113,1.3933970236125504e-09,0.00029529383572442686,0.006201170550212964,2.2055117280030836,0.6760277392444032,-0.014220240016762097,-0.14220240016762098,10.079146143427181,2.2879437422420893e-17,-0.3349359056499945,-6.69871811299989,6.610665154577229,5.039531457893745e-13,-0.08756093830101008,-0.4378046915050504,2.8663077433037674,3.3089547999190955e-05,0.3277226144116324,5.243561830586119,5.242062709716508,6.060562121446182e-07
3.3097199470973075,16.548599735486537,8.846083583460944,0.07213381917422647,0.07389756690254602,1.0345659366356443,44.97394423218056,0.00976225084888254,0,-2.49308029950433,-24.9308029950433,34.75615039911794,0.011528335947501394,-3.1938216071748147,-60.68261053632148,-33.46631804078638,0.6294258156941712,,,,,,,,,0.04742419820651937,0.9484839641303875,9.398883089001346,0.012768774724903613,-0.14455328678887067,-2.16829930183306,8.295033571373217,2.6318406278336983e-11,0.2709957845513401,1.3549789227567004,8.647209140781507,0.012768774724903613,0.31486823515569995,1.2594729406227998,10.395797987164965,0.012768774724903613
0.0,0.0,0.0,0.17709998303577076,2.468562270944002,4.937124541888004,17.700565148020402,0.17709998303577076,0,-0.5756577109504845,-23.026308438019377,30.56864094898226,0.09729117546386469,-5.190059887434411,-36.33041921204088,7.03175692650844,0.013166928787825109,-0.012817581174374482,-0.19226371761561722,2.284235291702847,1.478315582633644e-09,0.0006255765352136677,0.01376268377470069,2.1931691760215504,0.09706615553095985,0.027926112306574248,0.27926112306574247,9.449942064292944,6.673399869465849e-20,-0.30581138896116944,-6.116227779223388,6.648377793790262,4.931012600607964e-19,-0.02887023265120403,-0.14435116325602015,2.6841625023677564,3.8936735164210346e-05,0.38925908273423904,4.671108992810868,4.911466451545417,5.2695140817573845e-06
0.0,0.0,0.0,0.18035985856016354,4.190276155954902,25.141656935729415,22.50692129982229,0.18035985856016354,1,-0.28331169651890326,-8.499350895567098,35.3387454012955,0.7858548787205489,-6.356410689565611,-38.13846413739367,-20.34078676621158,0.014393434177595567,-0.028222103748390737,-0.28222103748390737,2.253815902528089,0.1874465699156258,0.0035552716066046164,0.03910798767265078,2.060238665451909,0.1874465699156258,0.08124230703649768,0.8124230703649769,8.734426159375179,0.1940368858713304,-0.25640275087594766,-5.384457768394901,6.695344082405029,0.1940368858713304,,,,,,,,
