NPC1LaneOffset_1_rate,NPC1LaneOffset_1_magnitude,NPC1LaneOffset_1_mean,NPC1LaneOffset_1_start,NPC1LaneOffset_1_confidence,NPC1LaneOffset_2_rate,NPC1LaneOffset_2_magnitude,NPC1LaneOffset_2_mean,NPC1LaneOffset_2_start,NPC1LaneOffset_2_confidence,NPC1LaneOffset_3_rate,NPC1LaneOffset_3_magnitude,NPC1LaneOffset_3_mean,NPC1LaneOffset_3_start,NPC1LaneOffset_3_confidence,result
-0.23100165462399308,-2.3100165462399307,0.7646571605532781,45,0.8046072768530848,0.13543399444757462,1.3543399444757462,-0.9352082122666285,55,0.2423430546505879,0.08733935846506,0.9607329431156599,0.3481779910873945,65.0,0.36153335422957505,1
0.03948040834614118,0.5922061251921177,0.6947933943913145,30,0.18856340798639973,-0.11415969261858962,-1.7123953892788442,0.012481630432636297,45,0.18856340798639973,0.09562516046051507,1.6256277278287563,0.33102234046719314,60.0,0.18856340798639973,1
-0.24699214376400289,-2.469921437640029,-0.055043706520159906,30,0.17884228923740608,0.09864475461794414,0.7891580369435531,-0.8080268623492859,40,0.17884228923740608,,,,,,1
-0.17999020412936462,-1.7999020412936462,-0.14809320036428728,20,0.19170817025325582,0.10452326562387071,0.8361861249909657,-0.1701406328024132,30,0.19170817025325582,,,,,,1
-0.22312976229826553,-2.2312976229826553,0.6202850361419385,30,0.19568680874342226,0.1062337234044725,1.062337234044725,-0.9505374337059408,40,0.19568680874342226,0.07420217845859675,0.7420217845859676,0.0702217318442276,50.0,0.19568680874342226,1
-0.02625543152256082,-0.9189401032896287,0.4082822959242132,50,0.026560904471961834,-0.05224853820227813,2.6124269101139066,,85,0.039624213282963124,-0.030505543957156905,-1.8913437253437282,-0.03597752587287767,35.0,2.1972260027820172e-06,0
0.1914002204999143,1.914002204999143,0.7526270933700069,35,0.1491175518492412,0.12896823731411156,1.160714135827004,-1.2828176748492304,45,0.1491175518492412,,,,,,1
-0.2503167102529631,-2.503167102529631,0.8543047040702356,15,0.18101283545886349,0.11839363311038918,1.4207235973246701,-0.8690364055531243,25,0.18101283545886349,,,,,,1
0.10737022822388562,-3.2211068467165687,,85,0.0620163076603783,-0.21389325581249513,2.138932558124951,,55,0.0020696869774924423,-0.03221188546441322,-1.9005012424003798,0.07018095422388261,45.0,3.4389034506459433e-06,0
0.04901371786763733,0.4901371786763733,1.1904633845304644,35,0.17930442165021498,-0.18813775840127955,-1.8813775840127955,-0.5011675183835803,45,0.17930442165021498,0.10080166627309589,0.907214996457863,0.308761032517386,55.0,0.17930442165021498,1
0.04522941544214402,0.9045883088428803,0.8668147132669098,25,0.19563091875866404,-0.21466788743340226,-2.1466788743340226,-0.3272813829257526,45,0.19563091875866404,0.10819256931717443,0.9737331238545699,-0.0030584839176867238,55.0,0.19563091875866404,1
0.028919534846127536,0.28919534846127537,0.36074526398263423,20,0.170898392952013,-0.08848607316391537,-1.2388050242948152,0.1061634491401788,30,0.170898392952013,,,,,,1
-0.13902829708590647,-1.3902829708590647,-0.034684200271683466,25,0.1776047866357021,0.11301952346530353,2.0343514223754635,0.03547497037703427,35,0.1776047866357021,,,,,,1
0.145384239644204,0.72692119822102,1.133152793052762,45,0.351743300283208,-0.052490307450298375,-1.3122576862574593,-0.4362670665052663,50,0.351743300283208,0.04906671383934242,1.3738679875015878,1.1616939833665545,75.0,0.4296202371302711,0
-0.22314139967029498,-2.23141399670295,0.5025138684229639,35,0.1893812614638022,0.11022294009804487,1.1022294009804487,-0.6469617267583473,45,0.1893812614638022,,,,,,1
-0.1228023905864483,-1.8420358587967245,-0.1167881287244691,30,0.17978147901470037,0.1041625961166382,0.8333007689331056,0.053834034929079747,45,0.17978147901470037,,,,,,1
0.04845506600779712,0.4845506600779712,1.3388740700918205,30,0.18207967505405148,-0.2675613246335241,-2.6756132463352413,-0.5332762242395411,40,0.18207967505405148,0.09461425938888389,1.9868994471665617,0.19353100826878353,50.0,0.18207967505405148,1
0.05472796179949001,0.5472796179949001,0.7945189521057221,25,0.19532955982023703,-0.20006773237858563,-2.0006773237858564,0.0765004272162974,35,0.19532955982023703,0.1164473576445452,1.164473576445452,-0.1149140554638485,45.0,0.19532955982023703,1
0.07977041867911198,1.9942604669777997,0.6688749974586866,55,0.09421906674863362,0.09463082509404554,-3.3120788782915938,,80,0.11507942799805825,0.010367497453655323,0.6013148523120088,-0.19776995449280277,45.0,5.224597948218779e-06,0
0.06896439482245897,1.3792878964491795,1.0409340019172475,45,0.44655442850915017,0.08718462414845124,-2.615538724453537,,65,0.07381495056298848,-0.006036206017172791,-0.36820856704754024,-0.12422997711020273,35.0,2.7437252360793417e-06,0
-0.17913579185893322,-1.7913579185893322,0.18167130310486096,35,0.17307906099018047,0.09871503705822553,1.7768706670480594,-0.0817254447350943,45,0.17307906099018047,,,,,,1
0.05010875753836765,1.002175150767353,0.6835997531842976,25,0.19612058542718622,-0.22445820986647433,-2.2445820986647433,-0.4176270828816519,45,0.19612058542718622,0.11122908743463455,0.8898326994770764,-0.2061089201346287,55.0,0.19612058542718622,1
-0.24181601966952843,-2.4181601966952844,0.2932340302012105,30,0.18011557048320165,0.0951940126670059,0.8567461140030531,-0.7782383138822966,40,0.18011557048320165,,,,,,1
-0.1664328412127695,-1.664328412127695,0.4220643373604318,25,0.16693877787396863,0.11076821165206152,1.9938278097371074,-0.4068054833343134,35,0.16693877787396863,,,,,,1
-0.08238629728358654,-1.2357944592537982,0.04772438849638814,30,0.1487690186961099,0.12099310894755541,0.9679448715804433,-0.9265574061405699,45,0.1487690186961099,,,,,,1
0.04995554572782939,0.9991109145565878,1.0540839273685352,15,0.15716793893182696,-0.330886758888808,-2.647094071110464,-1.0003308717676427,35,0.15716793893182696,,,,,,1
-0.22586987142521334,-2.2586987142521333,0.37821559746995614,30,0.19192643090400852,0.13268252826555033,1.592190339186604,-0.26674780568547535,40,0.19192643090400852,,,,,,1
-0.10357810269148243,-1.5536715403722365,0.055233366781560926,30,0.1809184008746071,0.10084009030202333,1.7142815351343965,-0.24352755931507708,45,0.1809184008746071,,,,,,1
0.08627430941622166,2.1568577354055414,0.6596708578020996,50,0.08210521559083739,-0.7511525058801622,-3.755762529400811,0.3653880108443582,75,0.12248658842357228,0.06347913219927144,1.2695826439854287,-1.172457988721661,80.0,0.011111732607189125,0
0.13821023576605676,1.3821023576605675,1.164390425521813,30,0.18232597885134985,0.12079517313220489,1.4495420775864587,-1.0150976896431902,40,0.18232597885134985,,,,,,1
0.13447571712663586,-1.3447571712663586,,60,0.15789942783435001,-0.15935858486942,1.5935858486942,,50,0.005269620231696791,-0.02546263701011623,-1.4768329465867414,-0.03462757740804033,40.0,4.8052716546055145e-06,0
0.13957332286822582,1.3957332286822584,0.9074474814448941,30,0.4327898340538825,-0.0967280075529777,-1.934560151059554,-0.8194241381169289,40,0.2901077014867552,0.04846816357316432,1.9871947064997373,1.177398248941466,60.0,0.2901077014867552,0
-0.24143688510789746,-2.4143688510789745,0.6468179697840049,20,0.1912311601020426,0.1124063974836738,1.124063974836738,-0.9129506282567702,30,0.1912311601020426,0.0762895901889516,0.8391854920784676,0.17555439605056297,40.0,0.1912311601020426,1
-0.1702588649438775,-1.7025886494387752,0.2678900341504623,30,0.15703835690731735,0.1074997330601199,1.934995195082158,-0.2177245246193299,40,0.15703835690731735,,,,,,1
-0.20930587786412583,-2.093058778641258,0.39404479320919805,25,0.18885138144033428,0.11757726275789127,1.293349890336804,-0.40604350519020704,35,0.18885138144033428,,,,,,1
-0.18625060432396903,-1.8625060432396903,0.19951725597350384,30,0.18042717005513167,0.10220715266984934,1.8397287480572881,-0.06890423857547984,40,0.18042717005513167,,,,,,1
-0.2425186026896146,-2.425186026896146,0.9419856333705459,30,0.1044529708409348,0.10769803429543716,1.0769803429543716,-1.205626003762679,40,0.1044529708409348,-0.010780091852280889,-0.5282245007617635,0.11474329629431587,50.0,0.1044529708409348,0
-0.2143829145291321,-2.143829145291321,0.11138576455849611,30,0.18846038370929807,0.09520115865746778,1.7136208558344201,-0.3613655916670548,40,0.18846038370929807,,,,,,1
0.19537933335372104,1.9537933335372104,0.8228824716241221,20,0.15895603219319887,-0.11983435321913793,-2.037184004725345,-0.7778503185422198,30,0.15895603219319887,,,,,,1
0.06046618807453654,1.8139856422360963,1.0589437980650245,55,0.1353352832366127,0.08271380017952262,-3.722121008078518,,85,0.014995576820477705,-0.0019194596102312734,-0.10940919778318259,0.22190640866680963,40.0,7.504557915076858e-06,0
-0.21241348816293332,-2.1241348816293333,0.41953423463011336,30,0.17530251346327053,0.10994098205166129,0.8795278564132903,-0.9040800585626779,40,0.17530251346327053,,,,,,1
-0.2251878894212119,-2.251878894212119,-0.41305640835568713,30,0.1890934849480613,0.09906324168436827,0.8915691751593144,-0.1994212069133308,40,0.1890934849480613,,,,,,1
-0.1815218632243762,-1.815218632243762,-0.1158735347155524,20,0.1907148160740852,0.10909913565258901,0.9818922208733011,-0.4187147636656668,30,0.1907148160740852,,,,,,1
-0.234052210366093,-2.34052210366093,0.46949411200699115,35,0.1803349436127785,0.12933235800991943,1.2933235800991942,-0.3861688048518599,45,0.1803349436127785,,,,,,1
-0.14018580849298035,-1.4018580849298035,0.1412298412365065,20,0.19043285898269124,0.12292532792534311,1.106327951328088,-0.2754003008638249,30,0.19043285898269124,,,,,,1
-0.1968994800146523,-1.968994800146523,0.6273006717697013,25,0.18333136279638892,0.1501573983045932,1.8018887796551184,-0.4594588463506592,35,0.18333136279638892,,,,,,1
-0.19633560310165254,-1.9633560310165254,-0.29313873282486547,40,0.18546753253661727,0.10002860003221925,0.7002002002255348,-0.07526732545896905,50,0.18546753253661727,,,,,,1
0.18402291070109106,1.8402291070109107,0.7164688131349692,25,0.16463573396684728,-0.07138993295948519,-1.499188592149189,-0.46092213534184967,35,0.16463573396684728,,,,,,1
0.05098174261562185,0.5098174261562185,1.4161933037713825,25,0.18328649316487355,-0.24293896665516268,-2.429389666551627,-0.6863292792102521,35,0.18328649316487355,0.09270412221766142,0.9270412221766142,-0.07919469221301778,45.0,0.18328649316487355,1
0.1661021089843293,1.661021089843293,0.765041644243792,25,0.1747931513682933,0.13692018181388513,1.6430421817666214,-1.0795095363512566,35,0.1747931513682933,,,,,,1
-0.015320482636628349,-0.612819305465134,0.21535447659065055,15,0.3551731532388159,0.1325094653692734,-1.3250946536927342,,55,0.03222058152517225,0.007910329249668316,0.40342679173308416,-0.05245820983534217,45.0,1.9694919422462045e-05,0
-0.17448776294001206,-1.7448776294001205,-0.33375490120076207,30,0.1888360449928974,0.10769406687865477,0.7538584681505833,0.004103979444288848,40,0.1888360449928974,,,,,,1
-0.20614809858821284,-2.0614809858821284,0.35854252252462837,30,0.18422791150585716,0.10478019646275029,1.8860435363295052,-0.35181919804547307,40,0.18422791150585716,,,,,,1
0.04832763362235901,0.4832763362235901,1.1377743408979843,25,0.18836495327553016,-0.24583425577504375,-2.4583425577504374,0.1219311498121232,35,0.18836495327553016,0.12009600292905913,1.4411520351487095,-0.016635865795267917,45.0,0.18836495327553016,1
-0.24016471704857864,-2.4016471704857865,0.1689583028982542,35,0.09974682087924004,0.09684915398507775,0.9684915398507775,-0.8514179985511221,45,0.09974682087924004,-0.025923595839906468,-1.0110202377563522,0.14802564065247145,55.0,0.14880477089885025,0
0.1446038695936735,1.446038695936735,-0.1620349872320202,35,0.23115111761144977,0.01438286856978214,0.4314860570934642,0.17324784573247878,45,0.28232861260243053,-0.009937935826318954,-0.17888284487374118,1.5728692896570118,75.0,0.3448369461401427,0
-0.2364036044779379,-2.364036044779379,0.8430989825133267,25,0.19407032713401443,0.12362274411264822,1.2362274411264822,-1.011095707612111,35,0.19407032713401443,0.0847885410648064,0.8478854106480641,0.15526138951021962,45.0,0.19407032713401443,1
-0.20369815855053858,-2.036981585505386,0.6534551292640745,15,0.18970476322112184,0.11289430622334638,2.370780430690274,-0.27995902515568816,25,0.18970476322112184,,,,,,1
-0.2316165515896719,-2.316165515896719,0.7834978199418561,20,0.1919887610864233,0.13198116554260375,1.583773986511245,-0.6744536838179861,30,0.1919887610864233,,,,,,1
-0.1957512716532071,-1.957512716532071,0.6568496040471339,25,0.17645046211774623,0.13898848097264305,1.5288732906990734,-0.7484988867175112,35,0.17645046211774623,,,,,,1
0.044237200523801715,0.8847440104760342,0.5573126480010548,15,0.14444339911540327,-0.06403041362651964,-1.2806082725303927,-0.3998478246455254,35,0.47956897378063956,-0.028675151625852185,-1.089655761782383,0.19167867510288705,55.0,0.3214646965819027,0
-0.21924310726996285,-2.1924310726996286,0.6723764021218059,35,0.2917501274935834,0.1084472913953658,1.084472913953658,-0.8573515418040488,45,0.13109178256775916,-0.02254067048689766,-0.8790861489890087,0.14829924651208534,55.0,0.19556595889240244,0
-0.21531260068768532,-2.153126006876853,0.8607862233463252,35,0.5969051443666942,0.10296014517388304,2.0592029034776607,-0.5563403521834644,45,0.1797843745438657,0.052737207997694,1.529379031933126,1.273586164033064,65.0,0.4001174838507924,0
-0.14748328244081588,-1.4748328244081588,0.07614048847791097,25,0.1942472608846184,0.1129787182356774,0.9038297458854192,-0.09370610376662956,35,0.1942472608846184,,,,,,1
-0.12987229433203493,-1.2987229433203493,0.12071750256812674,25,0.15848107824822197,0.1223698895758057,1.1013290061822514,-0.6295516903418585,35,0.15848107824822197,,,,,,1
0.07170241354970497,1.4340482709940994,1.086112187924727,55,0.35964643106617994,0.09492889642086996,-2.847866892626099,,75,0.048672851613378365,-0.015793685530278326,-0.7580969054533597,0.16946764854465535,45.0,5.421061250171866e-05,0
-0.13229869533801217,-1.3229869533801217,0.24152356293475688,25,0.16255132396474345,0.12618617330020043,1.135675559701804,-0.5082316117284533,35,0.16255132396474345,,,,,,1
0.05041195873130662,0.5041195873130662,1.4176061920356768,25,0.18019620796684957,-0.24408712014707828,-2.4408712014707827,-0.6888998373824609,35,0.18019620796684957,0.10278737461357956,1.0278737461357956,-0.03201663581123028,45.0,0.18019620796684957,1
0.06087137456965723,0.6087137456965723,1.323972097643886,25,0.18843092667606764,-0.24341811769642696,-2.4341811769642696,-0.9245123316349618,35,0.18843092667606764,0.0912376918908893,0.7299015351271144,-0.11856233532839562,45.0,0.18843092667606764,1
-0.16506141388565396,-1.6506141388565396,-0.2693686071943879,25,0.18958511497458935,0.12155293233669441,0.9724234586935553,-0.13487358638648872,35,0.18958511497458935,,,,,,1
-0.16805094023943326,-1.6805094023943326,0.21733997857394724,20,0.17846432320361494,0.10925347048555155,0.7647742933988608,-0.570999811026483,30,0.17846432320361494,,,,,,1
