NPC1LaneOffset_1_rate,NPC1LaneOffset_1_magnitude,NPC1LaneOffset_1_mean,NPC1LaneOffset_1_start,NPC1LaneOffset_2_rate,NPC1LaneOffset_2_magnitude,NPC1LaneOffset_2_mean,NPC1LaneOffset_2_start,NPC1LaneOffset_3_rate,NPC1LaneOffset_3_magnitude,NPC1LaneOffset_3_mean,NPC1LaneOffset_3_start,NPC1LaneOffset_4_rate,NPC1LaneOffset_4_magnitude,NPC1LaneOffset_4_mean,NPC1LaneOffset_4_start,NPC1LaneOffset_5_rate,NPC1LaneOffset_5_magnitude,NPC1LaneOffset_5_mean,NPC1LaneOffset_5_start,NPC1LaneOffset_1_rate.1,NPC1LaneOffset_1_magnitude.1,NPC1LaneOffset_1_mean.1,NPC1LaneOffset_1_start.1,NPC1LaneOffset_2_rate.1,NPC1LaneOffset_2_magnitude.1,NPC1LaneOffset_2_mean.1,NPC1LaneOffset_2_start.1,NPC1LaneOffset_3_rate.1,NPC1LaneOffset_3_magnitude.1,NPC1LaneOffset_3_mean.1,NPC1LaneOffset_3_start.1,NPC1LaneOffset_4_rate.1,NPC1LaneOffset_4_magnitude.1,NPC1LaneOffset_4_mean.1,NPC1LaneOffset_4_start.1,NPC1LaneOffset_1_rate.1.1,NPC1LaneOffset_1_magnitude.1.1,NPC1LaneOffset_1_mean.1.1,NPC1LaneOffset_1_start.1.1,NPC1LaneOffset_1_rate,NPC1LaneOffset_1_magnitude,NPC1LaneOffset_1_mean,NPC1LaneOffset_1_start,NPC1LaneOffset_2_rate,NPC1LaneOffset_2_magnitude,NPC1LaneOffset_2_mean,NPC1LaneOffset_2_start,NPC1LaneOffset_3_rate,NPC1LaneOffset_3_magnitude,NPC1LaneOffset_3_mean,NPC1LaneOffset_3_start
0.0397436781933267,0.5961551728999006,0.6947533979460025,30,-0.2517585430268683,-2.517585430268684,0.4816949605556752,45,0.1122026447238147,1.1220264472381472,-0.6177553545552069,55,0.0542656338052756,0.2713281690263781,0.122021414268206,65,0.0107085064535676,0.0749595451749737,0.3348737964036181,70,0.0397436781933267,0.5961551728999006,0.6947533979460025,30,-0.2517585430268683,-2.517585430268684,0.4816949605556752,45,0.0986951076848262,1.480426615272394,-0.3711630982807359,55,0.0107085064535676,0.0749595451749737,0.3348737964036181,70,-0.0057429982061996,-0.241205924660386,0.2261861288754111,35,0.039743678193326706,0.5961551728999006,0.6947533979460025,30,-0.033309483719386884,-0.832737092984672,-0.030019874746171463,45,0.010708506453567674,0.07495954517497372,0.3348737964036181,70
