LateralDistanceNPC1_1_rate,LateralDistanceNPC1_1_magnitude,LateralDistanceNPC1_1_mean,LateralDistanceNPC1_1_start,LateralDistanceNPC1_2_rate,LateralDistanceNPC1_2_magnitude,LateralDistanceNPC1_2_mean,LateralDistanceNPC1_2_start
0.20135579147516655,2.0135579147516656,1.0708565022566376,45,-0.05446322523749752,-1.1981909552249455,1.7381177018312897,55
