RelativeAngle
-3.1480579466530814
-3.1498315933696164
-3.1550858942489057
-3.158097899229057
-3.1617146311001605
-3.163960002139402
-3.1712938888091036
-3.1743120662399718
-3.1765178857733947
-3.178997505316113
-3.1809994212015877
-3.1808701883880017
-3.1793745080681117
-3.1773582945810146
-3.1721746452769963
-3.1701766137424174
-3.1647823009249048
-3.1633083691115544
-3.162708825543419
-3.148092109578572
-3.133966227680848
-3.1259826799845523
-3.1241729469429624
-3.120126969985663
-3.1198420916217042
-3.1084783315685884
-3.1040167665683214
-3.0975329351752907
-3.0899496279904963
-3.086407544437326
-3.0800456323598144
-3.0739054661620853
-3.0587435353511796
-3.036828732435316
-3.028809614531379
-3.019746484864908
-3.002083690291768
-2.9767611242822367
-2.9616356141674043
-2.936543728461255
-2.932298832433092
-2.908544747591546
-2.8962738943166797
-2.872451406092229
-2.865606103828043
-2.8466146454432435
-2.831316152215166
-2.819511380353372
-2.8175137893192628
-2.8096146286956825
-2.8096146286956825
-2.809496902890373
-2.8026258852163335
-2.8026202499625628
-2.79811387413326
-2.795863448239292
-2.7924271900688846
-2.7675612500681828
-2.6576378510810597
-2.636475241828817
-2.62916647087644
