RelativeAngle_1_rate,RelativeAngle_1_magnitude,RelativeAngle_1_mean,RelativeAngle_1_start,RelativeAngle_2_rate,RelativeAngle_2_magnitude,RelativeAngle_2_mean,RelativeAngle_2_start,RelativeAngle_3_rate,RelativeAngle_3_magnitude,RelativeAngle_3_mean,RelativeAngle_3_start,RelativeAngle_1_rate.1,RelativeAngle_1_magnitude.1,RelativeAngle_1_mean.1,RelativeAngle_1_start.1,RelativeAngle_2_rate.1,RelativeAngle_2_magnitude.1,RelativeAngle_2_mean.1,RelativeAngle_2_start.1,RelativeAngle_3_rate.1,RelativeAngle_3_magnitude.1,RelativeAngle_3_mean.1,RelativeAngle_3_start.1,RelativeAngle_1_rate.1.1,RelativeAngle_1_magnitude.1.1,RelativeAngle_1_mean.1.1,RelativeAngle_1_start.1.1,RelativeAngle_2_rate.1.1,RelativeAngle_2_magnitude.1.1,RelativeAngle_2_mean.1.1,RelativeAngle_2_start.1.1,RelativeAngle_3_rate.1.1,RelativeAngle_3_magnitude.1.1,RelativeAngle_3_mean.1.1,RelativeAngle_3_start.1.1,RelativeAngle_1_rate.1.1.1,RelativeAngle_1_magnitude.1.1.1,RelativeAngle_1_mean.1.1.1,RelativeAngle_1_start.1.1.1,RelativeAngle_1_rate.1.1.1.1,RelativeAngle_1_magnitude.1.1.1.1,RelativeAngle_1_mean.1.1.1.1,RelativeAngle_1_start.1.1.1.1,RelativeAngle_1_rate.1.1.1.1.1,RelativeAngle_1_magnitude.1.1.1.1.1,RelativeAngle_1_mean.1.1.1.1.1,RelativeAngle_1_start.1.1.1.1.1,RelativeAngle_1_rate.1.1.1.1.1.1,RelativeAngle_1_magnitude.1.1.1.1.1.1,RelativeAngle_1_mean.1.1.1.1.1.1,RelativeAngle_1_start.1.1.1.1.1.1,RelativeAngle_1_rate.1.1.1.1.1.1.1,RelativeAngle_1_magnitude.1.1.1.1.1.1.1,RelativeAngle_1_mean.1.1.1.1.1.1.1,RelativeAngle_1_start.1.1.1.1.1.1.1,RelativeAngle_1_rate.1.1.1.1.1.1.1.1,RelativeAngle_1_magnitude.1.1.1.1.1.1.1.1,RelativeAngle_1_mean.1.1.1.1.1.1.1.1,RelativeAngle_1_start.1.1.1.1.1.1.1.1,RelativeAngle_1_rate,RelativeAngle_1_magnitude,RelativeAngle_1_mean,RelativeAngle_1_start
0.0037646429744399,0.056469644616599,-3.119886237902031,15,0.0110887972570218,0.1663319588553276,-2.995993554687954,30,0.0053554236919494,0.0803313553792417,-2.8735900182189846,45,0.0037646429744399,0.056469644616599,-3.119886237902031,15,0.0110887972570218,0.1663319588553276,-2.995993554687954,30,0.0053554236919494,0.0803313553792417,-2.8735900182189846,45,0.0037646429744399,0.056469644616599,-3.119886237902031,15,0.0110887972570218,0.1663319588553276,-2.995993554687954,30,0.0053554236919494,0.0803313553792417,-2.8735900182189846,45,0.0071547846756322,0.3219653104034523,-2.996489936936323,15,0.0105752760661398,0.4758874229762915,-2.966680905996433,15,0.0108904835874554,0.5445241793727709,-2.9851521424750485,10,0.0132135097552958,0.224629665840029,-3.029126798432516,35,0.0132135097552958,0.224629665840029,-3.029126798432516,35,0.0105752760661398,0.4758874229762915,-2.966680905996433,15,0.010890483587455417,0.5445241793727709,-2.9851521424750485,10
