brake_1_change_rate,brake_1_change_magnitude,brake_1_mean,brake_2_change_rate,brake_2_change_magnitude,brake_2_mean,brake_2_start,brake_1_start,speed_difference_1_change_rate,speed_difference_1_change_magnitude,speed_difference_1_mean,speed_difference_2_change_rate,speed_difference_2_change_magnitude,speed_difference_2_mean,speed_difference_1_start,speed_difference_2_start,npc_theta_1_change_rate,npc_theta_1_change_magnitude,npc_theta_1_mean,npc_theta_2_change_rate,npc_theta_2_change_magnitude,npc_theta_2_mean,npc_theta_2_start,npc_theta_1_start,relative_distance_1_change_rate,relative_distance_1_change_magnitude,relative_distance_1_mean,relative_distance_2_change_rate,relative_distance_2_change_magnitude,relative_distance_2_mean,relative_distance_3_change_rate,relative_distance_3_change_magnitude,relative_distance_3_mean,relative_distance_4_change_rate,relative_distance_4_change_magnitude,relative_distance_4_mean,relative_distance_4_start,relative_distance_2_start,relative_distance_1_start,relative_distance_3_start,brake_1_importance,brake_2_importance,speed_difference_1_importance,speed_difference_2_importance,npc_theta_1_importance,npc_theta_2_importance,relative_distance_1_importance,relative_distance_2_importance,relative_distance_3_importance,relative_distance_4_importance
3.507566898108859,17.537834490544295,11.052078315559656,2.522455819651642,15.134734917909851,18.72765588435966,50,45,-1.0134975358712357,-35.47241375549325,25.446376436913983,-7.657477878999235,-68.91730091099312,-1.594485259711771,10,45,-0.0258329921959148,-0.2583299219591484,2.275307387014148,0.0023446840751845,0.049238365578875,2.0981491326416832,35,25,0.0489675215201768,0.7345128228026532,8.341421319881604,-0.20520841721918,-4.104168344383601,7.104974708677036,-0.1017246262526571,-0.5086231312632856,4.407043335916723,0.0163734070648926,0.0982404423893559,4.079796380545634,50,25,10,45,0.01688128495927305,0.04395263262623758,0.19366129032664442,0.10655496103591378,0.12288712887418589,0.20095943301548866,0.17872527923118633,0.02214582226439732,0.08459111859346485,0.029641049073208046
