RelativeDis_1_rate,RelativeDis_1_magnitude,RelativeDis_1_mean,RelativeDis_1_start,RelativeDis_1_confidence,RelativeDis_2_rate,RelativeDis_2_magnitude,RelativeDis_2_mean,RelativeDis_2_start,RelativeDis_2_confidence,result,NPC1Y_1_rate,NPC1Y_1_magnitude,NPC1Y_1_mean,NPC1Y_1_start,NPC1Y_1_confidence,NPC1Y_2_rate,NPC1Y_2_magnitude,NPC1Y_2_mean,NPC1Y_2_start,NPC1Y_2_confidence
-1.3258042118243485,-39.774126354730456,30.00732124287471,5,0.7557697123717945,-0.20225369492115647,-2.8315517288961907,5.553977115963831,35.0,0.7557697123717945,0,0.6956762695498765,17.39190673874691,4134521.7833483885,5,0.6354053741596025,0.5631007144325658,10.69891357421875,4134536.6209957725,30.0,0.6354053741596025
-1.3695910817006427,-34.23977704251607,33.63480366911053,15,0.7677646288972235,-1.0586715788019414,-8.469372630415531,9.011755571927804,40.0,0.42135816212020827,1,0.1168853759765625,0.5844268798828125,4134511.1779968264,15,0.19545527810624594,0.695731026802345,19.48046875046566,4134522.1363301957,20.0,0.19545527810624594
-0.9310125320473797,-41.895563942132085,31.138163001159715,10,0.3441533181279535,0.00923405461928013,0.04617027309640065,7.672439290383155,55.0,0.7659272951702492,1,0.5693487548828124,14.233718872070312,4134519.3644580077,25,0.9588751881208386,0.43432464599609377,4.3432464599609375,4134529.1978134154,50.0,0.129769645172894
-1.6569179001626875,-41.42294750406719,26.599195077558097,20,0.7407251836896284,0.2775816797871875,0.555163359574375,4.872971671233515,45.0,0.6064544874660359,1,0.6248672485351563,6.2486724853515625,4134516.1161132813,20,0.8013557680931356,0.7057109159581801,11.997085571289062,4134525.9437157125,30.0,0.03989715441303506
-1.416376960480415,-35.409424012010376,30.796405290475228,20,0.8729001401279092,-0.5979397131039341,-7.773216270351143,5.849215049478699,45.0,0.5851224621150561,1,0.6709889730128149,20.129669190384448,4134522.6930302936,20,0.9263070087865238,0.4601802824763581,3.681442259810865,4134534.9137687683,50.0,0.6209221567729181
-0.6792737426039424,-3.3963687130197115,48.273929962063406,20,0.18946803622895037,-1.3695955823877017,-36.97908072446795,26.131854338152586,25.0,0.18946803622895037,1,0.25508728036656975,1.2754364018328488,4134511.428665161,20,0.19260558386712795,0.6682931405354153,18.043914794456214,4134522.08275576,25.0,0.19260558386712795
-1.2547807887291627,-37.64342366187488,27.62164016691524,20,0.2221474832263705,0.1002879144486893,1.2034549733842717,8.232566170530264,50.0,0.9008524666142056,1,0.5863079833984375,14.657699584960938,4134520.0830023196,25,0.800716181532643,0.4296900431703155,5.156280518043786,4134530.597123464,50.0,0.19745417934486598
-1.2304300231584535,-43.06505081054587,29.13744063351451,10,0.18382101579670101,-0.4866251128742047,-2.919750677245228,4.1790208167192135,45.0,0.18382101579670101,1,0.61398681640625,15.34967041015625,4134520.2505688476,15,0.7888942817490435,0.5527704412286932,6.080474853515625,4134531.861661044,40.0,0.3544730504162973
-1.2158432876492133,-30.396082191230335,31.259306734816718,15,0.7511388561619711,-0.6790458526470792,-6.111412673823713,12.378314389135856,40.0,0.15165231958959027,0,0.619952392578125,15.498809814453125,4134519.903839722,15,0.9784927998029497,0.5112745496444404,4.601470946799964,4134530.7506425646,40.0,0.2947163676984136
-0.4287426306989083,-4.287426306989083,46.4593652812005,15,0.1821777588155219,-1.3190225090662464,-32.97556272665616,24.54908741242341,25.0,0.1821777588155219,1,0.6904779052734376,17.261947631835938,4134520.30845459,25,0.18054186165991915,,,,,
