RelativeHeadingNPC1_1_rate,RelativeHeadingNPC1_1_magnitude,RelativeHeadingNPC1_1_mean,RelativeHeadingNPC1_1_start,RelativeHeadingNPC1_1_confidence,RelativeHeadingNPC1_2_rate,RelativeHeadingNPC1_2_magnitude,RelativeHeadingNPC1_2_mean,RelativeHeadingNPC1_2_start,RelativeHeadingNPC1_2_confidence,result
0.00732416521218795,0.10986247818281925,0.09090155592982573,30,0.7927328597210946,-0.002269997153861101,-0.03858995161563872,0.1570125819183183,45,0.649034771229114,1
-0.00041318821122309716,-0.018593469505039373,0.07730573847759538,30,0.6782045498208943,0.0006371014244119167,0.015927535610297916,0.06584871048186647,75,0.008326547781958639,0
0.006848819399148632,0.10273229098722947,0.07769952004442761,30,0.6433544769116847,-0.0019040698165755693,-0.013328488716028986,0.1447643084634385,45,0.9597720979949316,1
0.000909214705080208,0.03636858820320832,0.12688053122005666,40,0.09307966947771869,-0.00023378085544090155,-0.004208055397936228,0.086965965567832,80,0.09307966947771869,0
0.0014188269313686972,0.06384721191159137,0.09231398810678194,35,0.5596361257432294,-0.0013977499476980984,-0.029352748901660064,0.06412586609656554,80,0.05076904391424207,0
0.005309319722261741,0.053093197222617405,0.04786752922962183,20,0.763756647653732,-0.0006492833474850466,-0.013634950297185977,0.12789950497169883,30,0.05672693910622691,1
0.009677699061593149,0.19355398123186296,0.22261811882826033,30,0.6317759036494961,-0.005696700851134107,-0.04557360680907285,0.18400625616431326,50,0.9424988964389498,1
0.019752952143527035,0.19752952143527036,0.10115881483611214,25,0.7785480826093846,-0.006277482137912571,-0.06905230351703828,0.2599446604103534,35,0.1286931324823792,1
0.02706086971258226,0.2706086971258226,0.16558968661618803,30,0.645743119462856,-0.006946833139945991,-0.12504299651902784,0.20362772223915118,40,0.23755561792829938,1
-4.64803297491286e-05,-0.002788819784947716,0.07413956478380819,25,0.8277495708514202,0.0003621104875129217,0.005069546825180904,0.054944369401889466,85,0.20412053107592792,0
0.01975850048023098,0.19758500480230978,0.1106140468122467,30,0.6467578923473886,-0.003628236224713705,-0.06530825204484669,0.15925472971226723,40,0.6467578923473886,1
0.02314955422779974,0.2314955422779974,0.14768974721763134,20,0.7938234495239672,-0.005799107978478399,-0.09858483563413278,0.18931586423585034,30,0.5321157712290758,1
0.000627858583887253,0.040810807952671446,0.11148212357249146,25,0.5648610820194937,-0.0018691046339642803,-0.013083732437749962,0.07573827577291757,90,0.8426737128930519,0
0.019145928950480107,0.19145928950480107,0.10964048962944166,30,0.6630485504576478,-0.0036903534895141865,-0.029522827916113492,0.18238058107044808,40,0.6630485504576478,1
0.009128533303143272,0.09128533303143271,0.0626996486397644,30,0.5183229355894914,-0.0013469631991988153,-0.012122668792789337,0.13435722012398107,40,0.6330810631466808,1
0.029806744621004987,0.2980674462100499,0.15189874688968746,20,0.18931809442767672,-0.010984148439848221,-0.098857335958634,0.25598887137867776,30,0.18931809442767672,1
0.015827566731858294,0.2374135009778744,0.14061995154352364,35,0.6381339336541609,-0.008907572254590157,-0.044537861272950785,0.2412098237109471,50,0.350215328175857,1
0.04302401954134236,0.4302401954134236,0.2472974277253898,20,0.17611392654932218,-0.023343101228637166,-0.2100879110577345,0.31615582689872784,30,0.17611392654932218,1
0.029963943653111724,0.29963943653111724,0.30038743417117886,30,0.7199075661372718,-0.01874987867451829,-0.13124915072162802,0.31272511920602153,40,0.8792970869004387,1
0.027899633448022064,0.27899633448022065,0.1668629525038519,40,0.6458391854357732,-0.009701613968819649,-0.06791129778173755,0.2446314175341518,50,0.2901942521781662,1
0.012999666586401837,0.12999666586401837,0.0748874663511978,25,0.7984123963289466,-0.002938536849682139,-0.06170927384332492,0.18746963878457168,35,0.293719506185845,1
0.00401170857139963,0.0401170857139963,0.0464057667376923,35,0.7542642037624336,-0.0011011710492375925,-0.011011710492375926,0.11154717292959071,45,0.5055984157890694,1
0.01469091443001102,0.22036371645016528,0.13060990630778513,25,0.6432695218965,-0.007129271524222729,-0.049904900669559105,0.22523612849659802,40,0.3530337987614403,1
4.8561804169925235e-05,0.0016996631459473832,0.08119853867969529,35,0.4617351207352744,6.249172589918476e-05,0.001624784873378804,0.055380333249145805,70,0.018821341175386808,0
0.034090216297829753,0.34090216297829756,0.24608123157012055,30,0.6049390776851215,-0.017640466230698308,-0.12348326361488815,0.30267055189932063,40,0.9024630566589952,1
0.010307602184780152,0.15461403277170227,0.09405675019499996,25,0.8053044409513817,-0.0037583162442985283,-0.0676496923973735,0.1711605504016423,40,0.9836010653366513,1
0.0033919852292914054,0.033919852292914054,0.05389556562409168,35,0.29355424319236356,0.0017847369295228936,0.021416843154274723,0.16303958475907734,45,0.6533169829572364,1
-1.7067923724594697e-05,-0.0009387358048527084,0.06657265651531376,35,0.46544281467720333,-9.664470486192567e-05,-0.00038657881944770267,0.049518536687487735,90,0.46544281467720333,0
0.009587969603703783,0.5273383282037081,0.36192529265767426,15,0.2465969639416065,-7.7432603902834e-05,-0.001780949889765182,0.6140631413376215,70,0.014995576820477705,0
0.0047999733385796885,0.09599946677159377,0.10176404114441498,25,0.7805730787932879,-0.0024123506276984676,-0.024123506276984674,0.13702481267591327,45,0.5232337821108974,1
0.01116962908703072,0.22339258174061438,0.21564091867941784,15,0.5045777402163477,-0.008107949137825006,-0.08918744051607508,0.18124841305758374,35,0.6162926436064726,1
0.014269966529305773,0.2140494979395866,0.13503833751329467,20,0.6461601505136936,-0.008074443194467167,-0.05652110236127017,0.22930820112316322,35,0.3546202093821825,1
0.021054600008335988,0.21054600008335989,0.10430093760531052,25,0.7587165210020079,-0.005506065134809032,-0.06056671648289935,0.27357455508579503,35,0.22852102460796755,1
0.0010499156642247776,0.047246204890114996,0.09274497836055494,35,0.582980402473186,-0.00166499823411529,-0.02164497704349877,0.05916082770023664,80,0.26194998034391764,0
0.00018468529050370995,0.009234264525185498,0.09918021486341963,35,0.7112840786107808,-9.986063329980865e-05,-0.0008987456996982779,0.06769791544557302,85,0.5823501493333831,0
0.0005627909345680622,0.030953501401243422,0.10115025476893161,35,0.39813657444827427,-0.001161191160397701,-0.004644764641590804,0.0760569375159742,90,0.4862851101555641,0
0.0426133715849927,0.426133715849927,0.22393146626053362,25,0.17664781527348983,-0.019338626587352636,-0.1547090126988211,0.3329013146998312,35,0.17664781527348983,1
0.04332783817148449,0.4332783817148449,0.2173293451715308,25,0.17367091187238248,-0.016343533865124795,-0.14709180478612316,0.34721250960497874,35,0.17367091187238248,1
0.0011636242480105288,0.06399933364057908,0.1288576424477614,35,0.5708005442337366,0.00353154536763108,0.01059463610289324,0.06815519708170144,90,0.38261904708792627,0
0.04378405609394773,0.4378405609394773,0.21850534229385055,25,0.17349103704206476,-0.01797128064732381,-0.16174152582591428,0.34480610766742387,35,0.17349103704206476,1
0.003914995817129485,0.03914995817129485,0.04584376653318021,35,0.7559784086832465,-0.00034103547077863895,-0.0034103547077863894,0.11365521639902601,45,0.5067474817105032,1
0.003533113761676058,0.05299670642514087,0.062199530815954154,30,0.5076693948026404,-0.00041471696879347153,-0.0033177357503477722,0.11790190039422777,45,0.7573537414031757,1
0.03442679124169423,0.3442679124169423,0.24009567718633784,25,0.8939565764842414,-0.016638480771617115,-0.13310784617293692,0.30621214106356387,35,0.7319097410839575,1
0.03284274795942277,0.3284274795942277,0.23399892602122446,20,0.17954810762177176,-0.013759140095053921,-0.09631398066537744,0.3124344395917205,30,0.17954810762177176,1
