RelativeHeadingNPC1_1_rate,RelativeHeadingNPC1_1_magnitude,RelativeHeadingNPC1_1_mean,RelativeHeadingNPC1_1_start,RelativeHeadingNPC1_1_confidence,RelativeHeadingNPC1_2_rate,RelativeHeadingNPC1_2_magnitude,RelativeHeadingNPC1_2_mean,RelativeHeadingNPC1_2_start,RelativeHeadingNPC1_2_confidence,result
0.003603067611287436,0.03603067611287436,0.05560809806070455,45,0.15903571647165654,0.0004052957599393112,0.008511210958725535,0.15919020615037136,55,0.4323038981608688,1
0.002876219751741189,0.07190549379352973,0.10875359074199537,45,0.155357991641709,-0.008474604950945874,-0.05932223465662112,0.11836489363935522,70,0.9398610802115525,1
0.0083748832672061,0.08374883267206101,0.05785426888570124,30,0.1842361623738157,-0.0001264071130249178,-0.0010112569041993424,0.11391598344524884,40,0.1842361623738157,1
0.03270329940839467,0.3270329940839467,0.2761528186466908,20,0.8797729564783612,-0.021899920339816137,-0.1751993627185291,0.29205983184650175,30,0.21694934002549496,1
0.00814971504545019,0.0814971504545019,0.05906214756283461,30,0.9429604114988602,-0.002026629275525482,-0.040532585510509644,0.13615561289793143,40,0.07003704387648105,1
0.0001621205363813753,0.009727232182882517,0.06687804565432262,35,0.46036888993315894,-0.002091766916148874,-0.004183533832297748,0.07706346558644794,95,0.5622958319354959,0
0.014235853902484719,0.14235853902484719,0.0859514753703519,35,0.9647815820029738,-0.002013428852053492,-0.018120859668481426,0.2429481050334357,45,0.35492330923975407,1
0.005832892508650022,0.05832892508650023,0.052207450425843224,15,0.6512541758601107,0.001200138729307539,0.014401664751690468,0.16805657086703082,25,0.6512541758601107,1
-0.00013925058792233714,-0.006962529396116857,0.07234118228977604,40,0.31197486473722935,0.0003974104352987443,0.00556374609418242,0.0640707007227812,90,0.20912300569262193,0
0.01311952785481451,0.19679291782221764,0.17010097085771161,45,0.10658162363744267,-0.0154985683804445,-0.061994273521778,0.19490007522750208,60,0.787537596172177,1
0.004384550906155411,0.10961377265388528,0.07373572002724599,30,0.7890846551591771,-0.0016483959677099985,-0.014835563709389987,0.16563754610244694,55,0.9637901742332855,1
0.017670173288913116,0.17670173288913116,0.09224260777571094,30,0.6316598471522178,0.01810906436741022,0.07243625746964089,0.3211190500936602,40,0.77151107953075,1
0.01031239457223725,0.20624789144474498,0.28693226150884243,25,0.7132625690472645,-0.0076666082181908735,-0.06133286574552699,0.17131029678789567,45,0.7132625690472645,1
0.00030169265139098043,0.016593095826503923,0.08254426810443097,40,0.8837369479613412,5.436732774311004e-05,0.0004349386219448803,0.08101897317015949,95,0.7235426169272261,0
0.007599575021931537,0.07599575021931537,0.06622565315644277,35,0.1949659803210681,-0.004000122970715081,-0.04000122970715081,0.15980459001269925,45,0.9656728221842302,1
0.01572857056239756,0.1572857056239756,0.08765233954730248,35,0.6460124581009743,-0.0021379379098908635,-0.017103503279126908,0.15594427892258184,45,0.7890413981303611,1
0.0007006962365638358,0.014013924731276717,0.0589688367495842,40,0.09892416323671337,0.0009641456527149247,0.01060560217986417,0.09363466119049756,60,0.12082624582600861,1
0.012278147163639064,0.12278147163639064,0.08113358337874917,35,0.664148933221514,-0.004024299803037268,-0.04024299803037268,0.19232612514966982,45,0.8111933388658916,1
1.7292323116471018e-05,0.000951077771405906,0.08330946180452634,30,0.6811642666137643,0.0005815993211085847,0.010468787779954525,0.0575978512134328,85,0.09218555895283335,0
0.0009316460459630526,0.05589876275778316,0.10183738519832236,15,0.6591696226124616,-0.0010207276963938518,-0.021435281624270885,0.07105411117085672,75,0.04895888652161962,0
0.009445945861323945,0.1889189172264789,0.21932656943044213,35,0.6364853406741865,-0.005172031619686102,-0.04137625295748881,0.17914337475388264,55,0.7774049506279667,1
0.00560467206503142,0.0840700809754713,0.07254148137222224,40,0.5253502661479597,-0.0004957759686610719,-0.003966207749288575,0.14803457079270216,55,0.7837305019519406,1
0.010647088725536324,0.10647088725536324,0.06211355106232323,30,0.7642685025769255,-0.0020019005257282275,-0.018017104731554046,0.12759891483712835,40,0.6257301266685877,1
0.008978580292350413,0.17957160584700826,0.2541199041786471,25,0.9094651131470197,-0.006880131024873393,-0.05504104819898714,0.18494618329384566,45,0.7446070569850114,1
0.02809641089333912,0.2809641089333912,0.16375198243834932,35,0.6415534359885989,-0.007593665116728876,-0.06074932093383101,0.24803065751134068,45,0.19323218155215144,1
-0.002724458562695631,-0.013622292813478154,0.060091870468063927,30,0.9435139800969439,0.010618288724443314,0.08494630979554652,0.05290861468933028,35,0.19049218726085154,1
0.01737294554133205,0.2605941831199807,0.1584226683227125,30,0.6334082510529901,-0.012776176019953147,-0.08943323213967203,0.25100591285865004,45,0.28460867330894113,1
