Unnamed: 0,id,time,egoX,egoY,heading,NPC1X,NPC1Y,NPC1Theta,NPC2X,NPC2Y,NPC2Theta,throttle,brake,steering,egoLane,egoLaneOffset,NPC1Lane,NPC1LaneOffset,NPC2Lane,NPC2LaneOffset
3394,53,1697431826.1835215,592606.1362228394,4134161.654937744,2.302589472485879,592599.8608856201,4134165.566040039,2.1416582056687616,592602.8429489136,4134173.851013184,2.378224140306884,17.233391950930603,0.0,0.2249053992932172,137,1.4597241395413998,137,-0.04703393476688125,139,0.014266762677652308
3395,53,1697431826.258839,592605.7365493774,4134162.100097656,2.302849450524386,592599.4808197021,4134166.063842773,2.146118201511769,592602.3499755859,4134174.3227233887,2.3782539677108616,16.654023233501952,0.0,0.3092347392297097,137,1.50553026321983,137,0.05038118166277777,139,0.014506361795750634
3396,53,1697431826.3370545,592605.2210159302,4134162.6739196777,2.303317160716132,592599.1117553711,4134166.547210693,2.150449300359014,592601.7572097778,4134174.889923096,2.37837966891334,16.69166050548354,0.0,0.3815711174078514,137,1.5643336442774356,137,0.14495479243059275,139,0.014794487317514447
3397,53,1697431826.5043652,592604.3581161499,4134163.633270264,2.304379746034152,592598.7551727295,4134167.014221192,2.154634191663547,592601.0790405273,4134175.538848877,2.378222009778028,27.0002094022891,0.0,0.4316974500044533,137,1.661959242607972,137,0.2363273242892316,139,0.015128106342714649
3398,53,1697431826.5043652,592604.3581161499,4134163.633270264,2.304379746034152,592598.395614624,4134167.485107422,2.1588542366941965,592600.3282318115,4134176.257202149,2.378253435078648,22.860717421948937,0.0,0.4635937176993212,137,1.661959242607972,137,0.32844238952040994,139,0.015443527966540296
3399,53,1697431826.6525695,592603.6010131836,4134164.4734802246,2.3055373529958185,592598.0353012085,4134167.95703125,2.163083336472482,592599.5161590576,4134177.034179688,2.37839271840258,16.405101704436323,0.0,0.4557484547976765,137,1.7465144995659727,137,0.4207884001706065,139,0.015786245692427776
3400,53,1697431826.774155,592603.6010131836,4134164.4734802246,2.3055373529958185,592597.6558074951,4134168.4540405273,2.1675377396772437,592598.6527481079,4134177.860321045,2.3782166834558893,18.954565416798324,0.0,0.4500440678913985,137,1.7465144995659727,137,0.5180222682967323,139,0.016186588522668018
3401,53,1697431826.856374,592603.1902160645,4134164.9286499023,2.306202777053977,592597.3040924072,4134168.914733887,2.17166563933489,592597.7465515137,4134178.727294922,2.378251304549792,16.897730385448344,0.0,0.4550047523031075,137,1.7918733492050385,137,0.6081874525850608,139,0.016526273348326407
3402,54,1697431833.781216,592625.0687103271,4134141.5580444336,2.3688597715941624,592618.2553710938,4134142.8992614746,2.3790377360136006,592623.6827316284,4134153.9120178223,2.37824278243437,32.22667072526035,0.0,-3.557569835063488,137,0.006025044412613727,136,0.22947789611286118,139,0.005535042918094273
3403,54,1697431833.8610604,592624.9276428223,4134141.695831299,2.3670910195790764,592618.0044250488,4134143.170715332,2.3790377360136006,592623.5179824829,4134154.069732666,2.378309627777213,22.132003150776143,0.0,-3.4305314126586217,137,0.00821171749395049,136,0.25241572549172225,139,0.005668490528174354
3404,54,1697431834.0163984,592624.6483001709,4134141.970092773,2.363889240200244,592617.7657546997,4134143.428894043,2.3790377360136006,592623.3199615479,4134154.2592163086,2.3782441140149047,17.758471477642765,0.0,-3.3265999602168703,137,0.013561465807916099,136,0.2742344934628279,139,0.005765543335505322
3405,54,1697431834.1141732,592624.5313568115,4134142.0854492183,2.3625996235857816,592617.5121154785,4134143.703186035,2.3790377360136006,592623.0934448242,4134154.475921631,2.378312024622176,21.033916546461995,0.0,-3.210691275621265,137,0.016192489568882792,136,0.29736273904981486,139,0.0058474316416908265
3406,54,1697431834.1762953,592624.4131851196,4134142.2022094727,2.3613158145069857,592617.2741775513,4134143.960601807,2.3790377360136006,592622.8427352905,4134154.715789795,2.3782451792793324,38.0210800400948,0.0,-3.1361387564624077,137,0.01899014483471071,136,0.31913463533892034,139,0.005947517349250888
3407,54,1697431834.279059,592624.2580490112,4134142.356048584,2.359670691760061,592617.0206451416,4134144.234802246,2.3790377360136006,592622.5716171265,4134154.9751586914,2.3783133562027103,34.06968818623905,0.0,-3.0673599433563203,137,0.023065308304474678,136,0.34227166936628234,139,0.006041537256352763
3408,54,1697431834.419252,592623.9365844727,4134142.676361084,2.35633146198139,592616.7802658081,4134144.494812012,2.3790377360136006,592622.2834243774,4134155.250854492,2.37824624454376,55.42730056820656,0.0,-2.9020177629521724,137,0.032621771276252584,136,0.3642339818635137,139,0.006132524263225546
3409,54,1697431834.4976118,592623.7898406982,4134142.823242188,2.354882925717252,592616.5221557617,4134144.774017334,2.3790377360136006,592621.9810180664,4134155.5401306152,2.378314954099352,44.81413745022587,0.0,-2.7881060398924817,137,0.0374628549964313,136,0.38782801479037793,139,0.006217445469640142
3410,54,1697431834.5743756,592623.6354370117,4134142.978179932,2.35340834481488,592616.236656189,4134145.074951172,2.3790377360136006,592621.9397583008,4134155.579559326,2.378246777175974,21.623510919643632,0.0,-2.6569423608082063,137,0.04283599018827217,136,0.4082142669803516,139,0.006199248068265586
3411,54,1697431834.660235,592623.429473877,4134143.18560791,2.351528557878172,592615.8878860474,4134145.442382813,2.3790377360136006,592621.8331375122,4134155.6816101074,2.37831601936378,20.1920243638855,0.0,-2.554283675245208,137,0.050550736527373394,136,0.43297716247709656,139,0.006272037673763812
3412,54,1697431834.82188,592623.1740951538,4134143.443786621,2.3492999972203368,592615.5539245605,4134145.794189453,2.3790377360136006,592621.6732635498,4134155.834594727,2.378247309808188,40.57310588521052,0.0,-2.4527727127804986,137,0.06082634599381554,136,0.4566707977282113,139,0.006353925979949317
3413,54,1697431834.8942835,592623.1740951538,4134143.443786621,2.3492999972203368,592615.2149963379,4134146.151245117,2.3790377360136006,592621.4702911377,4134156.028686523,2.3783168183121006,26.644556192651475,0.0,-2.4195539939308004,137,0.06082634599381554,136,0.4807306179949528,139,0.006363024680636595
3414,54,1697431835.001428,592623.0330810547,4134143.586883545,2.348114547337694,592614.8761367798,4134146.508178711,2.3790377360136006,592621.232673645,4134156.256042481,2.378247842440402,28.771925124000767,0.0,-2.418401865896693,137,0.06688939408297656,136,0.5047494255399441,139,0.006469176188654841
3415,54,1697431835.05853,592622.8417816162,4134143.7814941406,2.3465450893125093,592614.5351333618,4134146.8674316406,2.3790377360136006,592620.9674224854,4134156.50982666,2.3783184162087423,30.399110317839007,0.0,-2.390784008170405,137,0.07546653154372798,136,0.5289615787731863,139,0.00657836059690218
3416,54,1697431835.1384475,592622.6464233398,4134143.9808044434,2.344942985386849,592614.1919403076,4134147.228942871,2.3790377360136006,592620.6802215576,4134156.7846069336,2.378248108756509,51.596255300202095,0.0,-2.2766969755189344,137,0.0846341876708297,136,0.5532967701716792,139,0.006693610805607705
3417,54,1697431835.294842,592622.2378005981,4134144.3997802734,2.3416872592368376,592613.8574676514,4134147.581237793,2.3790377360136006,592620.3757781982,4134157.0759277344,2.378319747789277,50.06303781326672,0.0,-2.2202523915235863,137,0.10532572787096554,136,0.5769933349029189,139,0.006848288717291435
3418,54,1697431835.4055016,592622.0180130005,4134144.626220703,2.339994070792704,592613.5079803467,4134147.949401856,2.3790377360136006,592620.0578155518,4134157.380126953,2.3782491740209366,59.734095645859824,0.0,-2.0802579233485106,137,0.11723841878867584,136,0.6017884546810389,139,0.006966571826226052
3419,54,1697431835.4536228,592621.7901916504,4134144.861694336,2.338270823929455,592613.1664123535,4134148.3092041016,2.3790377360136006,592619.729347229,4134157.694366455,2.3783221446342395,75.05449982673153,0.0,-2.014515489337927,137,0.13013043521741263,136,0.6260123258347813,139,0.007081822034931577
3420,54,1697431835.6136975,592621.3351898193,4134145.334289551,2.3350411609829784,592612.7904663086,4134148.7117614746,2.3790377360136006,592619.6778259277,4134157.743652344,2.3782505056014718,33.412471040750304,0.0,-1.95358185644657,137,0.1575544728858888,136,0.6574017053743083,139,0.007096986536077041
3421,54,1697431835.720193,592621.0441741943,4134145.638061523,2.3330815294427865,592612.3595504761,4134149.173492432,2.3790377360136006,592619.5483322144,4134157.867523194,2.378324807795309,18.94076269745171,0.0,-1.897610036453529,137,0.17618212111353299,136,0.6936071502393586,139,0.007133381338826154
