RelativeDistanceNPC1_1_rate,RelativeDistanceNPC1_1_magnitude,RelativeDistanceNPC1_1_mean,RelativeDistanceNPC1_1_start,RelativeDistanceNPC1_1_confidence,RelativeDistanceNPC1_2_rate,RelativeDistanceNPC1_2_magnitude,RelativeDistanceNPC1_2_mean,RelativeDistanceNPC1_2_start,RelativeDistanceNPC1_2_confidence,result
0.08249462752696575,1.649892550539315,11.333447070864334,25,0.3891460179190892,-0.1471693880515727,-4.5622510295987535,10.37236001706181,45.0,0.5805376405204496,1
0.04059422418409012,-1.2178267255227038,,45,0.24533273615844117,-0.116973549327042,-7.252360058276604,8.541302191904656,15.0,0.00022371449766302688,1
-0.10613676000357455,-1.5920514000536183,6.831353642474568,30,0.10561037379391183,-0.08619768561416692,-0.2585930568425008,5.898258514450499,45.0,0.10561037379391183,1
0.29973339633156887,5.994667926631378,12.460389554746143,10,0.48950661524369143,-0.4247305627109901,-3.3978445016879206,15.761690493184432,30.0,0.08091489927689412,1
-0.06798961714254173,-1.3597923428508345,12.964986606705505,30,0.18757826030597033,-0.07771677177619214,-0.7771677177619214,12.862623475405172,50.0,0.18757826030597033,1
-0.2160714986374133,-3.241072479561199,4.751420110040541,60,0.503694083263351,0.24364543261029875,5.360199517426572,4.640275232010354,75.0,0.503694083263351,0
0.13156792676023218,2.631358535204644,6.634425413424033,15,0.10800699226766547,-0.10157282123792791,-1.9298836035206302,7.283524552179839,35.0,0.10800699226766547,1
0.06676593866810565,1.335318773362113,11.472603399253405,5,0.18894960069528435,-0.12324475980542375,-1.478937117665085,11.400350057557503,25.0,0.18894960069528435,1
-0.24366885786748924,-6.091721446687231,5.46812016104441,55,0.04011672168797067,0.2736337351310057,6.567209643144136,4.6660669440822895,80.0,0.2964247070576031,0
-0.2254675618303858,-3.382013427455787,9.806937367509457,40,0.5209199604494464,-0.2329484994542202,-2.0965364950879817,5.078568325943705,55.0,0.1284572807034152,1
0.08828937794788848,2.6486813384366545,7.043358192260862,15,0.10788142573847631,-0.19080457150357724,-3.625286858567968,6.3631239869163085,45.0,0.10788142573847631,1
0.1812414886947103,1.8124148869471028,13.369039015895803,25,0.04658846536395616,-0.018065268881146086,-0.16258741993031478,13.790331108110731,35.0,0.15467915225919635,1
0.029287043406218773,0.5857408681243754,11.109539462454451,25,0.1862318867196967,0.519707915981303,4.157663327850424,13.232408950277183,45.0,0.1862318867196967,1
0.1849951222943723,1.849951222943723,13.96586544544867,30,0.05722437548573337,-0.19857747517234328,-12.510380935857627,11.165029553473977,40.0,0.05722437548573337,0
-0.03993492113866113,-0.3993492113866113,4.990259063245254,30,0.30167986625094384,-0.12034458488918848,-1.8051687733378272,3.0304011600680627,40.0,0.09086422956523157,1
0.17758488727763622,6.215471054717268,14.648941836408978,5,0.16086470940595296,-0.19558243964033922,-2.54257171532441,11.407796013323447,40.0,0.16086470940595296,1
0.13085612827619666,-1.9628419241429498,,45,0.1719573612623195,-0.04721728572724277,-1.9359087148169536,8.829268437760838,30.0,0.015599619866765736,1
0.25775114110871866,1.2887557055435934,12.779400847081842,5,0.2048188316327599,0.09861719619585026,4.4377738288132615,16.997898306139575,10.0,0.3732042437920701,1
-0.19420590615488467,3.8841181230976933,,85,0.18207007581826745,0.10716875804469421,4.07241280569838,4.711375438444034,65.0,0.0012267785209829586,0
-0.12946182257588995,-8.415018467432846,9.304638359863858,10,0.3011942119122021,0.23796875411385265,4.997343836390906,4.1052645425754,75.0,0.3011942119122021,0
0.17976527797074696,0.8988263898537348,10.724834076549438,5,0.7507946575761065,-0.014439863775398003,-0.7653127800960942,12.443658827028498,10.0,0.03737986494696861,1
0.18529979735495433,3.705995947099087,13.366513459878941,25,0.17853642579880927,-0.1781229020876222,-3.2062122375771995,13.704225097700865,45.0,0.17853642579880927,1
0.04916255641535419,-0.7374383462303129,,45,0.36012737604355227,0.021957381885534543,0.41719025582515634,10.42093696553366,30.0,0.07270846325774509,1
0.09859177127401614,2.9577531382204842,10.611133846489613,10,0.12657935499705011,-0.13402828246848048,-1.7423676720902463,11.327429200886359,40.0,0.513304596187258,1
0.013626237470677437,0.06813118735338719,11.203897871279114,30,0.171569585957424,-0.06136497069041644,-1.104569472427496,10.381447554831404,35.0,0.171569585957424,1
0.0965272321880461,1.7374901793848299,17.315469117500605,25,0.13991894347686964,,,,,,1
0.055347392669046515,1.3836848167261628,14.201998910498038,25,0.17334717086188176,0.03192549245802745,0.0638509849160549,13.988349359348428,50.0,0.17334717086188176,1
-0.06637464956360258,-1.6593662390900645,8.580074333281528,25,0.3774987390753673,-0.204837016396659,-2.458044196759908,5.96344172848008,50.0,0.09309004294777026,1
0.22098344464875214,-1.1049172232437607,,80,0.0426108994730672,0.36931389082924093,9.232847270731023,8.37467964540456,75.0,0.007043534309019793,0
0.03200130461691211,0.864035224656627,10.963299940768295,25,0.17588202515360127,,,,,,1
-0.21803167051028527,7.631108467859985,,70,0.0061293441782420246,0.018356439755851234,1.1564557046186277,6.54808623739672,35.0,2.0561659053520313e-06,0
-0.19283926037499086,-2.892588905624863,6.301800840447568,65,0.3618732630282749,-0.10900718804351965,-2.2891509489139126,2.508082120843849,80.0,0.3618732630282749,0
0.16109115508569047,2.416367326285357,13.565522854197889,10,0.17321153768327283,-0.13782509139982813,-3.583452376395531,13.494928428577708,25.0,0.17321153768327283,1
0.11545588433733656,1.7318382650600483,14.379107437231276,15,0.057622365113774554,-0.05879435072336176,-1.6462418202541294,15.157809023644768,30.0,0.025891397626556647,1
0.07632464201705753,1.5264928403411506,15.03069499831945,20,0.16177565322198076,-0.18057480223459077,-1.0834488134075446,15.472671175340404,40.0,0.16177565322198076,1
0.12606590670607182,1.2606590670607183,15.084295229254792,25,0.03987991804365866,-0.02851741591642982,-0.6559005660778858,15.614830874888524,35.0,0.05949384667743972,1
0.37088443087187584,-3.708844308718758,,75,0.11615723516915843,0.380175066713142,12.925952268246828,10.24638994964618,65.0,0.005783128208788938,0
-0.008540894633565443,-0.12811341950348165,15.347672960641633,25,0.0050610449482160645,-0.11875842947309717,-2.137651730515749,15.102861594999647,40.0,0.004143633141814453,1
0.19760190513641915,2.964028577046287,11.005571905955454,5,0.33338663682371455,-0.06247592795297158,-1.6868500547302325,13.582798167371315,20.0,0.7419656052636308,1
0.03291595525055726,0.4937393287583589,15.516103273047651,30,0.0013065667069461415,-0.23592821339337444,-12.268267096455471,10.573973856451358,45.0,0.0007170590121050965,0
-0.05054750816375675,1.010950163275135,,45,0.115892887921371,-0.043659330958908636,-1.0041646120548986,8.75415706792385,25.0,0.07768532596665657,1
0.13043523719019684,2.608704743803937,13.77305397723416,15,0.3340849646925129,-0.14237730385413094,-1.9932822539578332,13.658484113349735,35.0,0.03701766924929923,1
0.009062547179097291,0.17218839640284855,13.835452172883352,20,0.18250861280715303,,,,,,1
0.18790449171770335,1.8790449171770334,10.39744884008742,5,0.2851348637481832,0.13991162129636625,5.59646485185465,15.104395472786731,15.0,0.2334486817253378,1
0.00035358365516017604,0.008486007723844224,11.605326569791606,15,0.19198085517564026,,,,,,1
0.10848382280535518,3.4714823297713657,16.095474129924096,15,0.1402155667456001,,,,,,1
0.12258306096421687,1.838745914463253,12.554583947828855,15,0.11184827906853269,0.04976017342473939,1.3435246824679634,14.918339886692921,30.0,0.16685802510311018,1
0.15542032400350306,2.331304860052546,14.208938680103667,15,0.03872221445438683,-0.04331082050176584,-1.1260813330459118,14.714742257270972,30.0,0.02595627657566648,1
0.3008671065170558,4.513006597755837,13.691365834317967,15,0.15083251181843377,0.018293622776098174,0.4573405694024544,16.921283308991754,30.0,0.15083251181843377,1
0.2206175761610311,1.1030878808051554,11.292555239791152,20,0.18640069785258573,0.06084875815317323,1.338672679369811,12.885071831260785,25.0,0.18640069785258573,1
-0.2529628708659471,-10.118514834637883,9.272714778486954,35,0.003318194120320828,0.10861495410299754,2.2809140361629483,3.1146779004066576,75.0,0.403195152968395,0
-0.024235078468343413,-0.411996333961838,14.310363121156316,30,0.17623756959917836,,,,,,1
0.1505155164515744,-2.257732746773616,,30,0.3156080437457735,-0.013197924854997038,-0.5675107687648726,8.514753253648996,15.0,0.010532872445578101,1
0.2245270999455999,3.3679064991839986,11.365200119801434,20,0.5122675162576257,-0.12331964841477844,-2.7130322651251255,12.763043685345753,35.0,0.7642133325524768,1
0.29336564824898803,1.46682824124494,14.240354133910177,25,0.035655798345431935,-0.21553634540453703,-13.79432610589037,11.038512519030725,30.0,0.11838141948035032,0
0.0012397728420605095,0.04339204947211783,17.264074034181267,40,0.39026218385563943,-0.27470162397503134,-4.944629231550564,13.700389828505271,75.0,0.007147901231428677,0
0.09104975069863919,1.8209950139727837,12.024917658259115,15,0.18717852964101736,-0.1240291178594238,-2.480582357188476,11.544023661571632,35.0,0.18717852964101736,1
0.10220346062271694,0.5110173031135847,16.47367643599978,30,0.14376203446823183,0.0027048015767641557,0.029752817344405713,16.61066906229238,35.0,0.14376203446823183,1
0.21682141117600473,1.0841070558800237,12.14450656420846,15,0.1895402634261868,-0.11496572208302175,-2.5292458858264784,11.745730398981276,20.0,0.1895402634261868,1
0.024174615449459935,0.24174615449459935,17.113547285411954,25,0.12934579773497304,0.050467854945893335,0.5551464044048267,17.76715289281481,35.0,0.12934579773497304,1
0.018998403656743552,0.2849760548511533,18.428180230153067,30,0.0011484708280405122,-0.28940882900430553,-13.891623792206666,13.164725594729157,45.0,0.00023187226119981811,0
-0.07340094734410764,-2.202028420323229,17.941032346286896,30,0.001133613282331565,-0.35239158682093885,-11.981313951911922,10.778895058407025,60.0,2.5359804112158457e-05,0
0.19544355171655722,5.863306551496716,12.737885130818627,10,0.23863758214826664,-0.23295776366846166,-12.57971923809693,10.126455238526782,40.0,0.032296084770936095,0
0.1396682368406791,3.9107106315390148,15.707745903817402,15,0.16157758114737863,,,,,,1
0.3012908911194663,4.519363366791994,13.104741323161916,5,0.15164699567098736,0.08908091911091513,2.137942058661963,16.911573727994732,20.0,0.15164699567098736,1
0.380678779461509,3.80678779461509,18.829505488269046,25,0.01303704268111946,-0.17265186949396352,-10.013808430649885,17.07516295157538,35.0,0.00873899105017659,0
0.023133166177445475,0.11566583088722737,17.12179676265289,25,0.11892774817415248,0.06703395285526932,0.9384753399737704,18.002610926811066,30.0,0.11892774817415248,1
0.2644285726790637,3.9664285901859557,10.994005799711754,5,0.2689536490369332,0.13073025785186212,4.575559024815174,16.620801463347163,20.0,0.5985673537990935,1
0.1866989657322103,1.8669896573221028,11.704944069743021,25,0.17861006774497626,-0.16610776995629667,-2.98993985921334,10.688343059646717,35.0,0.17861006774497626,1
0.08807790453395814,1.7615580906791628,18.987942310460184,20,0.10865124230347807,-0.274522133465247,-0.823566400395741,19.561738344628285,40.0,0.10865124230347807,1
0.06046470295538221,1.0278999502414976,18.101580223577876,20,0.1400471358217283,,,,,,1
