LateralDistanceNPC1_1_rate,LateralDistanceNPC1_1_magnitude,LateralDistanceNPC1_1_mean,LateralDistanceNPC1_1_start,LateralDistanceNPC1_1_confidence,LateralDistanceNPC1_2_rate,LateralDistanceNPC1_2_magnitude,LateralDistanceNPC1_2_mean,LateralDistanceNPC1_2_start,LateralDistanceNPC1_2_confidence,result
0.526135877606747,2.6306793880337347,1.0405013407531671,50,0.6687003387393744,-0.004589837040522319,-0.09638657785096871,2.1666116388371632,55,0.24600110692659524,1
0.2390879107691184,2.390879107691184,1.1716589829025672,45,0.5796823795393591,-0.0027554159452452594,-0.060619150795395704,2.273635254613379,55,0.47460379114629603,1
0.0807391254582774,0.8073912545827739,0.6574028430771077,25,0.1766855921795111,-0.07011610860828522,-0.9115094119077078,2.14559875269921,35,0.48028123457209076,1
0.14126625520008748,1.4126625520008749,1.056563857701232,15,0.13287850185531158,-0.10899926668798708,-1.416990466943832,0.69226372829427,25,0.6581515281944047,1
0.19179379357317278,1.9179379357317277,1.1372031514669851,30,0.738103396453789,-0.04755604681544641,-0.9511209363089281,1.4565294920236393,40,0.738103396453789,1
0.10708953893487935,1.6063430840231903,2.1582260397474173,40,0.4446594936501934,0.006433186408779593,0.2701938291687429,2.171502781019537,55,0.36405640209949697,0
0.06929173102818095,0.6929173102818095,0.5166737404983224,35,0.0422825101526295,-0.0857915133079068,-0.7721236197711612,2.193000206255265,45,0.4660875672287043,1
0.20345975816861714,2.0345975816861714,0.9296385150820216,15,0.18926187384568008,-0.07110098100701288,-0.8532117720841546,1.720266870577284,25,0.18926187384568008,1
0.052935264193059606,2.1174105677223842,1.0299552770666562,25,0.2370891520534879,0.0015526618524797202,0.06055381224670908,2.101841568154239,65,0.5276516115966112,0
0.13053871000517117,1.9580806500775676,0.9663745027755613,35,0.5982552772548952,0.010078455697761177,0.14109837976865647,1.9631057316630418,50,0.5982552772548952,1
0.5170902457086655,2.5854512285433273,1.5512179793812915,45,0.4234555496499143,-0.028017724772471775,-0.39224814681460485,2.250510623235885,50,0.346696081059925,1
0.1697718598996658,1.6977185989966581,1.0539784294075878,30,0.6079008088310275,-0.11695850709410632,-0.4678340283764253,1.5000665038762224,40,0.6079008088310275,1
0.22228046230640083,1.1114023115320042,0.6419126572548217,25,0.6377119023532305,-0.05202420327625195,-1.1965566753537948,0.889316756375392,30,0.6377119023532305,1
0.047261301844145134,2.126758582986531,1.9589320388565168,45,0.48834295203645506,-0.014785889181334099,-0.19221655935734328,2.1696661603264626,90,0.48834295203645506,0
0.23910374956589023,2.3910374956589022,1.2046016820290055,35,0.6518993764432816,-0.03006266216475235,-0.3006266216475235,2.167871785540895,45,0.5337300674064748,1
0.04443962760044018,0.2221981380022009,1.1511765720214906,30,0.001983508805527363,-0.01702047454570547,-0.30636854182269846,1.6751647327002757,35,0.6551520855426007,1
