LateralDistanceNPC1_1_rate,LateralDistanceNPC1_1_magnitude,LateralDistanceNPC1_1_mean,LateralDistanceNPC1_1_start,LateralDistanceNPC1_1_confidence,LateralDistanceNPC1_2_rate,LateralDistanceNPC1_2_magnitude,LateralDistanceNPC1_2_mean,LateralDistanceNPC1_2_start,LateralDistanceNPC1_2_confidence,result
0.14968691038945156,2.2453036558417736,1.0324343842829953,30,0.004768767646716892,0.001810330102296066,0.04706858265969771,2.2912438539068387,45,0.31801161794621624,1
0.050374258388212675,1.2593564597053168,0.5337665802308255,15,0.2701835960855968,-0.11112372467754027,-1.666855870163104,1.4043136097915474,40,0.8970411296096058,1
0.11216277252988585,0.5608138626494292,0.655234216384375,35,0.5408237322587807,0.019571624459700915,1.2330123409611577,2.1253611618566075,40,0.198957932395614,0
0.06392668926873851,2.8767010170932332,1.4863609201965213,15,0.28949031475539916,-0.04686234796256328,-1.687044526652278,1.697068001198359,60,0.43186880128004945,0
0.17970014353135783,0.8985007176567891,0.777881594697871,35,0.8906946183142535,-0.026366003745954335,-0.6064180861569497,1.3093763520099504,40,0.7292390756149343,1
0.2153238206965038,2.153238206965038,1.077065607443974,40,0.26142465902169487,-0.07956643113432155,-1.0343636047461802,1.8106595334798177,50,0.710625900129775,1
0.11917870490982248,0.5958935245491124,1.2039936685652692,30,0.011471844240835628,-0.03531927733611646,-0.4944698827056304,1.5963729119915466,35,0.7650152026942955,1
0.09506573824977815,1.4259860737466723,0.8626413573699419,20,0.03507125244407606,-0.06727706406553381,-1.2109871531796086,1.0916102967452135,35,0.576734358262805,1
0.05784019606188109,1.7352058818564327,0.7288500491360158,15,0.18361441285699417,-0.07740581530754051,-0.6192465224603241,1.8468906139866197,45,0.6096213193848415,1
0.03456079032561388,0.17280395162806939,1.0219741468078343,30,0.16150104888874914,0.050105945217310044,0.40084756173848035,1.9512071271197478,35,0.16150104888874914,1
0.08444317095626948,0.4222158547813474,0.8140266339321593,30,0.005966264671774386,-0.051480045555559295,-0.875160774444508,1.1660920888534374,35,0.5935497578101216,1
0.22004387536011172,2.200438753601117,1.6079690506547926,35,0.8170870194384486,0.01342868159166944,0.22828758705838048,1.9371197604678856,45,0.8170870194384486,1
0.2728892421737408,2.7288924217374078,0.943667400511368,30,0.39648952771795515,-0.02264273354507396,-1.3585640127044376,2.2316936228212088,40,0.17815422877283518,0
0.10655931225760085,1.0655931225760085,0.8207883694266865,30,0.1829677033364937,-0.08124211592567225,-0.974905391108067,1.7936536752832926,40,0.1829677033364937,1
0.09178743487516668,2.294685871879167,0.8222548094094235,25,0.010982761895740219,-0.008384148297228888,-0.40243911826698664,2.1577010453312435,50,0.40194969469939384,0
0.11907150871485306,1.1907150871485306,0.647163516468167,30,0.2584462481235263,0.01947205647995514,1.1877954452772634,2.131460642022719,40,0.2584462481235263,0
0.1695798928144787,1.695798928144787,1.2046262870581022,20,0.1570714682094966,-0.04682804671701513,-0.9833889810573178,1.3887182373295583,30,0.636956212675395,1
0.19638373087336525,0.9819186543668262,0.5669424314803828,30,0.6261985616609932,-0.025662674737635827,-0.590241518965624,1.244267457558942,35,0.5126880199650541,1
0.12549265263153678,0.6274632631576839,0.8441161916924795,25,0.035622836345070595,-0.05174023076275268,-0.8278436922040429,1.2060343036707708,30,0.5858049606792838,1
0.18159376743282202,0.90796883716411,0.9055761475965831,30,0.6929343079611636,-0.046507224712601915,-1.069666168389844,1.1375493092972648,35,0.6929343079611636,1
0.2739329444218205,2.7393294442182046,0.7831761621506759,30,0.40626225207966515,-0.0011234243085668848,-0.0662820342054462,2.237521234659385,40,0.18254539688688554,0
0.14901117326465207,0.7450558663232604,0.9145557332740701,30,0.7351374671139923,-0.022531018565421394,-0.5182134270046921,1.4075189580863066,35,0.7351374671139923,1
0.14320059187979695,1.4320059187979695,0.8122636522293062,20,0.44109642601287485,-0.03778372770417512,-0.642323370970977,1.6220744610390612,30,0.5387563913467186,1
0.017099151121579302,1.0259490672947582,1.891214082602532,30,0.37084381439816605,0.018496092207022974,0.12947264544916082,1.245108282683517,90,0.07487207484684598,0
0.14505454589205677,0.7252727294602839,0.616068636579445,30,0.17161667873298134,0.028048513083906886,0.36463067009078953,1.8573802595538944,35,0.17161667873298134,1
0.29700510880865955,1.4850255440432978,1.663128581808505,30,0.0041053369094736425,-0.07430888108890263,-1.0403243352446367,1.6387757470456632,35,0.9089479324373329,1
0.17263894141954722,0.8631947070977362,1.0480068594529173,20,0.18807094661374257,-0.1117658893658651,-1.5647224511221114,1.3154381700557578,25,0.9315214966645496,1
0.0374448706887627,0.748897413775254,0.7391415048465596,20,0.22521629708980104,-0.06387524550306588,-0.9581286825459882,1.1984123136209945,40,0.5012280869368712,1
0.21557705827374796,1.0778852913687398,0.8659985873702892,20,0.7956931773241671,-0.08487639024566448,-1.1882694634393027,1.1212153509266656,25,0.6514584742896274,1
0.1883201099314455,1.8832010993144548,0.8486329146372633,25,0.1653614866832337,-0.12029722752411083,-1.44356673028933,0.929969697790557,35,0.1653614866832337,1
0.13046206151681683,1.3046206151681683,1.2027636743341117,35,0.004643579317118479,-0.09927144986100772,-1.1912573983320927,1.1012264449782359,45,0.5642432616044284,1
0.16165568417770887,0.8082784208885443,0.9518074600530791,30,0.5520180558279445,-0.03127517306112713,-0.6567786342836697,1.4499301453546882,35,0.6742363759424659,1
0.0036011148662213,0.036011148662213,1.7858826718487832,35,0.1605812656423127,-0.0515546182601689,-0.5155461826016889,1.0694711088045994,45,0.1605812656423127,1
0.14489882975926652,1.4489882975926651,0.5801871448096535,25,0.17655109711537892,-0.10671042593182989,-1.2805251111819587,1.5662270069320867,35,0.17655109711537892,1
0.18986447494487,1.8986447494487,1.4826435048145372,35,0.02696550299499015,-0.007101710614759748,-0.36218724135274716,2.101017011400594,45,0.6615320165048385,0
0.1420439135557268,1.4204391355572679,1.09333096676608,25,0.0657695509836281,-0.11182727992028768,-1.3419273590434522,0.9323441967348294,35,0.5935710854789643,1
0.22012832481179673,2.201283248117967,1.1841206520473497,30,0.7675969566232044,-0.05688581948070845,-1.0239447506527521,1.6652915478874482,40,0.7675969566232044,1
0.06657145197158851,0.33285725985794257,0.9859548295157868,35,0.0022965273694466382,-0.09274977821821935,-1.576746229709729,1.6652065793858863,40,0.6210416460752871,1
0.1701761801032025,1.701761801032025,1.492237257859948,35,0.17779960203483242,-0.007689280916176971,-0.3767747648926716,2.0688537027962255,45,0.3957002913981921,0
-0.0025800210824160814,-0.10320084329664325,0.779762182107045,15,0.36787944117144233,-0.004015959630337968,-0.15260646595284277,1.029050281415179,55,0.20189651799465544,0
0.21842761213581655,2.1842761213581654,0.8916653424529845,25,0.8934027184134598,-0.059679511970007496,-1.1935902394001499,1.537684443106564,35,0.8934027184134598,1
0.1772308163133693,1.7723081631336928,0.9808869133242997,15,0.47237348109535504,-0.0762672536957428,-1.601612327610599,0.6608940973127565,25,0.5769582726915874,1
0.20762701858424867,2.076270185842487,0.8365047633180787,20,0.18378207035996202,-0.08616748985152639,-1.0340098782183167,1.548376972393795,30,0.18378207035996202,1
0.19851407031906756,1.9851407031906756,0.8848661089474186,25,0.1715422315405154,-0.10924170111519223,-1.2016587122671145,1.1978572815724815,35,0.1715422315405154,1
0.06632259145552814,2.652903658221126,1.3225587428142251,30,0.08350638073400814,-0.10030541826597184,-2.3070246201173523,1.8714305089058794,70,0.3386350723838686,0
0.20518575277790116,2.0518575277790116,1.0997341762875728,35,0.4435608921355159,-0.016381560456216984,-0.8026964623546322,1.8477182208299414,45,0.4435608921355159,0
0.1676465815060953,1.6764658150609528,1.86433829817489,40,0.3278444028474775,0.006960848199559514,0.30627732078061864,2.354111335102882,50,0.4004300578852828,0
0.21368942333657195,1.0684471166828597,1.1616749968665345,25,0.24796507179409716,-0.1351583890867677,-1.7570590581279801,0.9553161824016286,30,0.8232730311111648,1
0.15861366361282397,0.7930683180641199,0.45840708456239837,25,0.5285014703851316,-0.040659804725381346,-0.5692372661553389,1.3202923063750602,30,0.5285014703851316,1
0.06596256720984804,2.968315524443162,1.4661678228597168,35,0.2968395594826083,-0.21047716347604928,-2.7362031251886405,0.9616691064070939,80,0.16290900429708033,0
0.2132484222129118,1.066242111064559,0.543619121404557,25,0.6489113486338827,-0.059328054491503204,-0.8305927628810449,1.1987614544373073,30,0.5312836771478676,1
-0.003508938468044831,-0.03508938468044831,1.7604341927310752,35,0.15205994606404918,-0.061059045428674366,-0.6105904542867436,0.9562838819358653,45,0.15205994606404918,1
0.11478642510039494,1.721796376505924,1.2877307405623621,25,0.010762769129635676,-0.05984926922104627,-0.7780404998736015,1.7849204753874892,40,0.7177295850959348,1
0.27492552113094615,1.3746276056547306,1.3638005022342028,25,0.55928548155638,-0.12849200452319012,-1.6703960588014715,0.9013808699232888,30,0.6831128297719012,1
0.2060486782564567,1.0302433912822835,1.0511618472833788,20,0.7023124616766263,-0.09957755457986911,-1.1949306549584293,1.195337560468074,25,0.7023124616766263,1
