NPC1Theta_1_rate,NPC1Theta_1_magnitude,NPC1Theta_1_mean,NPC1Theta_1_start,NPC1Theta_1_confidence,NPC1Theta_2_rate,NPC1Theta_2_magnitude,NPC1Theta_2_mean,NPC1Theta_2_start,NPC1Theta_2_confidence,result
-0.01860532260016612,-0.1860532260016612,2.3005565630890032,45.0,0.9702910362481495,0.00019996535115751612,0.004199272374307839,2.1460636574367222,55.0,0.5325070110907153,1
-0.015310122391307837,-0.22965183586961757,2.2644237169278845,45.0,0.9522888565597952,0.0021573797854009488,0.03667545635181613,2.1686728259220027,60.0,0.12887828212558994,1
-0.015588041003312014,-0.15588041003312014,2.2588115399569944,30.0,0.18503711288469807,8.958208047360472e-05,0.0007166566437888378,2.1885031090118368,40.0,0.18503711288469807,1
-0.03346879737131303,-0.3346879737131303,2.0703114281963337,20.0,0.6161440793389635,0.017762318937339927,0.14209855149871942,2.0406743004190098,30.0,0.22666673958831074,1
-0.010721034254061124,-0.21442068508122247,2.21937037751875,30.0,0.9493679465536125,0.002237800983437044,0.022378009834370438,2.1769637585980632,50.0,0.5210241760033144,1
-0.0031904989191332334,-0.15952494595666167,2.242059425923904,35.0,0.590362399864704,0.0007858100595589113,0.009429720714706935,2.223390374767066,85.0,0.323997754558144,0
-0.027160567746108154,-0.27160567746108155,2.258482160195925,35.0,0.7878919290166583,0.001509065424664286,0.013581588821978574,2.061181946342461,45.0,0.5281397541295552,1
-0.017999906194248183,-0.17999906194248183,2.3081670252139475,15.0,0.6611298951299148,-0.0019327891461529134,-0.02319346975383496,2.137197677193541,25.0,0.6611298951299148,1
-0.00296312355334579,-0.1481561776672895,2.228962676227263,45.0,0.7185810229196671,0.0008701434934247724,0.007831291440822952,2.2225864034285476,95.0,0.5883243820425657,0
-0.032668703891218384,-0.32668703891218387,2.1847250355343704,45.0,0.19290222401161872,0.009161214897548989,0.08245093407794091,2.0688134415217183,55.0,0.19290222401161872,1
-0.022805899923397988,-0.22805899923397988,2.2443559283036336,45.0,0.19565087088033095,0.0025441769510021256,0.02289759255901913,2.141819859545677,55.0,0.19565087088033095,1
,,,,,,,,,,1
-0.011785220101607763,-0.23570440203215526,2.033268109405995,25.0,0.7236159947001692,0.0076666082181908735,0.06133286574552699,2.1347707385109516,45.0,0.8838265717756016,1
-0.007558836747612929,-0.15117673495225858,2.2419002407972997,45.0,0.5720095175289516,0.0013507973443363664,0.05133029908478193,2.2263850141217856,65.0,0.0017317901291949071,0
-0.022464349516241145,-0.22464349516241144,2.268582944236911,35.0,0.19598942553440332,0.0023597737604177382,0.023597737604177382,2.139535985875739,45.0,0.19598942553440332,1
-0.020109103129641426,-0.20109103129641426,2.222787572697598,35.0,0.6535022937484186,0.0026993800599939277,0.02159504047995142,2.146503494339491,45.0,0.6535022937484186,1
-0.008019017664608441,-0.16038035329216882,2.2765973546328695,40.0,0.7264144907589348,0.0006874102931352478,0.007561513224487726,2.220032832782137,60.0,0.3986647251558201,1
-0.0257109292811748,-0.257109292811748,2.252912718082996,35.0,0.19842559212647512,0.0036347354908059957,0.03634735490805996,2.110781542861176,45.0,0.19842559212647512,1
-0.004652728809602991,-0.13958186428808972,2.2148601145105573,35.0,0.576743868283288,0.0008025786298716005,0.03049798793512082,2.2201928002027485,65.0,0.0017461236352874722,0
-0.0030684782052532,-0.15342391026266,2.208934767552307,15.0,0.6420111229411298,0.0016349317622193153,0.050682884628798774,2.253565745795246,65.0,0.006453390354031995,0
-0.010532269397458549,-0.21064538794917098,2.0913917861680034,35.0,0.6367027796491331,0.005468068886820221,0.04374455109456177,2.123803941095499,55.0,0.9498489317374244,1
-0.018597599433064715,-0.18597599433064715,2.235087035885911,45.0,0.6491262476291101,0.0007292400798420418,0.005833920638736334,2.154712255572395,55.0,0.7928445892483563,1
-0.01841072542082145,-0.1841072542082145,2.269234673013827,30.0,0.1873558453443466,0.0011252743238780757,0.010127468914902682,2.1814418373047317,40.0,0.1873558453443466,1
-0.010538434615334324,-0.2107686923066865,2.066875377837114,25.0,0.6187927848939873,0.006339122293610444,0.05071297834888355,2.11939314715325,45.0,0.7557952141991287,1
-0.029221881045472742,-0.2922188104547274,2.148978463131968,35.0,0.6357799746627323,0.007074753960018998,0.05659803168015198,2.0559804524810232,45.0,0.776543414636064,1
,,,,,,,,,,1
-0.02517940671773052,-0.3776911007659578,2.1836891901592046,30.0,0.6327416175136416,0.01187587220215385,0.08313110541507696,2.0557305148146554,45.0,0.5180450210107241,1
-0.01698684860063319,-0.25480272900949785,2.2520537243572485,30.0,0.6532155183927258,0.0028438643808382335,0.04834569447424997,2.148277978142132,45.0,0.6532155183927258,1
-0.0032560339867302446,-0.16280169933651223,2.2248964021167636,30.0,0.8633712713045651,0.0009321729533340317,0.018643459066680634,2.2257335881042337,80.0,0.0641256736472485,0
-0.015025980859604715,-0.22538971289407073,2.2670377693072132,30.0,0.6471596238634436,0.0012527129219108701,0.008768990453376091,2.1595461259400395,45.0,0.9654487101957199,1
-0.006205981994545103,-0.1861794598363531,2.1706352711943233,40.0,0.7217771222609821,0.0015011192706637802,0.04203133957858585,2.19389390342684,70.0,0.013219809129481888,0
-0.009236428484285852,-0.18472856968571705,2.2575996285649254,30.0,0.6741042067414328,0.0014908636761000323,0.07603404748110165,2.2304758231464388,50.0,0.00012410648999678525,0
-0.010398205869222465,-0.2079641173844493,2.2368523122007957,20.0,0.7677436825387087,0.00212515411231028,0.02337669523541308,2.182867863215201,40.0,0.42134666651492153,1
-0.010965632282484683,-0.21931264564969366,2.092947045600951,30.0,0.6379775478190017,0.005606320235838125,0.044850561886705,2.1184271853438474,50.0,0.7792275365503902,1
-0.02959738675626511,-0.2959738675626511,2.2483949050131713,25.0,0.19114444662484065,0.005100776606871643,0.05610854267558807,2.0517154363441326,35.0,0.19114444662484065,1
-0.02835140021831246,-0.2835140021831246,2.155681825965047,30.0,0.6455656817131906,0.006469114144478125,0.11644405460060625,2.1015025304313895,40.0,0.19444064674116793,1
-0.003593942521124649,-0.14375770084498596,2.2256818828320704,30.0,0.6948276426854969,0.0007673669038767677,0.022253640212426262,2.231931587656111,70.0,0.010419341292881799,0
-0.02144198861329021,-0.21441988613290208,2.2109833775733705,30.0,0.6531928469205651,0.003113442424936213,0.056041963648851834,2.1466091552549216,40.0,0.6531928469205651,1
-0.02314955422779974,-0.2314955422779974,2.1997047839178094,20.0,0.663522058948434,0.0031491722989706104,0.05353592908250038,2.1220584054620417,30.0,0.663522058948434,1
-0.0038830190382428656,-0.17473585672092895,2.198065655624649,25.0,0.5531856845968668,0.0018189587375530003,0.04911188591393101,2.231597879629077,70.0,0.015115092107740308,0
-0.022355665912996914,-0.22355665912996914,2.2046295546306567,30.0,0.6628723002771382,0.0031948611769649915,0.025558889415719932,2.1212389840904855,40.0,0.8096340558664727,1
-0.01994989936090974,-0.1994989936090974,2.261094801099887,30.0,0.19046515996671642,0.0013980707894253443,0.012582637104828098,2.1681236647032005,40.0,0.19046515996671642,1
-0.03423970260608655,-0.34239702606086553,2.175467275129918,20.0,0.19135781757633108,0.009942527173968251,0.08948274456571426,2.054204050071004,30.0,0.19135781757633108,1
-0.02483693308140289,-0.2483693308140289,2.2816202095679046,35.0,0.6418445921703614,-0.0004886900562439678,-0.004886900562439678,2.0572791429765402,45.0,0.1582769277515497,1
-0.04537504482772192,-0.4537504482772192,2.081407621950248,20.0,0.17917682810127245,0.02209130574990402,0.1988217517491362,1.9972877410523735,30.0,0.17917682810127245,1
-0.03525359465683664,-0.3525359465683664,2.240754988326799,25.0,0.17692389336608683,0.007367679484649596,0.08841215381579515,1.9651510139415151,35.0,0.17692389336608683,1
-0.02920467702496401,-0.2920467702496401,2.1482345889820493,40.0,0.6414934983862534,0.009100896412945885,0.0637062748906212,2.0611653797897134,50.0,0.23599226970144843,1
-0.023568602622077606,-0.23568602622077606,2.2747643807635995,25.0,0.1969063214062326,0.0022828109418545047,0.0479390297789446,2.119142903540402,35.0,0.1969063214062326,1
-0.017187668699676806,-0.17187668699676806,2.2949601697860516,35.0,0.1845965204881382,0.0007372162472448984,0.007372162472448984,2.1919422552957997,45.0,0.1845965204881382,1
-0.021437239309382978,-0.3215585896407447,2.2153444103510367,25.0,0.6543055911499064,0.006180207668080584,0.04326145367656409,2.0856598798162906,40.0,0.29399845348749376,1
-0.0031765386288071795,-0.15882693144035898,2.2338230090948743,35.0,0.7144922612996265,0.0007920967337197463,0.00871306407091721,2.2245980719084972,85.0,0.39212166690036865,0
-0.03585656095457066,-0.3585656095457066,2.073711459302089,30.0,0.6065761297694606,0.016807019283504556,0.11764913498453189,2.0058499264806073,40.0,0.9049052513897374,1
-0.023057781697346468,-0.2305778169734647,2.1980145022186406,30.0,0.6601832680998427,0.00385088652040608,0.06931595736730944,2.1319949405236036,40.0,0.8063496645483428,1
-0.017989253549970385,-0.17989253549970385,2.3085774449663603,35.0,0.6600744848875653,-0.0014709526306925607,-0.017651431568310727,2.1396799652403566,45.0,0.6600744848875653,1
-0.00277691000504773,-0.1388455002523865,2.235085800179175,35.0,0.7171407363592596,0.0006583925977249944,0.00592553337952495,2.2304864340156407,85.0,0.587145175142315,0
-0.010666380270780311,-0.47998711218511403,2.021366043112465,15.0,0.2465969639416065,-0.0008028381500332326,-0.026493658951096677,1.7004193849380365,60.0,0.002029430636295734,0
-0.011311164115440442,-0.22622328230880884,2.2254222379436044,25.0,0.7869357283140431,0.0026762638219110626,0.026762638219110624,2.165656136486845,45.0,0.5274987936305588,1
-0.015087792828026636,-0.3017558565605327,2.12943300472687,15.0,0.7700357432075984,0.006795588100914074,0.07475146911005481,2.1315360630759983,35.0,0.7700357432075984,1
-0.022718397327859446,-0.34077595991789167,2.204761168050709,20.0,0.6433077548016766,0.007634978424846458,0.05344484897392521,2.0737806215950627,35.0,0.5266958425496824,1
-0.0300777411183617,-0.300777411183617,2.2464564433339405,25.0,0.18939440920178113,0.004083521710007496,0.04491873881008246,2.042303994598585,35.0,0.18939440920178113,1
-0.004485100574688279,-0.1345530172406484,2.218910471795065,35.0,0.5872107472156609,0.0006510953250326976,0.01823066910091553,2.218973690166166,65.0,0.013136357657450073,0
-0.006416957614466885,-0.19250872843400657,2.212615815414111,35.0,0.8885055684228276,0.0011415777673905716,0.033105755254326574,2.2045048397161056,65.0,0.010908484869296084,0
-0.0036395491544389813,-0.14558196617755925,2.210515766436991,35.0,0.7020170349261939,0.0015376811682256773,0.02921594219628787,2.2333941526988768,75.0,0.07778570469398315,0
-0.044317716619929115,-0.44317716619929115,2.1025936807847643,25.0,0.17775177097652362,0.018170148765612737,0.1453611901249019,1.9803314315115372,35.0,0.17775177097652362,1
-0.04503615758163446,-0.4503615758163446,2.112611427463605,25.0,0.17675596571492955,0.015267014690796967,0.1374031322171727,1.9669337413590742,35.0,0.17675596571492955,1
-0.005109771635138334,-0.15329314905415004,2.154293218274622,35.0,0.5623028312088214,0.0027751184585511623,0.07770331683943255,2.215296787324341,65.0,0.012579148351048532,0
-0.04503743589894784,-0.4503743589894784,2.1130626202119913,25.0,0.17726157326476355,0.01625007621356642,0.14625068592209778,1.970821778976399,35.0,0.17726157326476355,1
-0.016856983989683272,-0.16856983989683272,2.296090734923254,35.0,0.18472436118819835,-0.00013654026803067154,-0.0013654026803067154,2.1899826214860667,45.0,0.18472436118819835,1
