RelativeHeadingNPC1_1_rate,RelativeHeadingNPC1_1_magnitude,RelativeHeadingNPC1_1_mean,RelativeHeadingNPC1_1_start,RelativeHeadingNPC1_2_rate,RelativeHeadingNPC1_2_magnitude,RelativeHeadingNPC1_2_mean,RelativeHeadingNPC1_2_start,RelativeHeadingNPC1_1_rate,RelativeHeadingNPC1_1_magnitude,RelativeHeadingNPC1_1_mean,RelativeHeadingNPC1_1_start,RelativeHeadingNPC1_2_rate,RelativeHeadingNPC1_2_magnitude,RelativeHeadingNPC1_2_mean,RelativeHeadingNPC1_2_start
0.006280723504093,0.1570180876023267,0.1221537872324636,45,-0.0054758664271945,-0.0383310649903621,0.1884202532226163,70,0.006280723504093068,0.1570180876023267,0.1221537872324636,45,-0.005475866427194589,-0.038331064990362124,0.18842025322261632,70
