RelativeX_1_rate,RelativeX_1_magnitude,RelativeX_1_mean,RelativeX_1_start,RelativeX_1_rate.1,RelativeX_1_magnitude.1,RelativeX_1_mean.1,RelativeX_1_start.1,RelativeX_1_rate.1.1,RelativeX_1_magnitude.1.1,RelativeX_1_mean.1.1,RelativeX_1_start.1.1,RelativeX_1_rate,RelativeX_1_magnitude,RelativeX_1_mean,RelativeX_1_start
0.3215583778351046,1.6077918891755232,-0.636061451785378,30,0.2067772532076976,1.0338862660384882,-0.5419793911283317,30,0.299136762584488,1.49568381292244,-0.2907841401075304,30,-0.025363568195911877,-0.5579985003100613,0.6254447810317718,10
