RelativeX_1_rate,RelativeX_1_magnitude,RelativeX_1_mean,RelativeX_1_start,RelativeX_2_rate,RelativeX_2_magnitude,RelativeX_2_mean,RelativeX_2_start,RelativeX_1_rate.1,RelativeX_1_magnitude.1,RelativeX_1_mean.1,RelativeX_1_start.1,RelativeX_2_rate.1,RelativeX_2_magnitude.1,RelativeX_2_mean.1,RelativeX_2_start.1,RelativeX_1_rate.1.1,RelativeX_1_magnitude.1.1,RelativeX_1_mean.1.1,RelativeX_1_start.1.1,RelativeX_2_rate.1.1,RelativeX_2_magnitude.1.1,RelativeX_2_mean.1.1,RelativeX_2_start.1.1,RelativeX_1_rate.1.1.1,RelativeX_1_magnitude.1.1.1,RelativeX_1_mean.1.1.1,RelativeX_1_start.1.1.1,RelativeX_2_rate.1.1.1,RelativeX_2_magnitude.1.1.1,RelativeX_2_mean.1.1.1,RelativeX_2_start.1.1.1,RelativeX_1_rate.1.1.1.1,RelativeX_1_magnitude.1.1.1.1,RelativeX_1_mean.1.1.1.1,RelativeX_1_start.1.1.1.1,RelativeX_2_rate.1.1.1.1,RelativeX_2_magnitude.1.1.1.1,RelativeX_2_mean.1.1.1.1,RelativeX_2_start.1.1.1.1,RelativeX_1_rate.1.1.1.1.1,RelativeX_1_magnitude.1.1.1.1.1,RelativeX_1_mean.1.1.1.1.1,RelativeX_1_start.1.1.1.1.1,RelativeX_2_rate.1.1.1.1.1,RelativeX_2_magnitude.1.1.1.1.1,RelativeX_2_mean.1.1.1.1.1,RelativeX_2_start.1.1.1.1.1,RelativeX_1_rate.1.1.1.1.1.1,RelativeX_1_magnitude.1.1.1.1.1.1,RelativeX_1_mean.1.1.1.1.1.1,RelativeX_1_start.1.1.1.1.1.1,RelativeX_2_rate.1.1.1.1.1.1,RelativeX_2_magnitude.1.1.1.1.1.1,RelativeX_2_mean.1.1.1.1.1.1,RelativeX_2_start.1.1.1.1.1.1,RelativeX_1_rate,RelativeX_1_magnitude,RelativeX_1_mean,RelativeX_1_start,RelativeX_2_rate,RelativeX_2_magnitude,RelativeX_2_mean,RelativeX_2_start
-0.0258119098811465,-0.5162381976229319,0.627565953217959,10,-0.0740891193567408,-0.1481782387134817,0.3297204437458321,30,-0.0258119098811465,-0.5162381976229319,0.627565953217959,10,-0.0740891193567408,-0.1481782387134817,0.3297204437458321,30,-0.0258119098811465,-0.5162381976229319,0.627565953217959,10,-0.0740891193567408,-0.1481782387134817,0.3297204437458321,30,-0.0258119098811465,-0.5162381976229319,0.627565953217959,10,-0.0740891193567408,-0.1481782387134817,0.3297204437458321,30,-0.0258119098811465,-0.5162381976229319,0.627565953217959,10,-0.0740891193567408,-0.1481782387134817,0.3297204437458321,30,-0.0258119098811465,-0.5162381976229319,0.627565953217959,10,-0.0740891193567408,-0.1481782387134817,0.3297204437458321,30,-0.0258119098811465,-0.5162381976229319,0.627565953217959,10,-0.0740891193567408,-0.1481782387134817,0.3297204437458321,30,-0.025811909881146594,-0.5162381976229319,0.627565953217959,10,-0.07408911935674087,-0.14817823871348174,0.3297204437458321,30
