id,,Unnamed: 0,id,time,egoX,egoY,heading,NPC1X,NPC1Y,NPC1Theta,throttle,brake,steering
3,41,141,3,1697440508.0979302,592504.3090515137,4134538.5560913086,-2.0956669470620533,592492.9445953369,4134521.865829468,0.8085261133049926,0.0,44.77758124089811,21.940183389634782
3,42,142,3,1697440508.0979302,592504.3090515137,4134538.5560913086,-2.0956669470620533,592493.5207977295,4134522.469329834,0.8085261133049926,0.0,41.52831013316309,24.50344826936966
3,43,143,3,1697440508.3295734,592503.9621276855,4134537.933059693,-2.056576627163267,592494.1338348389,4134523.111404419,0.8085261133049926,0.0,41.56546075500556,25.027837461974148
3,44,144,3,1697440508.3295734,592503.9621276855,4134537.933059693,-2.056576627163267,592494.6655578613,4134523.6683044434,0.8085261133049926,0.0,39.23146465338521,29.23042440253572
3,45,145,3,1697440508.5107718,592503.7568359375,4134537.530914306,-2.027810815211476,592495.1493988037,4134524.175064087,0.8085261133049926,0.0,39.099372600116894,29.658814112121345
3,46,146,3,1697440508.5774372,592503.6765441895,4134537.36428833,-2.014975323874406,592495.6654052734,4134524.715499878,0.8085261133049926,0.0,39.97110162767817,32.65463321850926
3,47,147,3,1697440508.7305698,592503.5505371094,4134537.0894470215,-1.9922274033192693,592496.2081298828,4134525.283920288,0.8085261133049926,0.0,51.31667482195459,27.969265419503927
3,48,148,3,1697440508.7305698,592503.5505371094,4134537.0894470215,-1.9922274033192693,592496.7245178223,4134525.8247680655,0.8085261133049926,0.0,51.27688423907923,25.480868000215303
3,49,149,3,1697440508.914839,592503.4437561035,4134536.841445923,-1.974944735982639,592497.2661743164,4134526.392074585,0.8085261133049926,0.0,52.26028899945944,25.909197344807563
3,50,150,3,1697440508.914839,592503.4437561035,4134536.841445923,-1.974944735982639,592497.7960510254,4134526.947036743,0.8085261133049926,0.0,52.71802613415447,26.41736753388624
3,51,151,3,1697440509.0766203,592503.4352416992,4134536.8212280273,-1.973649752124228,592498.3367919922,4134527.513366699,0.8085261133049926,0.0,54.267772078342944,26.28003989209557
3,52,152,3,1697440509.225222,592503.3935546875,4134536.720932007,-1.9669854254154124,592498.8509521484,4134528.0519104,0.8085261133049926,0.0,55.260206259826326,26.22450545683687
3,53,153,3,1697440509.2873223,592503.3928833008,4134536.7191314697,-1.9669234376239368,592499.4111328125,4134528.6386260986,0.8085261133049926,0.0,57.9369281349895,26.835725919519945
3,54,154,3,1697440509.2873223,592503.3928833008,4134536.7191314697,-1.9669234376239368,592499.7702636719,4134529.014770508,0.8085261133049926,0.0,52.64340863413513,26.835725919519945
3,55,155,3,1697440509.451332,592503.3929138184,4134536.719451904,-1.966925287911641,592500.1972961426,4134529.4620056152,0.8085261133049926,0.0,52.30244358773962,26.835725919519945
3,56,156,3,1697440509.572921,592503.3929138184,4134536.719558716,-1.9669261784034944,592500.6202392578,4134529.9049682617,0.8085261133049926,0.0,52.19832393455687,26.835725919519945
