RelativeHeading
3.2428802939098076
3.30169425008589
3.3129248287235074
3.313171524116686
3.3195828371872693
3.3196882450316854
3.325148944846764
3.3263345386261993
3.340993487088337
3.346402428203063
3.3563579074741243
3.360666967859062
3.361336660865575
3.3627131499971497
3.364156148467553
3.3688198506990528
3.371017798488335
3.371554858923631
3.369082442745125
3.3657931913376267
3.3643779632968114
3.3595896328726615
3.3551389253862074
3.349219083172299
3.3480326421282025
3.3433315538654163
3.337482108474608
3.331528736524684
3.3270216873860683
3.3246921452647
3.319427277213244
3.332078120022484
3.3515031522293506
3.3944632567631237
3.41438589090629
3.45385706803664
