,id,time,egoX,egoY,heading,NPC1X,NPC1Y,NPC1Theta,throttle,brake,steering
3382,68,1697441566.1777842,592509.2969055176,4134544.9183044434,-2.3046346362552264,592503.3355407715,4134532.748886109,0.8085261133049926,0.0,28.50024424867325,3.862403554703276
3383,68,1697441566.3335395,592508.8260192871,4134544.394256592,-2.298647809176765,592503.7782287598,4134533.212524414,0.8085261133049926,0.0,32.038412662728064,4.23789643578648
3384,68,1697441566.4129894,592508.6176147461,4134544.160186768,-2.295580564991345,592504.1601257324,4134533.612518311,0.8085261133049926,0.0,35.47597949178016,4.941523066167986
3385,68,1697441566.4937856,592508.4190979004,4134543.935775757,-2.2922070479322,592504.5870666504,4134534.059661865,0.8085261133049926,0.0,40.98415901324356,5.409306970156753
3386,68,1697441566.6532176,592508.0600280762,4134543.5255126953,-2.2853668637590534,592505.0117492676,4134534.504470825,0.8085261133049926,0.0,40.98579966544314,6.100842565174927
3387,68,1697441566.7416575,592507.9000549316,4134543.340591431,-2.2818363699256574,592505.4481811523,4134534.9615631104,0.8085261133049926,0.0,40.98694285792934,6.731431299148336
3388,68,1697441566.8211277,592507.7529602051,4134543.1693573,-2.278277756953964,592505.849395752,4134535.38180542,0.8085261133049926,0.0,44.87236296149662,6.792010196688307
3389,68,1697441566.8947227,592507.6197814941,4134543.013076782,-2.2749824570848425,592506.2735290527,4134535.826019287,0.8085261133049926,0.0,47.85126794286816,5.897157353150181
3390,68,1697441566.9832392,592507.5158691406,4134542.890350342,-2.2726479059647904,592506.7007751465,4134536.273498535,0.8085261133049926,0.0,49.56169573866136,5.495700125124964
3391,68,1697441567.1330068,592507.315032959,4134542.65133667,-2.26857402389978,592507.0977783203,4134536.6892852783,0.8085261133049926,0.0,49.87604264214828,5.3591413150691
3392,68,1697441567.218799,592507.287322998,4134542.618179321,-2.268050510654886,592507.5278930664,4134537.139770508,0.8085261133049926,0.0,50.72526649069681,5.431199984859359
3393,69,1697441580.3297372,592516.7998352051,4134552.884689331,-2.3391047805697385,592482.6284332275,4134511.06111145,0.8085255806727787,63.69122608918841,4.35,0.5386787438418578
3394,69,1697441580.4032152,592516.7381591797,4134552.820831299,-2.3389905162872786,592482.6284332275,4134511.06111145,0.8085255806727787,0.0,14.5,0.5998084297346497
3395,69,1697441580.4964352,592516.6873168945,4134552.768203736,-2.338881228827317,592482.6284332275,4134511.06111145,0.8085255806727787,22.75086561564158,1.45,0.5987413833488701
3396,69,1697441580.6473882,592516.5764465332,4134552.653427124,-2.338648979767955,592482.6284332275,4134511.06111145,0.8085255806727787,24.45314898685864,0.0,0.5945538300770801
3397,69,1697441580.7238872,592516.5245666504,4134552.5996398926,-2.3385408352054737,592482.6284332275,4134511.06111145,0.8085255806727787,31.557782094186432,0.0,0.6117047300568639
3398,69,1697441580.8084283,592516.4524841309,4134552.52494812,-2.338383901212298,592482.6284332275,4134511.06111145,0.8085255806727787,47.78165883368263,0.0,0.6258062017316658
3399,69,1697441580.8835623,592516.382598877,4134552.452468872,-2.3382282163974706,592482.6284332275,4134511.06111145,0.8085255806727787,68.60646571402044,0.0,0.6294458313903631
3400,69,1697441581.0436852,592516.239654541,4134552.304244995,-2.3378888305414174,592482.6284332275,4134511.06111145,0.8085255806727787,51.20208201029707,0.0,0.6323713191280597
3401,69,1697441581.131483,592516.1500854492,4134552.2113189697,-2.3376891134912903,592482.6284332275,4134511.06111145,0.8085255806727787,39.12676634475634,0.0,0.6034684018485985
3402,69,1697441581.2047944,592516.0420837402,4134552.0992126474,-2.337458331648241,592482.6284332275,4134511.06111145,0.8085255806727787,50.3551923497333,0.0,0.6679115101398942
3403,69,1697441581.2852848,592515.9253845215,4134551.9780426025,-2.3371808659250046,592482.6284332275,4134511.06111145,0.8085255806727787,33.751861120844296,0.0,0.6497363658445108
3404,69,1697441581.363717,592515.8151855469,4134551.863555908,-2.3369204262886933,592482.6284332275,4134511.06111145,0.8085255806727787,32.56794769664833,0.0,0.6745080547411916
3405,69,1697441581.5316386,592515.5285644531,4134551.565490722,-2.336247207738964,592483.1551513672,4134511.61277771,0.8085261133049926,29.3722473416627,0.0,0.7087107856968593
3406,69,1697441581.603259,592515.385345459,4134551.416381836,-2.3358933304871004,592483.760345459,4134512.2466430655,0.8085261133049926,28.948753685757577,0.0,0.7490738741001708
3407,69,1697441581.687829,592515.2372741699,4134551.262145996,-2.3355115340782167,592484.4240112305,4134512.9417266846,0.8085261133049926,38.66164617263988,0.0,0.7847205029129843
3408,69,1697441581.843646,592514.9234313965,4134550.934814453,-2.334663576404995,592485.0473632812,4134513.594604492,0.8085261133049926,63.92251565811296,0.0,0.692447024213412
3409,69,1697441581.9334931,592514.7492980957,4134550.753005981,-2.3342226424693093,592485.6720275879,4134514.248855591,0.8085261133049926,34.23865012023198,0.0,0.7954508379935159
3410,69,1697441582.0032723,592514.569519043,4134550.565124512,-2.3337402338858144,592486.28125,4134514.886932373,0.8085261133049926,28.650318910691844,0.0,0.8799904824196588
3411,69,1697441582.0855992,592514.4547424316,4134550.44506836,-2.3333988549119717,592486.9272766113,4134515.5635681152,0.8085261133049926,45.0171939913032,0.0,0.9240593739740351
3412,69,1697441582.2472258,592514.095916748,4134550.069198608,-2.3322463939754865,592487.574508667,4134516.2414398193,0.8085261133049926,58.92893896154582,0.0,0.871629911396116
3413,69,1697441582.3293877,592513.885559082,4134549.848526001,-2.3315801763157147,592488.173904419,4134516.86920166,0.8085261133049926,39.73211939058085,0.0,0.9493945210538464
3414,69,1697441582.4079168,592513.6929321289,4134549.646133423,-2.3309570200155942,592488.818572998,4134517.544403076,0.8085261133049926,52.80500850344437,0.0,1.1089629860179593
3415,69,1697441582.4925382,592513.4663391113,4134549.4077911377,-2.3300918824803496,592489.4022521973,4134518.155731201,0.8085261133049926,55.42800863716322,0.0,1.1231452169050968
