RelativeAngle_1_rate,RelativeAngle_1_magnitude,RelativeAngle_1_mean,RelativeAngle_1_start,RelativeAngle_1_confidence,RelativeAngle_2_rate,RelativeAngle_2_magnitude,RelativeAngle_2_mean,RelativeAngle_2_start,RelativeAngle_2_confidence,result,NPC1X_1_rate,NPC1X_1_magnitude,NPC1X_1_mean,NPC1X_1_start,NPC1X_1_confidence,NPC1X_2_rate,NPC1X_2_magnitude,NPC1X_2_mean,NPC1X_2_start,NPC1X_2_confidence
-0.0031001217839564297,-0.04650182675934644,3.115361105684346,20,0.4868722668968312,-0.003411970554729495,-0.04776758776621293,3.054454467528881,35,0.594667129659484,0,0.664219970703125,16.605499267578125,592492.865828247,5,0.6354058105093373,0.5376378109580592,10.215118408203125,592507.0325670744,30.0,0.6354058105093373
-0.004910271842598046,-0.02455135921299023,3.112844965557372,25,0.15911659822591573,-0.019307382781029996,-0.34753289005853993,2.930514565977413,30,0.9625993250034246,1,0.1115997314453125,0.5579986572265625,592482.740032959,15,0.19545532874362173,0.6642723083496094,18.599624633789062,592493.2028677805,20.0,0.19545532874362173
-0.004058642809477053,-0.04058642809477053,3.110234897641105,20,0.3315522993672139,-0.01418844364203431,-0.4256533092610293,2.8683820381379825,30,0.4946179087557619,1,0.5436041259765625,13.590103149414062,592490.5563238525,25,0.9588758817047123,0.41468505859375,4.1468505859375,592499.945046997,50.0,0.12976973903926398
-0.07875543319652376,-0.3937771659826188,3.2494512096959576,20,0.4744428171343757,-0.022552054880378005,-0.49614520736831613,2.7899849100255696,25,0.38844092496486665,1,0.5966140747070312,5.9661407470703125,592487.4548660278,20,0.8013558990273616,0.6738003001493567,11.454605102539062,592496.8380871941,30.0,0.03989716093186632
-0.003077111948524158,-0.061542238970483165,3.122835574934879,20,0.43831408136595007,-0.014361507222408068,-0.25850713000334524,2.943199736182615,40,0.6538877719056697,1,0.6406478881835938,19.219436645507812,592493.7343699137,20,0.9263072923832129,0.4393730163574219,3.514984130859375,592505.4025154114,50.0,0.6209223468734637
-0.0027335570195674563,-0.05467114039134913,3.121547799685662,20,0.6580776613927636,-0.014970436755161817,-0.1796452410619418,2.9941396546839982,40,0.6580776613927636,1,0.2435516357421875,1.2177581787109375,592482.9793640136,20,0.19260544448302197,0.6380739565248843,17.227996826171875,592493.1517000551,25.0,0.19260544448302197
-0.013287220451951676,-0.06643610225975838,3.0677282537376915,30,0.014995576820477705,-0.05890256058893037,-1.59036913590112,2.491654353487758,35,0.1353352832366127,1,0.559796142578125,13.994903564453125,592491.2423736572,25,0.8007165526110394,0.4102579752604167,4.923095703125,592501.2810668945,50.0,0.19745427085167191
-0.004246952301008999,-0.04246952301008999,3.112598862502915,20,0.23995154398953103,-0.012569517890913994,-0.2639598757091939,2.929221634577991,30,0.6522559217374334,1,0.5862249755859374,14.655624389648438,592491.4023657227,15,0.7888945118108722,0.5277737704190341,5.805511474609375,592502.4884366122,40.0,0.3544731537897405
-0.0022837629448568464,-0.05709407362142116,3.1216846304928314,10,0.313030519568448,-0.0010643864900465871,-0.01490141086065222,3.069003265543786,35,0.46698666020768975,0,0.59192138671875,14.79803466796875,592491.0713220215,15,0.978491999403792,0.4881557888454861,4.393402099609375,592501.4276733398,40.0,0.2947161266228201
-0.0036691230447489787,-0.03669123044748979,3.1145120949596485,20,0.32258714816221495,-0.026071012247502124,-0.5214202449500425,2.9038842261220674,30,0.717930901240673,1,0.6592578125,16.4814453125,592491.4576306152,25,0.18054178367803944,,,,,
-0.0029744314488738153,-0.029744314488738155,3.1148031969243974,30,0.29426131500870256,-0.015864638039148133,-0.1903756564697776,2.9977936581302966,40,0.799885185406619,1,0.1031005859375,0.5155029296875,592482.7315338135,20,0.1857094256935512,0.6236996120876737,16.839889526367188,592492.2472845007,25.0,0.1857094256935512
-0.008737017740321118,-0.08737017740321118,3.0832420111512375,25,0.1959964324170893,-0.01609992351300993,-0.12879938810407943,2.938542662354261,35,0.1959964324170893,1,0.6870323181152344,13.740646362304688,592489.3990623474,15,0.19267966414552226,0.5748481750488281,4.598785400390625,592499.4218254089,35.0,0.19267966414552226
-0.001651924192869103,-0.008259620964345515,3.1319846619102396,25,0.1905547400148375,-0.01088178938993483,-0.27204473474837076,3.0190494181328695,30,0.1905547400148375,1,0.5461807250976562,16.385421752929688,592490.9414881389,15,0.657062681283536,0.3472076416015625,3.472076416015625,592501.2655181885,45.0,0.24171985200519672
-0.00408123017742521,-0.0408123017742521,3.103686081056725,25,0.19382939364122773,-0.008927795470331163,-0.12498913658463628,2.997019604246134,35,0.19382939364122773,0,0.6076070149739583,18.22821044921875,592492.0902033488,5,0.7137958055964475,0.5111519949776786,7.1561279296875,592505.6157902309,35.0,0.7137958055964475
-0.002927545994767389,-0.029275459947673887,3.1177166985702867,20,0.4387768004634748,-0.011343044372507514,-0.28357610931268784,2.937690153070099,30,0.7995034572996924,1,0.6331497192382812,18.994491577148438,592491.8573705037,15,0.18627199132200092,0.4837554931640625,4.837554931640625,592504.7533233643,45.0,0.18627199132200092
-0.0022282317454721755,-0.022282317454721756,3.1236581239267216,20,0.6566260313374073,-0.014360998670158172,-0.21541498005237258,3.0176244381032062,30,0.6566260313374073,1,0.6876653035481771,20.629959106445312,592492.8627736409,15,0.19519006283767354,,,,,
