TTC_1_rate,TTC_1_magnitude,TTC_1_mean,TTC_1_start,TTC_2_rate,TTC_2_magnitude,TTC_2_mean,TTC_2_start
-96.89877233574302,-4360.444755108436,-1750.5350259503036,10,-3334.705863691398,-16673.52931845699,7311.792110168256,55
